Produto;Descricao;Categoria;EstoqueAtual;CustoUnitario
PC003895;FAROL DIANTEIRO LED  REMANUFATURADO;ELETRICA;7,0;988,71
PC003896;BARRA ESTABILIZADORA STD REMANUFATURADO;SUSPENSAO;3,0;841,23
PC003897;AMORTECEDOR TRASEIRO REFORCADO PARALELA A;SUSPENSAO;5,0;374,02
PC003898;FILTRO DE CABINE LEVE REMANUFATURADO;FILTROS;2,0;65,04
PC003899;ENGATE DE REBOQUE REFORCADO ORIGINAL;ARTICULACAO_5RODA;1,0;718,16
PC003900;DISCO DE EMBREAGEM LEVE ORIGINAL;TRANSMISSAO;31,0;4863,06
PC003901;SAPATA DE FREIO STD PARALELA A;FREIOS;16,0;55,52
PC003902;BICO INJETOR PESADO REMANUFATURADO;MOTOR;2,0;3089,19
PC003903;BUCHA DE MOLA PESADO ORIGINAL;SUSPENSAO;9,0;282,86
PC003904;VENTOINHA LEVE PARALELA B;ARREFECIMENTO;26,0;197,82
PC003906;BOMBA INJETORA  PARALELA A;MOTOR;1,0;1485,01
PC003907;TAMBOR DE FREIO  PARALELA A;FREIOS;111,0;111,43
PC003908;ROLAMENTO DE EMBREAGEM  ORIGINAL;TRANSMISSAO;11,0;4587,93
PC003909;PINO REI LEVE PARALELA A;ARTICULACAO_5RODA;12,0;734,7
PC003910;PARA-LAMA LEVE ORIGINAL;CARROCERIA;50,0;71,39
PC003911;VALVULA DE ADMISSAO LEVE PARALELA B;MOTOR;1,0;5011,61
PC003912;PNEU RADIAL 295/80 PESADO PARALELA B;RODAS_PNEUS;26,0;1311,98
PC003913;MACANETA DE PORTA REFORCADO ORIGINAL;CARROCERIA;16,0;463,86
PC003914;CUBO DE RODA STD ORIGINAL;RODAS_PNEUS;112,0;670,92
PC003915;BOMBA D AGUA STD ORIGINAL;ARREFECIMENTO;12,0;122,3
PC003916;PASTILHA DE FREIO REFORCADO PARALELA A;FREIOS;2,0;214,87
PC003917;CAIXA DE CAMBIO COMPLETA LEVE ORIGINAL;TRANSMISSAO;0,0;561,32
PC003918;ALTERNADOR STD PARALELA B;ELETRICA;19,0;418,77
PC003919;LANTERNA TRASEIRA  PARALELA A;ELETRICA;12,0;588,11
PC003921;JUNTA DE CABECOTE PESADO PARALELA B;MOTOR;17,0;3587,56
PC003922;SENSOR ABS STD REMANUFATURADO;ELETRICA;24,0;231,73
PC003923;RESERVATORIO EXPANSAO STD PARALELA A;ARREFECIMENTO;3,0;372,68
PC003924;TURBO COMPRESSOR STD REMANUFATURADO;MOTOR;4,0;2486,04
PC003925;MANGUEIRA RADIADOR  PARALELA A;ARREFECIMENTO;566,0;373,91
PC003926;PINO MESTRE  PARALELA A;SUSPENSAO;17,0;954,16
PC003927;QUINTA RODA COMPLETA REFORCADO ORIGINAL;ARTICULACAO_5RODA;2,0;1962,38
PC003928;EIXO CARDAN PESADO PARALELA A;TRANSMISSAO;5,0;463,16
PC003929;PLATO DE EMBREAGEM LEVE ORIGINAL;TRANSMISSAO;13,0;4752,4
PC003930;FILTRO DE OLEO MOTOR REFORCADO ORIGINAL;MOTOR;33,0;4437,21
PC003931;BATERIA 150AH LEVE PARALELA B;ELETRICA;2,0;759,46
PC003932;DISCO DE FREIO REFORCADO ORIGINAL;FREIOS;18,0;129,9
PC003933;CILINDRO MESTRE REFORCADO ORIGINAL;FREIOS;8,0;78,96
PC003934;CHICOTE ELETRICO STD PARALELA B;ELETRICA;3,0;330,52
PC003935;PARAFUSO DE RODA PESADO ORIGINAL;RODAS_PNEUS;107,0;1184,99
PC003936;RADIADOR COMPLETO LEVE ORIGINAL;ARREFECIMENTO;235,0;1084,59
PC003937;FILTRO DE OLEO CAMBIO STD ORIGINAL;FILTROS;15,0;111,78
PC003938;ESPELHO RETROVISOR LEVE ORIGINAL;CARROCERIA;36,0;668,81
PC003939;RODA DE ACO ARO 22 PESADO PARALELA B;RODAS_PNEUS;35,0;952,51
PC003940;VIDRO LATERAL REFORCADO PARALELA A;CARROCERIA;24,0;89,93
PC003941;MANGOTE PNEUMATICO STD ORIGINAL;ARTICULACAO_5RODA;23,0;434,0
PC003942;PARA-BRISA STD PARALELA B;CARROCERIA;25,0;660,37
PC003944;FILTRO DE COMBUSTIVEL STD ORIGINAL;FILTROS;17,0;64,18
PC003945;FILTRO DE AR MOTOR LEVE PARALELA B;FILTROS;1,0;33,23
PC003946;VALVULA TERMOSTATICA LEVE PARALELA A;ARREFECIMENTO;3,0;748,3
PC003947;CAMARA DE AR  PARALELA B;RODAS_PNEUS;25,0;1175,05
PC003948;FEIXE DE MOLA REFORCADO PARALELA A;SUSPENSAO;41,0;849,07
PC003949;CORREIA DENTADA STD PARALELA B;MOTOR;3,0;5289,87
PC003950;ROLAMENTO DE RODA PESADO PARALELA A;RODAS_PNEUS;2,0;509,29
PC003951;SINCRONIZADOR STD ORIGINAL;TRANSMISSAO;65,0;7774,41
PC003952;BOLSA DE AR SUSPENSAO PESADO PARALELA B;SUSPENSAO;14,0;874,79
PC003953;MANGUEIRA DE FREIO AR PESADO REMANUFATURADO;FREIOS;30,0;321,38
PC003954;FILTRO SEPARADOR AGUA PESADO ORIGINAL;FILTROS;62,0;103,05
PC003955;LONA DE FREIO REFORCADO ORIGINAL;FREIOS;8,0;84,2
PC003956;CRUZETA CARDAN PESADO REMANUFATURADO;TRANSMISSAO;1,0;5400,72
PC003957;PARA-CHOQUE DIANTEIRO STD PARALELA B;CARROCERIA;15,0;464,05
PC003958;VALVULA DE FREIO  ORIGINAL;FREIOS;1,0;170,03
PC003959;FAROL DIANTEIRO LED LEVE PARALELA A;ELETRICA;5,0;112,84
PC003960;BARRA ESTABILIZADORA  ORIGINAL;SUSPENSAO;8,0;642,31
PC003961;AMORTECEDOR TRASEIRO PESADO PARALELA B;SUSPENSAO;8,0;939,1
PC003962;FILTRO DE CABINE  PARALELA A;FILTROS;4,0;104,7
PC003963;ENGATE DE REBOQUE  REMANUFATURADO;ARTICULACAO_5RODA;3,0;1562,05
PC003964;DISCO DE EMBREAGEM STD PARALELA A;TRANSMISSAO;33,0;869,16
PC003965;SAPATA DE FREIO  ORIGINAL;FREIOS;92,0;386,71
PC003966;BICO INJETOR LEVE ORIGINAL;MOTOR;19,0;1993,14
PC003967;BUCHA DE MOLA  ORIGINAL;SUSPENSAO;6,0;639,83
PC003968;VENTOINHA  PARALELA A;ARREFECIMENTO;214,0;409,87
PC003969;CAMISA DE CILINDRO LEVE PARALELA A;MOTOR;2,0;6072,95
PC003970;BOMBA INJETORA PESADO PARALELA A;MOTOR;40,0;1443,65
PC003971;TAMBOR DE FREIO LEVE PARALELA A;FREIOS;17,0;206,47
PC003972;ROLAMENTO DE EMBREAGEM LEVE PARALELA B;TRANSMISSAO;52,0;2064,1
PC003973;PINO REI LEVE ORIGINAL;ARTICULACAO_5RODA;86,0;3200,26
PC003974;PARA-LAMA STD PARALELA B;CARROCERIA;10,0;174,82
PC003975;VALVULA DE ADMISSAO PESADO ORIGINAL;MOTOR;9,0;2148,81
PC003976;PNEU RADIAL 295/80 REFORCADO REMANUFATURADO;RODAS_PNEUS;25,0;1002,51
PC003977;MACANETA DE PORTA LEVE PARALELA A;CARROCERIA;75,0;608,79
PC003978;CUBO DE RODA STD REMANUFATURADO;RODAS_PNEUS;149,0;329,27
PC003979;BOMBA D AGUA LEVE PARALELA A;ARREFECIMENTO;26,0;84,29
PC003980;PASTILHA DE FREIO PESADO PARALELA A;FREIOS;13,0;281,21
PC003981;CAIXA DE CAMBIO COMPLETA STD REMANUFATURADO;TRANSMISSAO;13,0;817,25
PC003982;ALTERNADOR REFORCADO PARALELA A;ELETRICA;2,0;1143,9
PC003983;LANTERNA TRASEIRA  PARALELA B;ELETRICA;8,0;1141,69
PC003984;MOTOR DE PARTIDA STD ORIGINAL;ELETRICA;55,0;114,19
PC003985;JUNTA DE CABECOTE LEVE PARALELA A;MOTOR;2,0;2753,92
PC003986;SENSOR ABS STD ORIGINAL;ELETRICA;12,0;492,95
PC003987;RESERVATORIO EXPANSAO  ORIGINAL;ARREFECIMENTO;53,0;187,33
PC003988;TURBO COMPRESSOR  REMANUFATURADO;MOTOR;14,0;1973,13
PC003989;MANGUEIRA RADIADOR STD ORIGINAL;ARREFECIMENTO;198,0;229,3
PC003990;PINO MESTRE  PARALELA A;SUSPENSAO;59,0;333,54
PC003991;QUINTA RODA COMPLETA STD PARALELA A;ARTICULACAO_5RODA;2,0;1672,05
PC003992;EIXO CARDAN LEVE ORIGINAL;TRANSMISSAO;2,0;3372,51
PC003993;PLATO DE EMBREAGEM STD ORIGINAL;TRANSMISSAO;112,0;3108,61
PC003994;FILTRO DE OLEO MOTOR  ORIGINAL;MOTOR;3,0;1889,43
PC003995;BATERIA 150AH LEVE ORIGINAL;ELETRICA;11,0;1023,06
PC003996;DISCO DE FREIO REFORCADO ORIGINAL;FREIOS;17,0;83,98
PC003997;CILINDRO MESTRE LEVE ORIGINAL;FREIOS;46,0;257,66
PC003998;CHICOTE ELETRICO PESADO PARALELA A;ELETRICA;10,0;1218,51
PC003999;PARAFUSO DE RODA PESADO PARALELA A;RODAS_PNEUS;11,0;658,28
PC004000;RADIADOR COMPLETO LEVE PARALELA A;ARREFECIMENTO;129,0;502,71
PC004001;FILTRO DE OLEO CAMBIO STD PARALELA B;FILTROS;20,0;62,05
PC004002;ESPELHO RETROVISOR REFORCADO REMANUFATURADO;CARROCERIA;29,0;834,94
PC004003;RODA DE ACO ARO 22 PESADO PARALELA B;RODAS_PNEUS;6,0;256,41
PC004004;VIDRO LATERAL LEVE ORIGINAL;CARROCERIA;4,0;627,26
PC004005;MANGOTE PNEUMATICO LEVE PARALELA A;ARTICULACAO_5RODA;28,0;1418,4
PC004006;PARA-BRISA REFORCADO REMANUFATURADO;CARROCERIA;16,0;1015,53
PC004007;AMORTECEDOR DIANTEIRO LEVE ORIGINAL;SUSPENSAO;7,0;149,51
PC004008;FILTRO DE COMBUSTIVEL  PARALELA A;FILTROS;178,0;49,02
PC004009;FILTRO DE AR MOTOR LEVE ORIGINAL;FILTROS;57,0;129,0
PC004010;VALVULA TERMOSTATICA PESADO ORIGINAL;ARREFECIMENTO;10,0;709,14
PC004011;CAMARA DE AR PESADO REMANUFATURADO;RODAS_PNEUS;11,0;1456,14
PC004012;FEIXE DE MOLA LEVE REMANUFATURADO;SUSPENSAO;12,0;743,9
PC004014;ROLAMENTO DE RODA STD PARALELA A;RODAS_PNEUS;48,0;1504,86
PC004015;SINCRONIZADOR REFORCADO ORIGINAL;TRANSMISSAO;12,0;4675,49
PC004016;BOLSA DE AR SUSPENSAO PESADO PARALELA A;SUSPENSAO;3,0;752,07
PC004018;FILTRO SEPARADOR AGUA PESADO PARALELA A;FILTROS;6,0;36,88
PC004019;LONA DE FREIO  ORIGINAL;FREIOS;11,0;254,93
PC004020;CRUZETA CARDAN LEVE PARALELA A;TRANSMISSAO;26,0;4332,57
PC004021;PARA-CHOQUE DIANTEIRO PESADO ORIGINAL;CARROCERIA;34,0;628,16
PC004022;VALVULA DE FREIO  ORIGINAL;FREIOS;10,0;160,94
PC004023;FAROL DIANTEIRO LED STD ORIGINAL;ELETRICA;15,0;1113,18
PC004024;BARRA ESTABILIZADORA REFORCADO REMANUFATURADO;SUSPENSAO;55,0;1002,58
PC004025;AMORTECEDOR TRASEIRO STD ORIGINAL;SUSPENSAO;2,0;350,53
PC004026;FILTRO DE CABINE REFORCADO REMANUFATURADO;FILTROS;68,0;31,16
PC004027;ENGATE DE REBOQUE LEVE ORIGINAL;ARTICULACAO_5RODA;26,0;2261,99
PC004028;DISCO DE EMBREAGEM REFORCADO ORIGINAL;TRANSMISSAO;5,0;6609,77
PC004029;SAPATA DE FREIO LEVE ORIGINAL;FREIOS;9,0;254,38
PC004030;BICO INJETOR LEVE PARALELA B;MOTOR;3,0;1677,67
PC004031;BUCHA DE MOLA  ORIGINAL;SUSPENSAO;15,0;258,61
PC004032;VENTOINHA PESADO ORIGINAL;ARREFECIMENTO;6,0;448,79
PC004033;CAMISA DE CILINDRO REFORCADO REMANUFATURADO;MOTOR;1,0;1926,98
PC004034;BOMBA INJETORA STD PARALELA A;MOTOR;10,0;1460,39
PC004035;TAMBOR DE FREIO PESADO ORIGINAL;FREIOS;3,0;250,65
PC004036;ROLAMENTO DE EMBREAGEM PESADO ORIGINAL;TRANSMISSAO;3,0;6671,55
PC004037;PINO REI LEVE ORIGINAL;ARTICULACAO_5RODA;88,0;914,15
PC004038;PARA-LAMA STD REMANUFATURADO;CARROCERIA;4,0;203,6
PC004039;VALVULA DE ADMISSAO PESADO PARALELA B;MOTOR;7,0;4267,86
PC004040;PNEU RADIAL 295/80 STD PARALELA A;RODAS_PNEUS;45,0;836,23
PC004041;MACANETA DE PORTA REFORCADO PARALELA B;CARROCERIA;18,0;460,65
PC004042;CUBO DE RODA REFORCADO ORIGINAL;RODAS_PNEUS;5,0;1579,29
PC004043;BOMBA D AGUA STD REMANUFATURADO;ARREFECIMENTO;1,0;309,9
PC004044;PASTILHA DE FREIO REFORCADO REMANUFATURADO;FREIOS;60,0;367,54
PC004045;CAIXA DE CAMBIO COMPLETA LEVE PARALELA B;TRANSMISSAO;2,0;2823,52
PC004046;ALTERNADOR REFORCADO PARALELA A;ELETRICA;43,0;291,36
PC004047;LANTERNA TRASEIRA  PARALELA A;ELETRICA;4,0;98,83
PC004048;MOTOR DE PARTIDA LEVE PARALELA A;ELETRICA;4,0;365,36
PC004049;JUNTA DE CABECOTE LEVE ORIGINAL;MOTOR;9,0;2909,16
PC004051;RESERVATORIO EXPANSAO PESADO PARALELA A;ARREFECIMENTO;317,0;726,83
PC004052;TURBO COMPRESSOR LEVE ORIGINAL;MOTOR;33,0;3411,61
PC004053;MANGUEIRA RADIADOR PESADO PARALELA B;ARREFECIMENTO;28,0;626,09
PC004054;PINO MESTRE REFORCADO ORIGINAL;SUSPENSAO;2,0;846,34
PC004055;QUINTA RODA COMPLETA LEVE PARALELA A;ARTICULACAO_5RODA;1,0;979,0
PC004056;EIXO CARDAN  REMANUFATURADO;TRANSMISSAO;4,0;1016,81
PC004057;PLATO DE EMBREAGEM STD ORIGINAL;TRANSMISSAO;12,0;5085,61
PC004058;FILTRO DE OLEO MOTOR LEVE PARALELA A;MOTOR;5,0;1606,31
PC004059;BATERIA 150AH  PARALELA A;ELETRICA;7,0;1538,29
PC004060;DISCO DE FREIO PESADO PARALELA A;FREIOS;11,0;148,5
PC004061;CILINDRO MESTRE  PARALELA A;FREIOS;12,0;221,16
PC004062;CHICOTE ELETRICO  REMANUFATURADO;ELETRICA;6,0;354,41
PC004063;PARAFUSO DE RODA LEVE REMANUFATURADO;RODAS_PNEUS;499,0;1651,69
PC004064;RADIADOR COMPLETO STD ORIGINAL;ARREFECIMENTO;149,0;176,28
PC004065;FILTRO DE OLEO CAMBIO  REMANUFATURADO;FILTROS;22,0;28,79
PC004066;ESPELHO RETROVISOR  REMANUFATURADO;CARROCERIA;13,0;785,25
PC004067;RODA DE ACO ARO 22 PESADO ORIGINAL;RODAS_PNEUS;68,0;1379,31
PC004068;VIDRO LATERAL REFORCADO ORIGINAL;CARROCERIA;1,0;183,14
PC004069;MANGOTE PNEUMATICO STD ORIGINAL;ARTICULACAO_5RODA;3,0;2961,63
PC004070;PARA-BRISA LEVE ORIGINAL;CARROCERIA;11,0;164,08
PC004071;AMORTECEDOR DIANTEIRO REFORCADO PARALELA A;SUSPENSAO;4,0;386,37
PC004073;FILTRO DE AR MOTOR REFORCADO ORIGINAL;FILTROS;5,0;91,19
PC004074;VALVULA TERMOSTATICA REFORCADO ORIGINAL;ARREFECIMENTO;2,0;697,26
PC004076;FEIXE DE MOLA PESADO REMANUFATURADO;SUSPENSAO;34,0;600,78
PC004077;CORREIA DENTADA LEVE PARALELA B;MOTOR;5,0;5390,02
PC004078;ROLAMENTO DE RODA LEVE ORIGINAL;RODAS_PNEUS;4,0;471,14
PC004079;SINCRONIZADOR  PARALELA B;TRANSMISSAO;4,0;866,2
PC004080;BOLSA DE AR SUSPENSAO PESADO ORIGINAL;SUSPENSAO;67,0;482,79
PC004081;MANGUEIRA DE FREIO AR PESADO REMANUFATURADO;FREIOS;3,0;282,21
PC004082;FILTRO SEPARADOR AGUA STD REMANUFATURADO;FILTROS;3,0;32,06
PC004083;LONA DE FREIO LEVE REMANUFATURADO;FREIOS;15,0;172,54
PC004084;CRUZETA CARDAN STD REMANUFATURADO;TRANSMISSAO;20,0;1471,58
PC004085;PARA-CHOQUE DIANTEIRO LEVE PARALELA A;CARROCERIA;10,0;54,1
PC004086;VALVULA DE FREIO  ORIGINAL;FREIOS;72,0;292,79
PC004087;FAROL DIANTEIRO LED STD ORIGINAL;ELETRICA;3,0;348,45
PC004088;BARRA ESTABILIZADORA  PARALELA A;SUSPENSAO;18,0;950,52
PC004089;AMORTECEDOR TRASEIRO STD ORIGINAL;SUSPENSAO;20,0;1156,05
PC004090;FILTRO DE CABINE PESADO PARALELA A;FILTROS;39,0;34,26
PC004091;ENGATE DE REBOQUE STD PARALELA A;ARTICULACAO_5RODA;10,0;926,78
PC004092;DISCO DE EMBREAGEM STD ORIGINAL;TRANSMISSAO;4,0;4776,44
PC004093;SAPATA DE FREIO PESADO PARALELA A;FREIOS;87,0;266,57
PC004094;BICO INJETOR LEVE PARALELA A;MOTOR;2,0;5781,13
PC004095;BUCHA DE MOLA LEVE ORIGINAL;SUSPENSAO;91,0;413,4
PC004096;VENTOINHA REFORCADO PARALELA B;ARREFECIMENTO;4,0;539,79
PC004097;CAMISA DE CILINDRO STD ORIGINAL;MOTOR;3,0;1433,46
PC004098;BOMBA INJETORA LEVE PARALELA A;MOTOR;3,0;1439,41
PC004099;TAMBOR DE FREIO  REMANUFATURADO;FREIOS;6,0;176,89
PC004100;ROLAMENTO DE EMBREAGEM PESADO REMANUFATURADO;TRANSMISSAO;10,0;7079,78
PC004101;PINO REI  ORIGINAL;ARTICULACAO_5RODA;56,0;743,61
PC004102;PARA-LAMA PESADO ORIGINAL;CARROCERIA;44,0;224,75
PC004103;VALVULA DE ADMISSAO  ORIGINAL;MOTOR;4,0;3109,07
PC004104;PNEU RADIAL 295/80 REFORCADO ORIGINAL;RODAS_PNEUS;2,0;490,49
PC004105;MACANETA DE PORTA PESADO PARALELA A;CARROCERIA;7,0;597,79
PC004106;CUBO DE RODA LEVE ORIGINAL;RODAS_PNEUS;3,0;248,58
PC004107;BOMBA D AGUA PESADO REMANUFATURADO;ARREFECIMENTO;33,0;438,83
PC004108;PASTILHA DE FREIO  ORIGINAL;FREIOS;12,0;382,09
PC004109;CAIXA DE CAMBIO COMPLETA REFORCADO PARALELA A;TRANSMISSAO;194,0;7443,26
PC004110;ALTERNADOR LEVE PARALELA B;ELETRICA;6,0;1221,76
PC004111;LANTERNA TRASEIRA PESADO ORIGINAL;ELETRICA;27,0;1514,76
PC004112;MOTOR DE PARTIDA  PARALELA A;ELETRICA;65,0;974,37
PC004113;JUNTA DE CABECOTE LEVE PARALELA A;MOTOR;38,0;2195,33
PC004114;SENSOR ABS PESADO PARALELA B;ELETRICA;6,0;249,26
PC004115;RESERVATORIO EXPANSAO  PARALELA A;ARREFECIMENTO;11,0;879,41
PC004116;TURBO COMPRESSOR  PARALELA A;MOTOR;2,0;3818,21
PC004117;MANGUEIRA RADIADOR REFORCADO PARALELA B;ARREFECIMENTO;5,0;706,48
PC004118;PINO MESTRE PESADO ORIGINAL;SUSPENSAO;15,0;545,09
PC004120;EIXO CARDAN REFORCADO ORIGINAL;TRANSMISSAO;23,0;2396,01
PC004121;PLATO DE EMBREAGEM  PARALELA B;TRANSMISSAO;1,0;2677,23
PC004122;FILTRO DE OLEO MOTOR STD PARALELA A;MOTOR;1,0;3899,13
PC004123;BATERIA 150AH STD REMANUFATURADO;ELETRICA;6,0;1131,2
PC004124;DISCO DE FREIO STD PARALELA B;FREIOS;3,0;54,39
PC004126;CHICOTE ELETRICO STD PARALELA B;ELETRICA;88,0;862,31
PC004127;PARAFUSO DE RODA  ORIGINAL;RODAS_PNEUS;3,0;371,37
PC004128;RADIADOR COMPLETO REFORCADO PARALELA B;ARREFECIMENTO;2,0;802,98
PC004129;FILTRO DE OLEO CAMBIO STD REMANUFATURADO;FILTROS;36,0;40,24
PC004130;ESPELHO RETROVISOR LEVE PARALELA A;CARROCERIA;10,0;1006,07
PC004131;RODA DE ACO ARO 22 REFORCADO REMANUFATURADO;RODAS_PNEUS;9,0;1280,25
PC004132;VIDRO LATERAL LEVE PARALELA A;CARROCERIA;67,0;171,03
PC004133;MANGOTE PNEUMATICO REFORCADO ORIGINAL;ARTICULACAO_5RODA;2,0;329,79
PC004134;PARA-BRISA LEVE PARALELA A;CARROCERIA;95,0;130,2
PC004135;AMORTECEDOR DIANTEIRO STD PARALELA B;SUSPENSAO;1,0;1011,17
PC004136;FILTRO DE COMBUSTIVEL LEVE PARALELA B;FILTROS;1,0;59,33
PC004137;FILTRO DE AR MOTOR  PARALELA A;FILTROS;26,0;76,59
PC004138;VALVULA TERMOSTATICA PESADO PARALELA A;ARREFECIMENTO;2,0;407,57
PC004139;CAMARA DE AR STD PARALELA A;RODAS_PNEUS;7,0;962,58
PC004140;FEIXE DE MOLA LEVE ORIGINAL;SUSPENSAO;83,0;772,79
PC004141;CORREIA DENTADA STD PARALELA A;MOTOR;3,0;1919,34
PC004143;SINCRONIZADOR REFORCADO PARALELA A;TRANSMISSAO;53,0;5576,27
PC004144;BOLSA DE AR SUSPENSAO PESADO ORIGINAL;SUSPENSAO;6,0;694,32
PC004145;MANGUEIRA DE FREIO AR STD PARALELA A;FREIOS;429,0;291,41
PC004146;FILTRO SEPARADOR AGUA REFORCADO REMANUFATURADO;FILTROS;3,0;71,75
PC004147;LONA DE FREIO REFORCADO ORIGINAL;FREIOS;0,0;174,59
PC004148;CRUZETA CARDAN STD REMANUFATURADO;TRANSMISSAO;4,0;3372,86
PC004149;PARA-CHOQUE DIANTEIRO  ORIGINAL;CARROCERIA;65,0;778,87
PC004150;VALVULA DE FREIO REFORCADO ORIGINAL;FREIOS;80,0;285,09
PC004151;FAROL DIANTEIRO LED REFORCADO ORIGINAL;ELETRICA;1,0;1427,13
PC004152;BARRA ESTABILIZADORA STD PARALELA B;SUSPENSAO;16,0;384,42
PC004153;AMORTECEDOR TRASEIRO STD PARALELA A;SUSPENSAO;1,0;207,56
PC004154;FILTRO DE CABINE PESADO ORIGINAL;FILTROS;1,0;55,95
PC004155;ENGATE DE REBOQUE STD ORIGINAL;ARTICULACAO_5RODA;51,0;2703,92
PC004156;DISCO DE EMBREAGEM STD REMANUFATURADO;TRANSMISSAO;3,0;5664,96
PC004157;SAPATA DE FREIO LEVE REMANUFATURADO;FREIOS;17,0;334,28
PC004158;BICO INJETOR PESADO REMANUFATURADO;MOTOR;5,0;1005,34
PC004159;BUCHA DE MOLA PESADO REMANUFATURADO;SUSPENSAO;103,0;253,6
PC004160;VENTOINHA REFORCADO REMANUFATURADO;ARREFECIMENTO;0,0;172,24
PC004162;BOMBA INJETORA PESADO ORIGINAL;MOTOR;44,0;4263,2
PC004163;TAMBOR DE FREIO LEVE PARALELA A;FREIOS;11,0;111,37
PC004164;ROLAMENTO DE EMBREAGEM PESADO ORIGINAL;TRANSMISSAO;8,0;5072,25
PC004165;PINO REI PESADO PARALELA B;ARTICULACAO_5RODA;4,0;1061,54
PC004166;PARA-LAMA  PARALELA B;CARROCERIA;28,0;411,59
PC004167;VALVULA DE ADMISSAO LEVE PARALELA A;MOTOR;15,0;4676,98
PC004168;PNEU RADIAL 295/80 PESADO ORIGINAL;RODAS_PNEUS;38,0;1311,23
PC004169;MACANETA DE PORTA PESADO ORIGINAL;CARROCERIA;4,0;146,76
PC004170;CUBO DE RODA PESADO ORIGINAL;RODAS_PNEUS;7,0;83,65
PC004171;BOMBA D AGUA LEVE PARALELA B;ARREFECIMENTO;217,0;737,69
PC004172;PASTILHA DE FREIO  PARALELA A;FREIOS;14,0;111,85
PC004173;CAIXA DE CAMBIO COMPLETA PESADO PARALELA A;TRANSMISSAO;33,0;4433,95
PC004174;ALTERNADOR PESADO PARALELA A;ELETRICA;4,0;635,67
PC004175;LANTERNA TRASEIRA  PARALELA B;ELETRICA;13,0;396,14
PC004176;MOTOR DE PARTIDA  PARALELA A;ELETRICA;33,0;1015,28
PC004178;SENSOR ABS REFORCADO REMANUFATURADO;ELETRICA;45,0;423,18
PC004179;RESERVATORIO EXPANSAO STD PARALELA B;ARREFECIMENTO;104,0;425,56
PC004180;TURBO COMPRESSOR LEVE REMANUFATURADO;MOTOR;5,0;4621,33
PC004181;MANGUEIRA RADIADOR REFORCADO ORIGINAL;ARREFECIMENTO;4,0;127,76
PC004182;PINO MESTRE  PARALELA A;SUSPENSAO;2,0;1145,88
PC004184;EIXO CARDAN REFORCADO ORIGINAL;TRANSMISSAO;9,0;5329,28
PC004185;PLATO DE EMBREAGEM REFORCADO PARALELA B;TRANSMISSAO;20,0;2041,51
PC004186;FILTRO DE OLEO MOTOR PESADO ORIGINAL;MOTOR;6,0;708,75
PC004187;BATERIA 150AH  ORIGINAL;ELETRICA;13,0;1263,34
PC004188;DISCO DE FREIO  PARALELA A;FREIOS;5,0;84,14
PC004189;CILINDRO MESTRE PESADO REMANUFATURADO;FREIOS;6,0;173,4
PC004190;CHICOTE ELETRICO STD PARALELA A;ELETRICA;283,0;475,2
PC004191;PARAFUSO DE RODA STD PARALELA B;RODAS_PNEUS;9,0;1680,59
PC004192;RADIADOR COMPLETO  PARALELA A;ARREFECIMENTO;12,0;679,03
PC004193;FILTRO DE OLEO CAMBIO LEVE PARALELA B;FILTROS;2,0;112,02
PC004194;ESPELHO RETROVISOR STD ORIGINAL;CARROCERIA;7,0;379,8
PC004195;RODA DE ACO ARO 22  REMANUFATURADO;RODAS_PNEUS;21,0;149,52
PC004196;VIDRO LATERAL LEVE PARALELA A;CARROCERIA;9,0;994,77
PC004197;MANGOTE PNEUMATICO LEVE PARALELA A;ARTICULACAO_5RODA;86,0;1766,37
PC004198;PARA-BRISA REFORCADO ORIGINAL;CARROCERIA;47,0;1082,0
PC004199;AMORTECEDOR DIANTEIRO STD PARALELA B;SUSPENSAO;20,0;253,02
PC004200;FILTRO DE COMBUSTIVEL LEVE REMANUFATURADO;FILTROS;6,0;95,86
PC004202;VALVULA TERMOSTATICA STD PARALELA A;ARREFECIMENTO;69,0;246,04
PC004203;CAMARA DE AR PESADO PARALELA A;RODAS_PNEUS;22,0;1658,86
PC004204;FEIXE DE MOLA REFORCADO ORIGINAL;SUSPENSAO;23,0;518,1
PC004205;CORREIA DENTADA REFORCADO PARALELA A;MOTOR;1,0;4613,98
PC004208;BOLSA DE AR SUSPENSAO REFORCADO PARALELA B;SUSPENSAO;1,0;534,7
PC004209;MANGUEIRA DE FREIO AR PESADO ORIGINAL;FREIOS;11,0;365,89
PC004210;FILTRO SEPARADOR AGUA REFORCADO PARALELA A;FILTROS;3,0;132,43
PC004211;LONA DE FREIO REFORCADO ORIGINAL;FREIOS;52,0;303,37
PC004212;CRUZETA CARDAN PESADO PARALELA A;TRANSMISSAO;399,0;5885,74
PC004213;PARA-CHOQUE DIANTEIRO STD PARALELA B;CARROCERIA;14,0;78,53
PC004214;VALVULA DE FREIO PESADO PARALELA A;FREIOS;2,0;68,55
PC004215;FAROL DIANTEIRO LED REFORCADO ORIGINAL;ELETRICA;122,0;393,2
PC004216;BARRA ESTABILIZADORA PESADO ORIGINAL;SUSPENSAO;173,0;732,66
PC004217;AMORTECEDOR TRASEIRO LEVE PARALELA A;SUSPENSAO;3,0;422,84
PC004218;FILTRO DE CABINE PESADO REMANUFATURADO;FILTROS;11,0;108,75
