Emissao;Produto;Descricao;Quantidade;Vlr.Unitario;Vlr.Total;Cliente
02/12/2020;PROD150;PROD150;4;203,39;813,56;230
02/12/2020;PROD295;PROD295;4;507,12;2028,47;230
02/12/2020;PROD537;PROD537;4;383,9;1535,59;343
02/12/2020;PROD1402;PROD1402;4;593,22;2372,88;272
02/12/2020;PROD198;PROD198;4;490,0;1960,0;424
02/12/2020;PROD251;PROD251;4;287,29;1149,15;25
02/12/2020;PROD544;PROD544;2;288,14;576,27;73
02/12/2020;PROD506;PROD506;4;313,56;1254,24;168
02/12/2020;PROD1479;PROD1479;2;336,44;672,88;168
02/12/2020;PROD531;PROD531;4;255,93;1023,73;168
02/12/2020;PROD532;PROD532;4;305,08;1220,34;168
02/12/2020;PROD527;PROD527;4;245,76;983,05;168
02/12/2020;PROD270;PROD270;8;279,66;2237,29;44
02/12/2020;PROD192;PROD192;4;368,64;1474,58;118
02/12/2020;PROD500;PROD500;4;250,0;1000,0;168
02/12/2020;PROD493;PROD493;4;226,27;905,08;168
02/12/2020;PROD495;PROD495;4;218,64;874,58;168
02/12/2020;PROD198;PROD198;4;489,83;1959,32;424
02/12/2020;PROD539;PROD539;4;233,9;935,59;317
03/12/2020;PROD499;PROD499;4;284,75;1138,98;424
03/12/2020;PROD504;PROD504;4;279,66;1118,64;181
03/12/2020;PROD1756;PROD1756;4;442,37;1769,49;112
03/12/2020;PROD582;PROD582;2;491,53;983,05;197
03/12/2020;PROD72;PROD72;4;256,13;1024,51;345
03/12/2020;PROD90;PROD90;1;694,92;694,92;343
03/12/2020;PROD602;PROD602;4;560,96;2243,83;424
03/12/2020;PROD1481;PROD1481;2;513,56;1027,12;134
03/12/2020;PROD140;PROD140;1;299,66;299,66;230
03/12/2020;PROD246;PROD246;4;227,12;908,47;230
03/12/2020;PROD218;PROD218;4;241,53;966,1;250
03/12/2020;PROD1158;PROD1158;2;319,49;638,98;260
03/12/2020;PROD1480;PROD1480;6;432,2;2593,22;497
04/12/2020;PROD978;PROD978;4;688,93;2755,72;230
04/12/2020;PROD538;PROD538;6;292,37;1754,24;317
04/12/2020;PROD508;PROD508;4;289,83;1159,32;424
04/12/2020;PROD1488;PROD1488;2;514,41;1028,81;404
04/12/2020;PROD218;PROD218;4;241,53;966,1;254
04/12/2020;PROD540;PROD540;8;207,63;1661,02;143
04/12/2020;PROD540;PROD540;4;207,63;830,51;129
04/12/2020;PROD486;PROD486;4;381,36;1525,42;485
04/12/2020;PROD90;PROD90;2;711,86;1423,73;420
04/12/2020;PROD1482;PROD1482;4;632,2;2528,81;181
04/12/2020;PROD462;PROD462;2;261,02;522,03;230
04/12/2020;PROD680;PROD680;1;542,37;542,37;230
04/12/2020;PROD1675;PROD1675;2;394,24;788,47;230
04/12/2020;PROD508;PROD508;12;292,37;3508,47;413
04/12/2020;PROD80;PROD80;4;403,39;1613,56;230
07/12/2020;PROD1756;PROD1756;2;442,8;885,59;254
07/12/2020;PROD1482;PROD1482;4;645,76;2583,05;176
07/12/2020;PROD610;PROD610;4;607,63;2430,51;52
07/12/2020;PROD501;PROD501;4;270,34;1081,36;176
07/12/2020;PROD1487;PROD1487;4;500,0;2000,0;298
07/12/2020;PROD493;PROD493;8;237,29;1898,31;336
07/12/2020;PROD528;PROD528;4;233,9;935,59;230
07/12/2020;PROD744;PROD744;1;267,16;267,16;25
07/12/2020;PROD495;PROD495;4;193,22;772,88;230
07/12/2020;PROD80;PROD80;3;209,15;627,46;230
07/12/2020;PROD1489;PROD1489;1;433,9;433,9;230
07/12/2020;PROD1489;PROD1489;1;433,9;433,9;230
07/12/2020;PROD495;PROD495;2;223,73;447,46;230
07/12/2020;PROD164;PROD164;1;191,19;191,19;230
07/12/2020;PROD1451;PROD1451;1;540,34;540,34;230
07/12/2020;PROD218;PROD218;6;233,05;1398,31;129
07/12/2020;PROD189;PROD189;4;261,65;1046,61;375
07/12/2020;PROD297;PROD297;7;281,78;1972,46;272
07/12/2020;PROD192;PROD192;16;300,85;4813,56;272
07/12/2020;PROD530;PROD530;4;288,98;1155,93;17
07/12/2020;PROD218;PROD218;12;220,34;2644,07;506
07/12/2020;PROD221;PROD221;12;254,24;3050,85;506
07/12/2020;PROD495;PROD495;4;230,51;922,03;329
07/12/2020;PROD192;PROD192;16;317,8;5084,75;290
07/12/2020;PROD251;PROD251;8;261,65;2093,22;375
07/12/2020;PROD192;PROD192;4;311,02;1244,07;106
07/12/2020;PROD221;PROD221;4;261,65;1046,61;375
07/12/2020;PROD1484;PROD1484;2;466,1;932,2;343
07/12/2020;PROD508;PROD508;8;292,37;2338,98;413
07/12/2020;PROD509;PROD509;2;355,93;711,86;413
07/12/2020;PROD1756;PROD1756;2;466,1;932,2;45
08/12/2020;PROD499;PROD499;2;277,97;555,93;413
08/12/2020;PROD1906;PROD1906;4;974,58;3898,31;350
08/12/2020;PROD1482;PROD1482;4;644,07;2576,27;413
08/12/2020;PROD540;PROD540;48;190,68;9152,54;343
08/12/2020;PROD1502;PROD1502;6;172,88;1037,29;230
08/12/2020;PROD527;PROD527;4;265,25;1061,02;424
08/12/2020;PROD527;PROD527;8;245,76;1966,1;506
08/12/2020;PROD192;PROD192;1;332,2;332,2;54
08/12/2020;PROD251;PROD251;4;269,49;1077,97;321
08/12/2020;PROD495;PROD495;4;228,81;915,25;329
08/12/2020;PROD1488;PROD1488;4;508,47;2033,9;290
08/12/2020;PROD505;PROD505;4;254,24;1016,95;411
08/12/2020;PROD540;PROD540;4;207,63;830,51;411
08/12/2020;PROD544;PROD544;4;222,02;888,07;230
08/12/2020;PROD246;PROD246;4;227,12;908,47;230
08/12/2020;PROD755;PROD755;2;440,68;881,36;230
08/12/2020;PROD192;PROD192;2;301,69;603,39;321
08/12/2020;PROD246;PROD246;4;256,78;1027,12;321
08/12/2020;PROD1167;PROD1167;4;338,98;1355,93;230
08/12/2020;PROD297;PROD297;2;281,36;562,71;80
08/12/2020;PROD90;PROD90;2;700,42;1400,85;52
08/12/2020;PROD251;PROD251;6;261,02;1566,1;80
08/12/2020;PROD299;PROD299;6;296,61;1779,66;213
08/12/2020;PROD192;PROD192;8;300,85;2406,78;80
08/12/2020;PROD189;PROD189;4;261,02;1044,07;80
08/12/2020;PROD563;PROD563;1;300,27;300,27;424
08/12/2020;PROD1498;PROD1498;4;254,24;1016,95;420
08/12/2020;PROD527;PROD527;4;258,47;1033,9;481
08/12/2020;PROD218;PROD218;4;220,34;881,36;80
08/12/2020;PROD247;PROD247;2;241,53;483,05;80
09/12/2020;PROD1483;PROD1483;4;377,12;1508,47;482
09/12/2020;PROD531;PROD531;4;255,93;1023,73;181
09/12/2020;PROD299;PROD299;4;261,02;1044,07;254
09/12/2020;PROD247;PROD247;8;241,53;1932,2;101
09/12/2020;PROD509;PROD509;4;321,36;1285,42;230
09/12/2020;PROD86;PROD86;2;237,29;474,58;230
09/12/2020;PROD747;PROD747;2;311,86;623,73;230
09/12/2020;PROD1051;PROD1051;4;581,69;2326,78;230
09/12/2020;PROD189;PROD189;4;261,02;1044,07;254
09/12/2020;PROD221;PROD221;8;261,02;2088,14;254
09/12/2020;PROD1482;PROD1482;2;645,76;1291,53;12
09/12/2020;PROD1097;PROD1097;1;927,97;927,97;123
09/12/2020;PROD80;PROD80;1;279,03;279,03;230
09/12/2020;PROD189;PROD189;4;237,29;949,15;230
09/12/2020;PROD151;PROD151;1;295,59;295,59;230
09/12/2020;PROD596;PROD596;4;661,02;2644,07;424
09/12/2020;PROD109;PROD109;4;538,98;2155,93;189
09/12/2020;PROD509;PROD509;4;355,93;1423,73;413
09/12/2020;PROD508;PROD508;4;298,98;1195,93;426
09/12/2020;PROD747;PROD747;4;389,83;1559,32;458
09/12/2020;PROD1128;PROD1128;4;273,73;1094,92;487
09/12/2020;PROD515;PROD515;4;362,71;1450,85;230
09/12/2020;PROD1756;PROD1756;4;383,05;1532,2;230
09/12/2020;PROD505;PROD505;2;266,95;533,9;482
10/12/2020;PROD1919;PROD1919;4;254,24;1016,95;250
10/12/2020;PROD567;PROD567;4;418,64;1674,58;336
10/12/2020;PROD192;PROD192;2;322,03;644,07;123
10/12/2020;PROD545;PROD545;12;250,0;3000,0;197
10/12/2020;PROD544;PROD544;8;241,53;1932,2;197
10/12/2020;PROD299;PROD299;8;275,42;2203,39;197
10/12/2020;PROD503;PROD503;4;394,49;1577,97;424
10/12/2020;PROD1118;PROD1118;4;355,93;1423,73;343
10/12/2020;PROD1479;PROD1479;2;354,24;708,47;263
10/12/2020;PROD527;PROD527;4;258,47;1033,9;176
10/12/2020;PROD1481;PROD1481;4;495,76;1983,05;475
10/12/2020;PROD531;PROD531;8;269,49;2155,93;176
10/12/2020;PROD403;PROD403;1;512,71;512,71;106
10/12/2020;PROD495;PROD495;3;230,51;691,53;329
10/12/2020;PROD193;PROD193;4;305,08;1220,34;298
10/12/2020;PROD508;PROD508;4;286,44;1145,76;197
10/12/2020;PROD537;PROD537;2;384,75;769,49;474
10/12/2020;PROD36;PROD36;4;423,56;1694,24;426
10/12/2020;PROD1819;PROD1819;4;1142,37;4569,49;413
10/12/2020;PROD1027;PROD1027;1;507,12;507,12;230
10/12/2020;PROD562;PROD562;2;244,07;488,14;230
10/12/2020;PROD1128;PROD1128;4;250,85;1003,39;230
10/12/2020;PROD189;PROD189;4;273,22;1092,88;230
10/12/2020;PROD1606;PROD1606;1;898,98;898,98;230
10/12/2020;PROD98;PROD98;2;648,31;1296,61;402
10/12/2020;PROD873;PROD873;4;347,12;1388,47;230
10/12/2020;PROD555;PROD555;2;404,07;808,14;230
10/12/2020;PROD1481;PROD1481;4;488,69;1954,75;475
10/12/2020;PROD218;PROD218;12;233,05;2796,61;197
10/12/2020;PROD1641;PROD1641;4;328,81;1315,25;230
11/12/2020;PROD221;PROD221;4;275,42;1101,69;126
11/12/2020;PROD1919;PROD1919;10;245,76;2457,63;301
11/12/2020;PROD530;PROD530;4;286,78;1147,12;230
11/12/2020;PROD80;PROD80;2;293,56;587,12;230
11/12/2020;PROD198;PROD198;4;400,0;1600,0;230
11/12/2020;PROD86;PROD86;2;282,03;564,07;230
11/12/2020;PROD539;PROD539;2;233,9;467,8;254
11/12/2020;PROD221;PROD221;2;269,49;538,98;13
11/12/2020;PROD297;PROD297;4;288,14;1152,54;13
11/12/2020;PROD744;PROD744;4;261,02;1044,07;254
11/12/2020;PROD744;PROD744;4;261,65;1046,61;254
11/12/2020;PROD1417;PROD1417;4;905,0;3620,0;126
11/12/2020;PROD219;PROD219;8;254,24;2033,9;44
11/12/2020;PROD1838;PROD1838;5;245,76;1228,81;301
11/12/2020;PROD495;PROD495;4;218,64;874,58;506
11/12/2020;PROD1488;PROD1488;4;487,29;1949,15;506
11/12/2020;PROD221;PROD221;16;269,49;4311,86;226
11/12/2020;PROD1459;PROD1459;2;469,24;938,47;424
11/12/2020;PROD505;PROD505;2;263,27;526,54;424
11/12/2020;PROD246;PROD246;12;245,76;2949,15;57
11/12/2020;PROD727;PROD727;1;474,58;474,58;230
11/12/2020;PROD251;PROD251;10;256,78;2567,8;57
11/12/2020;PROD299;PROD299;8;256,78;2054,24;57
11/12/2020;PROD221;PROD221;12;256,78;3081,36;57
11/12/2020;PROD297;PROD297;4;296,61;1186,44;126
11/12/2020;PROD189;PROD189;4;275,42;1101,69;126
11/12/2020;PROD1838;PROD1838;4;258,47;1033,9;126
11/12/2020;PROD218;PROD218;4;233,05;932,2;126
11/12/2020;PROD1919;PROD1919;4;237,97;951,86;230
14/12/2020;PROD744;PROD744;3;261,02;783,05;343
14/12/2020;PROD528;PROD528;4;233,05;932,2;487
14/12/2020;PROD1480;PROD1480;6;411,02;2466,1;474
14/12/2020;PROD462;PROD462;4;261,02;1044,07;230
14/12/2020;PROD152;PROD152;1;431,19;431,19;230
14/12/2020;PROD687;PROD687;4;682,71;2730,85;230
14/12/2020;PROD1483;PROD1483;2;368,64;737,29;54
14/12/2020;PROD560;PROD560;1;271,14;271,14;424
14/12/2020;PROD981;PROD981;1;658,31;658,31;230
14/12/2020;PROD474;PROD474;2;315,25;630,51;181
14/12/2020;PROD140;PROD140;2;370,34;740,68;241
14/12/2020;PROD495;PROD495;12;228,81;2745,76;336
14/12/2020;PROD86;PROD86;4;261,02;1044,07;272
14/12/2020;PROD1480;PROD1480;8;411,02;3288,14;272
14/12/2020;PROD1484;PROD1484;4;466,1;1864,41;343
14/12/2020;PROD1414;PROD1414;4;608,81;2435,25;230
14/12/2020;PROD595;PROD595;4;603,39;2413,56;448
14/12/2020;PROD1756;PROD1756;4;383,05;1532,2;230
14/12/2020;PROD1417;PROD1417;4;847,46;3389,83;227
14/12/2020;PROD1410;PROD1410;4;871,19;3484,75;290
14/12/2020;PROD576;PROD576;2;358,47;716,95;290
14/12/2020;PROD495;PROD495;4;216,95;867,8;168
14/12/2020;PROD219;PROD219;4;238,14;952,54;230
14/12/2020;PROD189;PROD189;4;237,29;949,15;230
14/12/2020;PROD978;PROD978;1;0,0;0,0;230
14/12/2020;PROD527;PROD527;1;257,63;257,63;230
14/12/2020;PROD1641;PROD1641;2;328,81;657,63;230
14/12/2020;PROD1283;PROD1283;4;377,63;1510,51;230
14/12/2020;PROD1693;PROD1693;2;338,98;677,97;230
14/12/2020;PROD853;PROD853;1;1165,25;1165,25;420
15/12/2020;PROD527;PROD527;1;257,63;257,63;230
15/12/2020;PROD531;PROD531;8;255,93;2047,46;16
15/12/2020;PROD474;PROD474;2;332,2;664,41;502
15/12/2020;PROD253;PROD253;2;515,25;1030,51;455
15/12/2020;PROD573;PROD573;4;406,78;1627,12;218
15/12/2020;PROD564;PROD564;4;262,71;1050,85;86
15/12/2020;PROD192;PROD192;4;317,8;1271,19;86
15/12/2020;PROD586;PROD586;4;506,44;2025,76;424
15/12/2020;PROD747;PROD747;4;389,83;1559,32;502
15/12/2020;PROD1756;PROD1756;12;456,78;5481,36;236
15/12/2020;PROD486;PROD486;4;372,88;1491,53;236
15/12/2020;PROD1894;PROD1894;4;372,88;1491,53;236
15/12/2020;PROD740;PROD740;1;542,37;542,37;218
15/12/2020;PROD527;PROD527;10;245,76;2457,63;301
15/12/2020;PROD297;PROD297;4;290,68;1162,71;44
15/12/2020;PROD192;PROD192;5;317,8;1588,98;329
15/12/2020;PROD1341;PROD1341;2;296,61;593,22;4
15/12/2020;PROD80;PROD80;4;303,22;1212,88;345
15/12/2020;PROD1756;PROD1756;4;383,05;1532,2;230
15/12/2020;PROD80;PROD80;2;293,56;587,12;230
15/12/2020;PROD1878;PROD1878;1;797,29;797,29;230
15/12/2020;PROD1167;PROD1167;4;338,98;1355,93;230
15/12/2020;PROD978;PROD978;4;308,47;1233,9;230
15/12/2020;PROD246;PROD246;4;262,71;1050,85;44
15/12/2020;PROD86;PROD86;1;282,71;282,71;230
15/12/2020;PROD528;PROD528;2;245,76;491,53;413
15/12/2020;PROD1470;PROD1470;1;864,41;864,41;474
15/12/2020;PROD192;PROD192;4;322,03;1288,14;474
16/12/2020;PROD530;PROD530;8;288,14;2305,08;413
16/12/2020;PROD1621;PROD1621;4;284,75;1138,98;230
16/12/2020;PROD1919;PROD1919;1;237,97;237,97;230
16/12/2020;PROD86;PROD86;4;237,29;949,15;230
16/12/2020;PROD1128;PROD1128;1;250,85;250,85;230
16/12/2020;PROD500;PROD500;2;271,31;542,61;424
16/12/2020;PROD299;PROD299;4;237,29;949,15;230
16/12/2020;PROD1890;PROD1890;4;211,53;846,1;230
16/12/2020;PROD918;PROD918;1;677,97;677,97;230
16/12/2020;PROD1918;PROD1918;2;991,53;1983,05;290
16/12/2020;PROD587;PROD587;2;572,03;1144,07;317
16/12/2020;PROD530;PROD530;4;300,85;1203,39;336
16/12/2020;PROD534;PROD534;4;470,34;1881,36;336
16/12/2020;PROD576;PROD576;4;338,98;1355,93;375
16/12/2020;PROD555;PROD555;4;423,73;1694,92;134
16/12/2020;PROD1465;PROD1465;2;470,34;940,68;497
16/12/2020;PROD680;PROD680;1;634,58;634,58;230
16/12/2020;PROD1498;PROD1498;4;265,25;1061,02;216
17/12/2020;PROD530;PROD530;4;286,78;1147,12;230
17/12/2020;PROD1027;PROD1027;1;507,12;507,12;230
17/12/2020;PROD80;PROD80;4;278,61;1114,44;230
17/12/2020;PROD1756;PROD1756;1;383,05;383,05;230
17/12/2020;PROD1606;PROD1606;1;1033,9;1033,9;207
17/12/2020;PROD537;PROD537;2;381,36;762,71;13
17/12/2020;PROD150;PROD150;2;220,34;440,68;52
17/12/2020;PROD275;PROD275;4;1084,75;4338,98;44
17/12/2020;PROD192;PROD192;24;300,85;7220,34;272
17/12/2020;PROD1461;PROD1461;2;621,19;1242,37;424
17/12/2020;PROD299;PROD299;4;269,49;1077,97;424
17/12/2020;PROD192;PROD192;4;311,02;1244,07;424
17/12/2020;PROD586;PROD586;1;345,76;345,76;424
17/12/2020;PROD1482;PROD1482;4;645,76;2583,05;218
17/12/2020;PROD747;PROD747;2;376,27;752,54;230
17/12/2020;PROD1780;PROD1780;1;1154,24;1154,24;450
17/12/2020;PROD192;PROD192;1;301,69;301,69;181
17/12/2020;PROD545;PROD545;4;238,14;952,54;181
17/12/2020;PROD1756;PROD1756;4;442,37;1769,49;172
17/12/2020;PROD1158;PROD1158;1;326,27;326,27;419
17/12/2020;PROD1924;PROD1924;4;1207,63;4830,51;101
17/12/2020;PROD501;PROD501;8;270,34;2162,71;222
17/12/2020;PROD1214;PROD1214;4;522,03;2088,14;458
17/12/2020;PROD297;PROD297;4;281,36;1125,42;375
17/12/2020;PROD152;PROD152;2;453,39;906,78;44
17/12/2020;PROD1756;PROD1756;6;466,1;2796,61;272
17/12/2020;PROD150;PROD150;4;221,19;884,75;181
17/12/2020;PROD508;PROD508;4;292,37;1169,49;317
17/12/2020;PROD299;PROD299;4;261,02;1044,07;181
18/12/2020;PROD86;PROD86;4;261,02;1044,07;272
18/12/2020;PROD508;PROD508;2;277,12;554,24;454
18/12/2020;PROD1498;PROD1498;4;271,19;1084,75;499
18/12/2020;PROD608;PROD608;4;587,29;2349,15;424
18/12/2020;PROD140;PROD140;4;322,03;1288,14;44
18/12/2020;PROD1028;PROD1028;2;1210,17;2420,34;230
18/12/2020;PROD571;PROD571;4;388,14;1552,54;197
18/12/2020;PROD1128;PROD1128;2;300,85;601,69;121
18/12/2020;PROD582;PROD582;2;471,19;942,37;230
18/12/2020;PROD545;PROD545;4;238,14;952,54;75
18/12/2020;PROD486;PROD486;8;381,36;3050,85;133
18/12/2020;PROD531;PROD531;4;254,24;1016,95;168
18/12/2020;PROD506;PROD506;2;313,56;627,12;168
18/12/2020;PROD246;PROD246;2;227,12;454,24;230
18/12/2020;PROD500;PROD500;4;250,0;1000,0;168
18/12/2020;PROD1069;PROD1069;32;220,34;7050,85;420
18/12/2020;PROD49;PROD49;4;241,53;966,1;506
18/12/2020;PROD1158;PROD1158;5;313,56;1567,8;260
18/12/2020;PROD587;PROD587;2;555,08;1110,17;123
18/12/2020;PROD299;PROD299;4;261,02;1044,07;454
18/12/2020;PROD1756;PROD1756;8;466,1;3728,81;133
18/12/2020;PROD218;PROD218;4;233,05;932,2;13
21/12/2020;PROD1481;PROD1481;4;474,58;1898,31;459
21/12/2020;PROD532;PROD532;4;322,03;1288,14;68
21/12/2020;PROD500;PROD500;4;262,71;1050,85;68
21/12/2020;PROD1488;PROD1488;4;514,41;2057,63;497
21/12/2020;PROD486;PROD486;4;373,73;1494,92;499
21/12/2020;PROD150;PROD150;4;221,19;884,75;52
21/12/2020;PROD1158;PROD1158;4;319,75;1278,98;121
21/12/2020;PROD1470;PROD1470;2;728,81;1457,63;230
21/12/2020;PROD531;PROD531;4;269,49;1077,97;68
21/12/2020;PROD899;PROD899;2;440,68;881,36;230
21/12/2020;PROD303;PROD303;1;212,2;212,2;230
21/12/2020;PROD1919;PROD1919;4;237,97;951,86;230
21/12/2020;PROD545;PROD545;2;242,03;484,07;230
21/12/2020;PROD1028;PROD1028;2;1209,49;2418,98;230
21/12/2020;PROD183;PROD183;2;959,32;1918,64;230
21/12/2020;PROD1470;PROD1470;4;1029,83;4119,32;230
21/12/2020;PROD1475;PROD1475;2;266,95;533,9;343
21/12/2020;PROD252;PROD252;2;284,75;569,49;230
21/12/2020;PROD545;PROD545;10;238,14;2381,36;343
21/12/2020;PROD1498;PROD1498;4;266,95;1067,8;413
21/12/2020;PROD1498;PROD1498;4;261,02;1044,07;321
21/12/2020;PROD164;PROD164;2;227,12;454,24;230
21/12/2020;PROD252;PROD252;2;284,75;569,49;230
21/12/2020;PROD1426;PROD1426;5;538,02;2690,08;230
21/12/2020;PROD189;PROD189;4;237,29;949,15;230
21/12/2020;PROD246;PROD246;1;225,42;225,42;230
21/12/2020;PROD1498;PROD1498;2;261,61;523,22;424
21/12/2020;PROD531;PROD531;8;255,93;2047,46;184
21/12/2020;PROD252;PROD252;8;334,75;2677,97;336
21/12/2020;PROD189;PROD189;6;275,42;1652,54;290
21/12/2020;PROD1069;PROD1069;20;220,34;4406,78;301
21/12/2020;PROD564;PROD564;4;249,15;996,61;181
21/12/2020;PROD1703;PROD1703;4;974,58;3898,31;169
21/12/2020;PROD594;PROD594;2;457,63;915,25;475
21/12/2020;PROD1830;PROD1830;2;328,81;657,63;481
21/12/2020;PROD150;PROD150;8;221,19;1769,49;181
21/12/2020;PROD545;PROD545;4;245,76;983,05;254
21/12/2020;PROD1621;PROD1621;4;284,75;1138,98;230
21/12/2020;PROD1454;PROD1454;2;876,61;1753,22;230
21/12/2020;PROD270;PROD270;2;237,29;474,58;230
22/12/2020;PROD531;PROD531;20;254,24;5084,75;15
22/12/2020;PROD221;PROD221;4;275,42;1101,69;13
22/12/2020;PROD1830;PROD1830;5;288,14;1440,68;420
22/12/2020;PROD251;PROD251;4;275,42;1101,69;404
22/12/2020;PROD218;PROD218;4;233,05;932,2;404
22/12/2020;PROD189;PROD189;8;275,42;2203,39;329
22/12/2020;PROD1756;PROD1756;4;466,1;1864,41;139
22/12/2020;PROD545;PROD545;8;250,0;2000,0;234
22/12/2020;PROD1456;PROD1456;2;471,6;943,2;424
22/12/2020;PROD1460;PROD1460;2;524,58;1049,15;168
22/12/2020;PROD150;PROD150;4;221,19;884,75;52
22/12/2020;PROD192;PROD192;10;301,69;3016,95;115
22/12/2020;PROD221;PROD221;20;261,65;5233,05;15
22/12/2020;PROD254;PROD254;1;430,72;430,72;15
22/12/2020;PROD150;PROD150;12;221,19;2654,24;254
22/12/2020;PROD49;PROD49;4;266,95;1067,8;4
22/12/2020;PROD532;PROD532;8;296,61;2372,88;15
22/12/2020;PROD1482;PROD1482;1;677,97;677,97;166
22/12/2020;PROD1167;PROD1167;2;411,02;822,03;329
22/12/2020;PROD86;PROD86;2;237,29;474,58;230
22/12/2020;PROD1919;PROD1919;2;237,29;474,58;230
22/12/2020;PROD70;PROD70;1;268,64;268,64;230
22/12/2020;PROD673;PROD673;1;282,2;282,2;1
22/12/2020;PROD873;PROD873;2;305,08;610,17;230
22/12/2020;PROD1737;PROD1737;1;1072,54;1072,54;230
22/12/2020;PROD299;PROD299;4;237,29;949,15;230
22/12/2020;PROD1919;PROD1919;2;237,29;474,58;230
22/12/2020;PROD98;PROD98;2;635,34;1270,68;226
22/12/2020;PROD1919;PROD1919;2;237,29;474,58;230
23/12/2020;PROD192;PROD192;2;301,69;603,39;115
23/12/2020;PROD1400;PROD1400;4;577,97;2311,86;443
23/12/2020;PROD252;PROD252;4;326,27;1305,08;44
23/12/2020;PROD246;PROD246;16;249,15;3986,44;57
23/12/2020;PROD251;PROD251;2;271,19;542,37;230
23/12/2020;PROD1919;PROD1919;2;237,29;474,58;230
23/12/2020;PROD300;PROD300;4;237,29;949,15;230
23/12/2020;PROD189;PROD189;2;273,22;546,44;230
23/12/2020;PROD510;PROD510;4;381,36;1525,42;474
23/12/2020;PROD978;PROD978;4;308,47;1233,9;230
23/12/2020;PROD1479;PROD1479;4;351,69;1406,78;227
23/12/2020;PROD1751;PROD1751;1;443,22;443,22;397
23/12/2020;PROD1481;PROD1481;4;504,08;2016,31;424
23/12/2020;PROD531;PROD531;8;255,93;2047,46;16
23/12/2020;PROD555;PROD555;4;391,53;1566,1;506
23/12/2020;PROD189;PROD189;2;273,22;546,44;230
23/12/2020;PROD251;PROD251;2;271,19;542,37;230
23/12/2020;PROD252;PROD252;4;324,07;1296,27;230
23/12/2020;PROD251;PROD251;16;256,78;4108,47;57
23/12/2020;PROD189;PROD189;4;275,42;1101,69;133
23/12/2020;PROD221;PROD221;4;275,42;1101,69;133
23/12/2020;PROD246;PROD246;4;262,71;1050,85;133
23/12/2020;PROD150;PROD150;8;233,05;1864,41;133
23/12/2020;PROD1456;PROD1456;2;440,68;881,36;506
23/12/2020;PROD192;PROD192;4;317,8;1271,19;133
23/12/2020;PROD555;PROD555;4;391,53;1566,1;506
23/12/2020;PROD150;PROD150;16;220,34;3525,42;57
23/12/2020;PROD1341;PROD1341;10;292,37;2923,73;185
23/12/2020;PROD1513;PROD1513;2;203,39;406,78;236
23/12/2020;PROD221;PROD221;16;256,78;4108,47;57
23/12/2020;PROD1488;PROD1488;4;487,29;1949,15;420
23/12/2020;PROD509;PROD509;2;355,93;711,86;236
23/12/2020;PROD486;PROD486;8;361,86;2894,92;101
24/12/2020;PROD1871;PROD1871;4;987,12;3948,47;230
24/12/2020;PROD141;PROD141;1;269,83;269,83;230
24/12/2020;PROD1341;PROD1341;10;292,37;2923,73;185
24/12/2020;PROD1925;PROD1925;2;359,66;719,32;230
24/12/2020;PROD1482;PROD1482;4;644,92;2579,66;426
24/12/2020;PROD541;PROD541;4;211,86;847,46;410
24/12/2020;PROD505;PROD505;5;268,64;1343,22;475
24/12/2020;PROD1479;PROD1479;2;336,44;672,88;52
24/12/2020;PROD768;PROD768;2;686,44;1372,88;482
24/12/2020;PROD251;PROD251;4;261,02;1044,07;506
24/12/2020;PROD508;PROD508;4;286,44;1145,76;424
24/12/2020;PROD493;PROD493;4;237,29;949,15;219
24/12/2020;PROD501;PROD501;20;271,19;5423,73;413
24/12/2020;PROD223;PROD223;4;435,59;1742,37;44
24/12/2020;PROD501;PROD501;4;271,19;1084,75;219
24/12/2020;PROD508;PROD508;8;292,37;2338,98;219
24/12/2020;PROD246;PROD246;12;249,15;2989,83;375
24/12/2020;PROD1830;PROD1830;2;296,61;593,22;13
24/12/2020;PROD564;PROD564;2;261,02;522,03;181
24/12/2020;PROD1482;PROD1482;2;610,17;1220,34;464
24/12/2020;PROD1894;PROD1894;4;373,73;1494,92;447
24/12/2020;PROD221;PROD221;4;275,42;1101,69;13
24/12/2020;PROD193;PROD193;4;305,08;1220,34;101
24/12/2020;PROD221;PROD221;8;261,02;2088,14;101
24/12/2020;PROD1488;PROD1488;4;487,29;1949,15;506
24/12/2020;PROD297;PROD297;4;290,68;1162,71;13
24/12/2020;PROD218;PROD218;4;233,05;932,2;13
24/12/2020;PROD1459;PROD1459;4;466,1;1864,41;13
24/12/2020;PROD541;PROD541;8;199,15;1593,22;15
25/12/2020;PROD1830;PROD1830;4;305,08;1220,34;290
25/12/2020;PROD192;PROD192;7;300,85;2105,93;80
25/12/2020;PROD246;PROD246;4;262,71;1050,85;270
25/12/2020;PROD90;PROD90;1;728,81;728,81;290
25/12/2020;PROD1830;PROD1830;1;305,08;305,08;290
25/12/2020;PROD1484;PROD1484;1;466,1;466,1;420
25/12/2020;PROD505;PROD505;1;268,64;268,64;475
25/12/2020;PROD532;PROD532;4;327,97;1311,86;424
25/12/2020;PROD922;PROD922;1;783,9;783,9;415
25/12/2020;PROD298;PROD298;20;258,47;5169,49;420
25/12/2020;PROD1622;PROD1622;2;432,2;864,41;254
25/12/2020;PROD512;PROD512;4;398,31;1593,22;153
