Produto;EstoqueAtual;CustoUnitario;Fornecedor
PC005329;34,0;3057,13;Não informado
PC005330;41,0;709,33;Não informado
PC005332;139,0;2414,35;Não informado
PC005333;28,0;263,1;Não informado
PC005334;6,0;403,08;Não informado
PC005335;14,0;917,05;Não informado
PC005336;7,0;1904,29;Não informado
PC005337;3,0;1318,82;Não informado
PC005338;49,0;2727,98;Não informado
PC005339;42,0;1064,93;Não informado
PC005340;11,0;315,59;Não informado
PC005341;147,0;162,8;Não informado
PC005342;30,0;43,88;Não informado
PC005343;46,0;1077,9;Não informado
PC005345;6,0;115,64;Não informado
PC005346;4,0;909,87;Não informado
PC005347;3,0;1544,89;Não informado
PC005348;5,0;434,73;Não informado
PC005349;62,0;2149,24;Não informado
PC005350;44,0;166,04;Não informado
PC005351;0,0;892,41;Não informado
PC005352;25,0;124,62;Não informado
PC005353;9,0;55,61;Não informado
PC005354;21,0;555,41;Não informado
PC005355;123,0;1174,02;Não informado
PC005356;7,0;1220,99;Não informado
PC005357;37,0;2354,57;Não informado
PC005359;108,0;3425,88;Não informado
PC005360;4,0;541,05;Não informado
PC005361;1,0;335,75;Não informado
PC005362;5,0;90,21;Não informado
PC005363;32,0;269,37;Não informado
PC005364;10,0;3473,52;Não informado
PC005365;10,0;68,8;Não informado
PC005367;51,0;1018,59;Não informado
PC005368;5,0;244,6;Não informado
PC005369;100,0;814,23;Não informado
PC005370;105,0;78,15;Não informado
PC005371;9,0;431,74;Não informado
PC005372;8,0;4097,34;Não informado
PC005373;19,0;296,47;Não informado
PC005374;327,0;1511,14;Não informado
PC005375;13,0;201,54;Não informado
PC005376;9,0;249,32;Não informado
PC005377;161,0;1709,61;Não informado
PC005378;4,0;5511,28;Não informado
PC005379;53,0;85,08;Não informado
PC005380;3,0;2736,58;Não informado
PC005381;6,0;1958,56;Não informado
PC005382;18,0;43,05;Não informado
PC005383;26,0;3424,4;Não informado
PC005384;30,0;1100,11;Não informado
PC005385;44,0;70,58;Não informado
PC005386;18,0;1362,26;Não informado
PC005387;29,0;721,7;Não informado
PC005388;522,0;183,98;Não informado
PC005389;4,0;1085,75;Não informado
PC005390;38,0;308,52;Não informado
PC005391;18,0;275,53;Não informado
PC005392;4,0;164,33;Não informado
PC005393;3,0;411,45;Não informado
PC005394;71,0;300,49;Não informado
PC005395;173,0;777,99;Não informado
PC005396;46,0;3364,35;Não informado
PC005397;7,0;160,87;Não informado
PC005398;21,0;417,59;Não informado
PC005399;6,0;3083,57;Não informado
PC005400;80,0;4719,49;Não informado
PC005401;24,0;5960,1;Não informado
PC005402;18,0;5927,99;Não informado
PC005403;1,0;1351,94;Não informado
PC005405;0,0;128,96;Não informado
PC005406;22,0;1475,94;Não informado
PC005407;3,0;94,54;Não informado
PC005408;102,0;506,39;Não informado
PC005409;12,0;35,43;Não informado
PC005410;89,0;856,93;Não informado
PC005411;229,0;1280,77;Não informado
PC005413;3,0;2401,49;Não informado
PC005414;838,0;129,11;Não informado
PC005415;8,0;549,22;Não informado
PC005416;84,0;24,02;Não informado
PC005417;27,0;96,0;Não informado
PC005419;17,0;880,32;Não informado
PC005420;10,0;190,54;Não informado
PC005421;10,0;1784,11;Não informado
PC005422;3,0;1894,64;Não informado
PC005423;14,0;6255,41;Não informado
PC005424;11,0;562,95;Não informado
PC005425;23,0;248,16;Não informado
PC005426;18,0;54,29;Não informado
PC005427;37,0;354,28;Não informado
PC005428;8,0;2341,75;Não informado
PC005429;53,0;761,78;Não informado
PC005430;8,0;293,42;Não informado
PC005431;2,0;877,35;Não informado
PC005432;24,0;376,46;Não informado
PC005433;14,0;584,39;Não informado
PC005434;1,0;40,2;Não informado
PC005435;82,0;299,16;Não informado
PC005436;91,0;1700,86;Não informado
PC005437;5,0;229,95;Não informado
PC005438;39,0;5603,5;Não informado
PC005439;95,0;864,82;Não informado
PC005440;2,0;662,34;Não informado
PC005441;19,0;4019,54;Não informado
PC005442;9,0;1965,42;Não informado
PC005443;21,0;208,81;Não informado
PC005444;8,0;4305,87;Não informado
PC005445;3,0;2590,27;Não informado
PC005446;4,0;165,39;Não informado
PC005447;285,0;3826,64;Não informado
PC005448;1,0;1647,62;Não informado
PC005449;24,0;549,68;Não informado
PC005450;5,0;1314,26;Não informado
PC005451;30,0;439,97;Não informado
PC005452;2,0;214,93;Não informado
PC005453;6,0;2877,44;Não informado
PC005454;70,0;182,23;Não informado
PC005455;64,0;484,8;Não informado
PC005456;34,0;435,68;Não informado
PC005457;4,0;3148,01;Não informado
PC005458;43,0;825,35;Não informado
PC005459;4,0;1094,66;Não informado
PC005460;12,0;382,07;Não informado
PC005461;253,0;268,91;Não informado
PC005462;59,0;321,5;Não informado
PC005463;2,0;631,38;Não informado
PC005464;15,0;1208,64;Não informado
PC005465;17,0;6638,79;Não informado
PC005466;13,0;1043,06;Não informado
PC005467;16,0;302,5;Não informado
PC005468;10,0;367,78;Não informado
PC005469;11,0;67,13;Não informado
PC005470;77,0;152,08;Não informado
PC005471;121,0;426,17;Não informado
PC005472;2,0;890,78;Não informado
PC005473;45,0;64,86;Não informado
PC005474;26,0;486,87;Não informado
PC005475;48,0;82,07;Não informado
PC005476;2,0;469,17;Não informado
PC005477;6,0;1281,86;Não informado
PC005478;13,0;592,82;Não informado
PC005479;11,0;528,87;Não informado
PC005480;22,0;24,82;Não informado
PC005481;6,0;39,3;Não informado
PC005482;9,0;337,5;Não informado
PC005483;1,0;839,31;Não informado
PC005484;35,0;448,08;Não informado
PC005486;16,0;1111,11;Não informado
PC005487;40,0;3697,01;Não informado
PC005488;36,0;772,92;Não informado
PC005489;81,0;100,07;Não informado
PC005490;115,0;54,16;Não informado
PC005491;1,0;80,93;Não informado
PC005492;6,0;3538,03;Não informado
PC005493;1,0;997,04;Não informado
PC005494;46,0;107,16;Não informado
PC005495;6,0;1165,33;Não informado
PC005496;23,0;164,77;Não informado
PC005497;10,0;186,71;Não informado
PC005498;64,0;53,9;Não informado
PC005499;14,0;2300,88;Não informado
PC005500;88,0;5629,46;Não informado
PC005501;7,0;99,55;Não informado
PC005502;12,0;2126,96;Não informado
PC005503;3,0;121,38;Não informado
PC005504;5,0;773,83;Não informado
PC005505;66,0;1393,67;Não informado
PC005506;2,0;2102,64;Não informado
PC005507;2,0;85,2;Não informado
PC005508;22,0;3858,47;Não informado
PC005511;3,0;4325,58;Não informado
PC005512;10,0;1314,59;Não informado
PC005513;30,0;638,63;Não informado
PC005514;1,0;998,35;Não informado
PC005515;3,0;108,07;Não informado
PC005516;12,0;136,6;Não informado
PC005517;13,0;3565,41;Não informado
PC005518;6,0;994,1;Não informado
PC005519;6,0;1276,0;Não informado
PC005520;24,0;200,46;Não informado
PC005521;49,0;1093,56;Não informado
PC005522;49,0;982,03;Não informado
PC005524;19,0;4393,17;Não informado
PC005525;3,0;559,34;Não informado
PC005526;9,0;496,08;Não informado
PC005527;15,0;2860,71;Não informado
PC005528;29,0;5889,61;Não informado
PC005529;3,0;4561,06;Não informado
PC005530;1,0;3500,09;Não informado
PC005531;12,0;1220,28;Não informado
PC005532;43,0;349,55;Não informado
PC005533;0,0;354,95;Não informado
PC005534;43,0;823,57;Não informado
PC005535;75,0;1541,29;Não informado
PC005536;28,0;202,81;Não informado
PC005537;4,0;53,25;Não informado
PC005539;1,0;457,04;Não informado
PC005540;5,0;898,67;Não informado
PC005541;141,0;1103,82;Não informado
PC005542;7,0;74,61;Não informado
PC005543;42,0;990,13;Não informado
PC005544;171,0;71,17;Não informado
PC005545;19,0;64,51;Não informado
PC005546;5,0;176,47;Não informado
PC005547;6,0;1282,08;Não informado
PC005548;38,0;547,53;Não informado
PC005549;6,0;3984,93;Não informado
PC005550;13,0;729,37;Não informado
PC005551;9,0;2818,08;Não informado
PC005552;1,0;911,44;Não informado
PC005553;35,0;327,44;Não informado
PC005554;20,0;116,03;Não informado
PC005555;59,0;87,48;Não informado
PC005556;243,0;6395,12;Não informado
PC005557;3,0;1018,97;Não informado
PC005558;4,0;118,93;Não informado
PC005559;3,0;168,17;Não informado
PC005560;9,0;1218,06;Não informado
PC005561;219,0;1026,61;Não informado
PC005562;31,0;46,96;Não informado
PC005563;16,0;1612,47;Não informado
PC005564;67,0;4890,76;Não informado
PC005565;9,0;277,17;Não informado
PC005566;4,0;5678,72;Não informado
PC005567;358,0;314,82;Não informado
PC005568;54,0;545,77;Não informado
PC005569;28,0;3302,75;Não informado
PC005571;10,0;342,15;Não informado
PC005572;0,0;4755,29;Não informado
PC005573;17,0;1966,97;Não informado
PC005574;3,0;802,92;Não informado
PC005575;4,0;541,54;Não informado
PC005576;3,0;1288,8;Não informado
PC005577;15,0;783,83;Não informado
PC005578;137,0;1633,39;Não informado
PC005579;23,0;302,6;Não informado
PC005580;70,0;318,7;Não informado
PC005581;142,0;4350,58;Não informado
PC005582;24,0;411,61;Não informado
PC005583;39,0;586,61;Não informado
PC005584;4,0;969,09;Não informado
PC005585;5,0;1246,02;Não informado
PC005586;9,0;342,26;Não informado
PC005587;2,0;436,03;Não informado
PC005589;26,0;897,89;Não informado
PC005590;55,0;409,38;Não informado
PC005591;121,0;1379,46;Não informado
PC005592;23,0;3498,67;Não informado
PC005593;30,0;1545,87;Não informado
PC005594;0,0;2902,04;Não informado
PC005595;6,0;526,5;Não informado
PC005596;9,0;161,01;Não informado
PC005597;10,0;353,88;Não informado
PC005598;3,0;219,48;Não informado
PC005599;11,0;489,54;Não informado
PC005600;68,0;719,57;Não informado
PC005602;84,0;528,25;Não informado
PC005603;8,0;350,06;Não informado
PC005604;15,0;281,61;Não informado
PC005605;7,0;548,3;Não informado
PC005606;37,0;438,53;Não informado
PC005608;10,0;128,55;Não informado
PC005609;9,0;76,22;Não informado
PC005610;16,0;709,49;Não informado
PC005611;30,0;433,29;Não informado
PC005612;93,0;576,41;Não informado
PC005613;8,0;1145,94;Não informado
PC005614;13,0;1069,72;Não informado
PC005615;56,0;1658,12;Não informado
PC005616;43,0;138,29;Não informado
PC005617;20,0;139,14;Não informado
PC005618;33,0;82,73;Não informado
PC005619;22,0;399,59;Não informado
PC005620;30,0;282,38;Não informado
PC005621;3,0;989,85;Não informado
PC005622;1,0;91,63;Não informado
PC005623;19,0;717,22;Não informado
PC005624;23,0;699,85;Não informado
PC005625;1,0;897,91;Não informado
PC005626;28,0;105,62;Não informado
PC005628;22,0;1698,93;Não informado
PC005629;7,0;100,42;Não informado
PC005630;5,0;1780,49;Não informado
PC005631;8,0;773,5;Não informado
PC005632;3,0;918,65;Não informado
PC005633;277,0;4882,18;Não informado
PC005634;3,0;2461,74;Não informado
PC005635;2,0;261,46;Não informado
PC005636;6,0;8146,99;Não informado
PC005637;108,0;1195,45;Não informado
PC005638;197,0;375,78;Não informado
PC005639;43,0;469,02;Não informado
PC005640;6,0;387,63;Não informado
PC005641;27,0;385,61;Não informado
PC005645;10,0;7334,36;Não informado
PC005646;9,0;1170,88;Não informado
PC005647;19,0;892,33;Não informado
PC005648;22,0;251,96;Não informado
PC005649;33,0;2613,06;Não informado
PC005650;204,0;1432,88;Não informado
PC005651;12,0;1002,59;Não informado
PC005652;4,0;1456,5;Não informado
PC005653;117,0;578,13;Não informado
PC005654;45,0;323,02;Não informado
PC005655;17,0;1386,52;Não informado
PC005656;16,0;5173,06;Não informado
PC005657;4,0;5118,46;Não informado
PC005658;29,0;3625,77;Não informado
PC005659;8,0;1042,72;Não informado
PC005660;5,0;244,4;Não informado
PC005661;4,0;172,97;Não informado
PC005662;5,0;923,57;Não informado
PC005663;9,0;557,01;Não informado
PC005664;20,0;730,46;Não informado
PC005666;11,0;743,78;Não informado
PC005667;18,0;895,8;Não informado
PC005668;5,0;354,64;Não informado
PC005669;15,0;719,62;Não informado
PC005670;448,0;257,25;Não informado
PC005671;2,0;311,39;Não informado
PC005672;14,0;23,24;Não informado
PC005674;4,0;593,77;Não informado
PC005675;62,0;1352,53;Não informado
PC005676;4,0;1229,91;Não informado
PC005677;33,0;5444,25;Não informado
PC005678;5,0;900,34;Não informado
PC005679;77,0;4036,51;Não informado
PC005680;7,0;168,8;Não informado
PC005681;57,0;237,5;Não informado
PC005682;0,0;73,47;Não informado
PC005683;3,0;302,16;Não informado
PC005684;21,0;3277,65;Não informado
PC005685;17,0;1090,37;Não informado
PC005686;26,0;210,49;Não informado
PC005687;4,0;57,34;Não informado
PC005688;50,0;587,64;Não informado
PC005689;1,0;859,64;Não informado
PC005690;38,0;70,63;Não informado
PC005691;3,0;1810,77;Não informado
PC005692;39,0;2312,55;Não informado
PC005693;0,0;244,52;Não informado
PC005694;8,0;2525,24;Não informado
PC005695;6,0;800,13;Não informado
PC005696;12,0;419,98;Não informado
PC005697;14,0;4492,33;Não informado
PC005698;7,0;644,35;Não informado
PC005699;10,0;362,54;Não informado
PC005700;1,0;1481,14;Não informado
PC005701;5,0;2332,86;Não informado
PC005702;195,0;569,55;Não informado
PC005703;16,0;2432,72;Não informado
PC005704;7,0;667,43;Não informado
PC005705;238,0;945,47;Não informado
PC005706;8,0;1046,03;Não informado
PC005707;20,0;434,99;Não informado
PC005708;35,0;233,57;Não informado
PC005709;119,0;6358,85;Não informado
PC005710;8,0;831,97;Não informado
PC005711;5,0;999,97;Não informado
PC005712;6,0;373,97;Não informado
PC005713;23,0;5315,97;Não informado
PC005714;41,0;643,44;Não informado
PC005715;169,0;786,55;Não informado
PC005716;106,0;3339,31;Não informado
PC005717;28,0;118,36;Não informado
PC005718;2,0;265,43;Não informado
PC005719;336,0;752,58;Não informado
PC005720;9,0;6886,82;Não informado
PC005721;9,0;5335,87;Não informado
PC005722;27,0;1555,72;Não informado
PC005723;1,0;574,87;Não informado
PC005724;30,0;239,14;Não informado
PC005725;1,0;145,37;Não informado
PC005726;113,0;615,58;Não informado
PC005727;8,0;860,81;Não informado
PC005729;12,0;30,15;Não informado
PC005730;134,0;211,6;Não informado
PC005731;53,0;396,03;Não informado
PC005732;44,0;71,98;Não informado
PC005733;10,0;1492,18;Não informado
PC005735;15,0;289,57;Não informado
PC005736;45,0;113,98;Não informado
PC005738;2,0;290,5;Não informado
PC005739;7,0;552,85;Não informado
PC005740;6,0;1012,8;Não informado
PC005741;22,0;1544,84;Não informado
PC005742;6,0;543,32;Não informado
PC005743;33,0;1265,22;Não informado
PC005744;15,0;645,85;Não informado
PC005745;5,0;288,9;Não informado
PC005746;6,0;99,85;Não informado
PC005747;0,0;155,52;Não informado
PC005748;119,0;3704,09;Não informado
PC005749;9,0;900,58;Não informado
PC005750;93,0;234,82;Não informado
PC005751;16,0;1010,09;Não informado
PC005752;99,0;560,15;Não informado
PC005753;13,0;397,36;Não informado
PC005754;1,0;20,32;Não informado
PC005755;31,0;2199,62;Não informado
PC005756;84,0;6733,05;Não informado
PC005757;16,0;239,64;Não informado
PC005758;45,0;2976,22;Não informado
PC005759;9,0;517,28;Não informado
PC005760;20,0;181,65;Não informado
PC005761;36,0;5754,76;Não informado
PC005762;17,0;2902,72;Não informado
PC005763;35,0;303,23;Não informado
PC005764;133,0;1185,78;Não informado
PC005765;13,0;2230,35;Não informado
PC005766;2,0;593,75;Não informado
PC005767;43,0;2681,5;Não informado
PC005768;28,0;1654,65;Não informado
PC005769;51,0;910,55;Não informado
PC005770;21,0;330,24;Não informado
PC005771;12,0;409,35;Não informado
PC005772;26,0;79,13;Não informado
PC005774;4,0;985,39;Não informado
PC005775;22,0;442,67;Não informado
PC005776;83,0;440,94;Não informado
PC005777;6,0;3175,53;Não informado
PC005778;1,0;1048,72;Não informado
PC005779;5,0;176,41;Não informado
PC005780;8,0;4172,34;Não informado
PC005781;36,0;103,04;Não informado
PC005782;14,0;366,06;Não informado
PC005783;16,0;2882,21;Não informado
PC005784;63,0;6888,82;Não informado
PC005785;0,0;2670,74;Não informado
PC005786;6,0;3901,21;Não informado
PC005787;13,0;726,62;Não informado
PC005788;13,0;294,92;Não informado
PC005789;6,0;255,0;Não informado
PC005790;20,0;811,82;Não informado
PC005791;2,0;1346,02;Não informado
PC005792;30,0;669,72;Não informado
PC005794;1,0;44,18;Não informado
PC005795;80,0;190,99;Não informado
PC005796;64,0;1002,85;Não informado
PC005797;28,0;2016,44;Não informado
PC005799;57,0;599,14;Não informado
PC005800;5,0;24,85;Não informado
PC005802;11,0;948,51;Não informado
PC005803;5,0;759,25;Não informado
PC005804;8,0;813,22;Não informado
PC005805;3,0;547,57;Não informado
PC005806;5,0;1207,03;Não informado
PC005808;9,0;322,52;Não informado
PC005809;16,0;239,72;Não informado
PC005810;10,0;95,74;Não informado
PC005811;6,0;168,75;Não informado
PC005812;36,0;1766,41;Não informado
PC005813;8,0;192,27;Não informado
PC005814;20,0;91,61;Não informado
PC005815;46,0;1097,63;Não informado
PC005816;16,0;696,45;Não informado
PC005817;90,0;224,73;Não informado
PC005818;1,0;36,52;Não informado
PC005819;2,0;1279,97;Não informado
PC005820;18,0;2199,41;Não informado
PC005821;131,0;301,34;Não informado
PC005822;12,0;3010,44;Não informado
PC005823;113,0;378,46;Não informado
PC005824;4,0;685,31;Não informado
PC005825;132,0;2000,74;Não informado
PC005826;3,0;2660,73;Não informado
PC005827;43,0;182,2;Não informado
PC005828;4,0;2991,48;Não informado
PC005829;192,0;1571,79;Não informado
PC005830;5,0;1044,31;Não informado
PC005831;5,0;2875,96;Não informado
PC005833;5,0;671,56;Não informado
PC005834;47,0;119,69;Não informado
PC005835;30,0;578,85;Não informado
PC005836;41,0;136,28;Não informado
PC005838;1,0;1311,38;Não informado
PC005839;1,0;959,64;Não informado
PC005840;50,0;761,4;Não informado
PC005841;11,0;904,68;Não informado
PC005842;3,0;1037,64;Não informado
PC005843;68,0;102,22;Não informado
PC005845;13,0;703,19;Não informado
PC005846;10,0;674,43;Não informado
PC005847;39,0;2612,36;Não informado
PC005848;120,0;8228,15;Não informado
PC005849;16,0;2706,24;Não informado
PC005850;5,0;2163,1;Não informado
PC005851;364,0;1006,41;Não informado
PC005852;9,0;294,46;Não informado
PC005853;41,0;208,85;Não informado
PC005854;5,0;1089,94;Não informado
PC005855;143,0;151,49;Não informado
PC005856;3,0;469,45;Não informado
PC005857;15,0;36,86;Não informado
PC005859;7,0;856,63;Não informado
PC005860;70,0;100,59;Não informado
PC005861;12,0;2324,21;Não informado
PC005863;10,0;743,41;Não informado
PC005864;31,0;101,57;Não informado
PC005865;23,0;56,22;Não informado
PC005866;3,0;139,31;Não informado
PC005867;2,0;1212,36;Não informado
PC005868;5,0;1132,34;Não informado
PC005869;25,0;3889,5;Não informado
PC005870;4,0;171,02;Não informado
PC005871;88,0;4141,63;Não informado
PC005872;5,0;788,13;Não informado
PC005873;14,0;316,38;Não informado
PC005874;118,0;105,0;Não informado
PC005875;4,0;108,96;Não informado
PC005876;5,0;6085,73;Não informado
PC005878;11,0;126,51;Não informado
PC005879;6,0;1270,0;Não informado
PC005880;6,0;1052,65;Não informado
PC005881;4,0;918,73;Não informado
PC005882;1,0;32,22;Não informado
PC005883;3,0;2989,68;Não informado
PC005884;51,0;3736,29;Não informado
PC005885;11,0;183,93;Não informado
PC005886;63,0;4868,54;Não informado
PC005887;5,0;747,62;Não informado
PC005888;21,0;579,83;Não informado
PC005889;7,0;4564,45;Não informado
PC005890;8,0;3470,65;Não informado
PC005891;79,0;167,76;Não informado
PC005892;0,0;8259,86;Não informado
PC005893;126,0;2750,7;Não informado
PC005894;9,0;709,02;Não informado
PC005895;6,0;1169,17;Não informado
PC005896;5,0;622,01;Não informado
PC005897;19,0;718,55;Não informado
PC005898;5,0;175,02;Não informado
PC005899;16,0;262,95;Não informado
PC005900;15,0;198,62;Não informado
PC005901;35,0;392,78;Não informado
PC005902;7,0;651,94;Não informado
PC005903;12,0;834,96;Não informado
PC005904;0,0;174,91;Não informado
PC005905;3,0;1522,64;Não informado
PC005906;3,0;395,71;Não informado
PC005907;48,0;579,92;Não informado
PC005908;70,0;3259,36;Não informado
PC005909;2,0;82,84;Não informado
PC005910;25,0;633,7;Não informado
PC005911;14,0;2447,21;Não informado
PC005912;68,0;6235,17;Não informado
PC005913;33,0;3670,07;Não informado
PC005914;47,0;2316,44;Não informado
PC005915;2,0;757,46;Não informado
PC005916;0,0;375,75;Não informado
PC005917;6,0;214,76;Não informado
PC005918;3,0;264,73;Não informado
PC005919;5,0;1675,33;Não informado
PC005920;3,0;361,78;Não informado
PC005921;3,0;37,65;Não informado
PC005922;7,0;864,58;Não informado
PC005924;26,0;183,74;Não informado
PC005925;6,0;723,63;Não informado
PC005926;3,0;463,11;Não informado
PC005927;9,0;109,42;Não informado
PC005928;92,0;103,21;Não informado
PC005929;29,0;77,92;Não informado
PC005930;180,0;302,81;Não informado
PC005931;26,0;272,18;Não informado
PC005932;1,0;940,43;Não informado
PC005933;98,0;5655,92;Não informado
PC005934;56,0;250,58;Não informado
PC005935;9,0;4560,83;Não informado
PC005937;21,0;169,99;Não informado
PC005938;1,0;82,33;Não informado
PC005939;43,0;51,23;Não informado
PC005940;33,0;1162,48;Não informado
PC005941;3,0;1118,16;Não informado
PC005942;1,0;262,32;Não informado
PC005943;60,0;1097,09;Não informado
PC005944;2,0;422,47;Não informado
PC005945;13,0;249,68;Não informado
PC005946;6,0;53,08;Não informado
PC005947;9,0;2712,88;Não informado
PC005948;24,0;4711,37;Não informado
PC005949;2,0;260,72;Não informado
PC005950;23,0;4113,21;Não informado
PC005951;14,0;1193,48;Não informado
PC005952;4,0;234,1;Não informado
PC005953;3,0;4452,38;Não informado
PC005954;107,0;3126,45;Não informado
PC005955;4,0;130,43;Não informado
PC005956;25,0;6039,45;Não informado
PC005957;3,0;622,66;Não informado
PC005958;16,0;162,9;Não informado
PC005959;7,0;2752,5;Não informado
PC005960;2,0;629,64;Não informado
PC005961;2,0;101,0;Não informado
PC005962;27,0;685,39;Não informado
PC005963;7,0;875,57;Não informado
PC005964;12,0;341,8;Não informado
PC005965;3,0;2731,83;Não informado
PC005966;71,0;797,52;Não informado
PC005967;104,0;531,72;Não informado
PC005968;6,0;1519,31;Não informado
PC005969;106,0;2425,93;Não informado
PC005970;5,0;75,57;Não informado
PC005971;10,0;705,38;Não informado
PC005972;0,0;3650,76;Não informado
PC005973;6,0;492,5;Não informado
PC005974;33,0;658,17;Não informado
PC005975;1,0;2315,68;Não informado
PC005976;22,0;3831,61;Não informado
PC005977;2,0;2742,65;Não informado
PC005978;7,0;4566,36;Não informado
PC005979;99,0;729,4;Não informado
PC005980;3,0;380,63;Não informado
PC005981;10,0;47,05;Não informado
PC005982;1,0;330,84;Não informado
PC005983;25,0;125,35;Não informado
PC005984;14,0;356,98;Não informado
PC005985;44,0;47,26;Não informado
PC005986;3,0;494,38;Não informado
PC005987;4,0;624,5;Não informado
PC005988;16,0;357,4;Não informado
PC005989;0,0;1650,19;Não informado
PC005990;49,0;858,44;Não informado
PC005991;93,0;955,8;Não informado
PC005992;2,0;41,33;Não informado
PC005993;3,0;22,27;Não informado
PC005994;2,0;713,37;Não informado
PC005995;2,0;124,45;Não informado
PC005996;3,0;333,27;Não informado
PC005997;2,0;4968,95;Não informado
PC005998;8,0;1572,14;Não informado
PC005999;14,0;8120,5;Não informado
PC006000;152,0;439,15;Não informado
PC006001;7,0;198,16;Não informado
PC006002;9,0;62,83;Não informado
PC006003;5,0;389,19;Não informado
PC006004;18,0;1265,13;Não informado
PC006005;12,0;797,02;Não informado
PC006006;76,0;244,91;Não informado
PC006007;844,0;52,61;Não informado
PC006008;14,0;537,82;Não informado
PC006009;5,0;327,8;Não informado
PC006010;39,0;17,51;Não informado
PC006011;1,0;1831,81;Não informado
PC006012;6,0;1430,2;Não informado
PC006013;3,0;117,62;Não informado
PC006014;14,0;1093,54;Não informado
PC006015;5,0;914,57;Não informado
PC006016;46,0;230,34;Não informado
PC006017;2,0;486,19;Não informado
PC006018;30,0;4359,82;Não informado
PC006019;741,0;383,56;Não informado
PC006020;55,0;3630,97;Não informado
PC006022;12,0;541,13;Não informado
PC006023;1,0;4501,7;Não informado
PC006024;7,0;879,89;Não informado
PC006025;10,0;669,93;Não informado
PC006026;5,0;889,05;Não informado
PC006027;117,0;139,52;Não informado
PC006028;13,0;49,41;Não informado
PC006029;1,0;6934,22;Não informado
PC006030;141,0;197,18;Não informado
PC006031;8,0;443,82;Não informado
PC006032;1,0;1143,7;Não informado
PC006033;4,0;1244,51;Não informado
PC006034;3,0;135,86;Não informado
PC006035;100,0;452,46;Não informado
PC006036;103,0;557,26;Não informado
PC006037;8,0;485,33;Não informado
PC006038;1,0;398,22;Não informado
PC006039;47,0;1885,93;Não informado
PC006040;3,0;5558,85;Não informado
PC006041;66,0;1737,95;Não informado
PC006042;44,0;2938,62;Não informado
PC006044;41,0;163,67;Não informado
PC006045;11,0;203,2;Não informado
PC006046;1,0;1083,28;Não informado
PC006047;14,0;1744,03;Não informado
PC006048;15,0;793,06;Não informado
PC006049;24,0;98,64;Não informado
PC006050;2,0;823,98;Não informado
PC006051;16,0;984,85;Não informado
PC006052;32,0;577,53;Não informado
PC006054;2,0;572,9;Não informado
PC006055;16,0;114,98;Não informado
PC006056;61,0;25,82;Não informado
PC006057;35,0;86,04;Não informado
PC006059;23,0;1008,53;Não informado
PC006060;1,0;227,66;Não informado
PC006061;56,0;1046,91;Não informado
PC006062;55,0;1181,8;Não informado
PC006063;4,0;1666,51;Não informado
PC006064;44,0;529,92;Não informado
PC006065;15,0;189,02;Não informado
PC006066;18,0;66,37;Não informado
PC006067;3,0;431,1;Não informado
PC006068;37,0;5625,66;Não informado
PC006069;35,0;1015,72;Não informado
PC006070;0,0;172,53;Não informado
PC006071;64,0;194,52;Não informado
PC006072;12,0;1018,49;Não informado
PC006073;8,0;678,31;Não informado
PC006074;39,0;39,89;Não informado
PC006075;4,0;2072,11;Não informado
PC006076;137,0;2423,48;Não informado
PC006077;122,0;222,98;Não informado
PC006078;19,0;561,95;Não informado
PC006079;34,0;668,96;Não informado
PC006080;5,0;290,75;Não informado
PC006081;60,0;4710,07;Não informado
PC006082;5,0;2527,7;Não informado
PC006083;5,0;399,67;Não informado
PC006084;4,0;2217,0;Não informado
PC006085;49,0;2370,75;Não informado
PC006086;26,0;770,5;Não informado
PC006087;32,0;609,37;Não informado
PC006089;45,0;194,85;Não informado
PC006090;15,0;334,81;Não informado
PC006092;29,0;337,03;Não informado
PC006093;45,0;3929,45;Não informado
PC006094;13,0;404,02;Não informado
PC006095;24,0;1044,89;Não informado
PC006096;13,0;459,47;Não informado
PC006097;2,0;5990,42;Não informado
PC006098;204,0;1115,74;Não informado
PC006099;8,0;375,96;Não informado
PC006100;6,0;4691,73;Não informado
PC006101;10,0;540,45;Não informado
PC006102;7,0;697,92;Não informado
PC006103;28,0;2329,45;Não informado
PC006104;64,0;4633,65;Não informado
PC006105;39,0;6539,26;Não informado
PC006106;30,0;1610,37;Não informado
PC006107;35,0;438,98;Não informado
PC006108;2,0;295,43;Não informado
PC006109;64,0;390,22;Não informado
PC006110;2,0;950,46;Não informado
PC006111;4,0;1621,6;Não informado
PC006112;12,0;303,12;Não informado
PC006113;5,0;75,36;Não informado
PC006114;11,0;823,66;Não informado
PC006115;253,0;1285,67;Não informado
PC006116;85,0;798,36;Não informado
PC006117;2,0;1303,28;Não informado
PC006119;26,0;102,7;Não informado
PC006120;3,0;92,0;Não informado
PC006121;186,0;16,88;Não informado
PC006122;8,0;659,6;Não informado
PC006123;56,0;89,71;Não informado
PC006124;6,0;453,75;Não informado
PC006125;292,0;4471,57;Não informado
PC006126;2,0;1529,36;Não informado
PC006127;72,0;2611,03;Não informado
PC006128;95,0;274,85;Não informado
PC006129;10,0;167,02;Não informado
PC006130;41,0;97,55;Não informado
PC006131;14,0;156,53;Não informado
PC006132;62,0;2733,92;Não informado
PC006133;16,0;1026,33;Não informado
