Produto;Descricao;Categoria;Emissao;Quantidade;Vlr.Unitario;Vlr.Total;Custo Total;Promocao
FUR-CH-10003581;Hon Executive Leather Armchair, Adjustable;Furniture - Chairs;05/03/2012;1,0;409,24;409,24;291,03;1
OFF-LA-10000271;Harbour Creations Shipping Labels, Alphabetical;Office Supplies - Labels;13/05/2014;1,0;11,28;11,28;6,0;0
TEC-PH-10001580;Logitech Mobile Speakerphone P710e - speaker phone;Technology - Phones;25/11/2011;5,0;107,98;539,92;492,68;1
OFF-ST-10000736;Carina Double Wide Media Storage Towers in Natural & Black;Office Supplies - Storage;23/09/2011;5,0;80,98;404,9;388,7;0
OFF-ST-10003414;Smead Box, Wire Frame;Office Supplies - Storage;03/12/2014;1,0;9,84;9,84;8,58;0
OFF-ELD-10002279;Eldon Shelving, Industrial;Office Supplies - Storage;22/07/2013;4,0;19,56;78,24;189,84;1
OFF-ST-10000836;Tenex Trays, Blue;Office Supplies - Storage;15/05/2012;5,0;28,91;144,56;164,5;1
OFF-BI-10004098;Acco 3-Hole Punch, Durable;Office Supplies - Binders;06/06/2013;2,0;26,24;52,49;62,64;1
OFF-PA-10000174;"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book";Office Supplies - Paper;25/02/2011;4,0;8,22;32,9;21,79;1
FUR-ADV-10002601;Advantus Photo Frame, Erganomic;Furniture - Furnishings;01/02/2011;6,0;51,6;309,6;161,1;0
OFF-ST-10004325;Eldon Box, Single Width;Office Supplies - Storage;30/12/2014;1,0;8,54;8,54;6,18;1
OFF-EN-10001627;Cameo Interoffice Envelope, with clear poly window;Office Supplies - Envelopes;29/10/2012;5,0;50,97;254,85;224,4;0
OFF-SU-10000723;Kleencut Shears, Steel;Office Supplies - Supplies;11/07/2013;4,0;46,17;184,68;149,64;0
OFF-SU-10004304;Elite Letter Opener, Easy Grip;Office Supplies - Supplies;04/05/2012;3,0;24,57;73,71;61,47;1
FUR-CH-10002024;HON 5400 Series Task Chairs for Big and Tall;Furniture - Chairs;16/04/2013;2,0;560,78;1121,57;1121,57;1
OFF-SU-10004932;Stiletto Ruler, Easy Grip;Office Supplies - Supplies;12/03/2014;4,0;4,4;17,6;40,48;1
FUR-IKE-10000649;Ikea Library with Doors, Pine;Furniture - Bookcases;01/06/2012;2,0;109,42;218,84;488,76;1
OFF-AR-10000380;Hunt PowerHouse Electric Pencil Sharpener, Blue;Office Supplies - Art;07/08/2014;6,0;37,98;227,88;159,52;0
TEC-AC-10004938;Belkin Mouse, Bluetooth;Technology - Accessories;02/04/2014;4,0;21,58;86,31;140,16;1
OFF-BI-10002594;Cardinal Binder Covers, Recycled;Office Supplies - Binders;27/06/2013;4,0;10,26;41,04;28,2;1
OFF-LA-10003644;Novimex Removable Labels, Adjustable;Office Supplies - Labels;14/08/2014;1,0;6,99;6,99;6,15;1
FUR-FU-10003276;Rubbermaid Light Bulb, Durable;Furniture - Furnishings;24/08/2012;2,0;15,87;31,74;22,86;0
TEC-CIS-10002565;Cisco Speaker Phone, Full Size;Technology - Phones;21/09/2012;1,0;139,77;139,77;92,25;0
TEC-AC-10004566;Belkin Mouse, USB;Technology - Accessories;23/10/2012;9,0;21,69;195,19;243,27;1
FUR-BUS-10002040;Bush Library with Doors, Mobile;Furniture - Bookcases;08/05/2013;1,0;146,74;146,74;249,48;1
TEC-AC-10002323;SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card;Technology - Accessories;05/11/2014;4,0;17,68;70,72;76,91;1
OFF-BI-10003142;Acco Binder Covers, Clear;Office Supplies - Binders;13/05/2014;2,0;11,5;23,0;25,56;1
OFF-BI-10002393;Binder Posts;Office Supplies - Binders;17/09/2014;2,0;1,72;3,44;6,2;1
OFF-EN-10004849;Cameo Mailers, Security-Tint;Office Supplies - Envelopes;12/08/2013;5,0;40,56;202,8;135,9;0
FUR-FU-10004137;Tenex Light Bulb, Erganomic;Furniture - Furnishings;09/06/2013;1,0;17,55;17,55;16,68;0
OFF-CUI-10000203;Cuisinart Toaster, Black;Office Supplies - Appliances;11/05/2012;1,0;52,89;52,89;33,87;0
OFF-TEN-10001585;Tenex Box, Single Width;Office Supplies - Storage;01/03/2011;1,0;16,53;16,53;9,12;0
FUR-HAR-10002873;Harbour Creations Executive Leather Armchair, Adjustable;Furniture - Chairs;20/06/2013;4,0;476,1;1904,4;1142,64;0
OFF-EN-10004470;Ames Clasp Envelope, Security-Tint;Office Supplies - Envelopes;30/04/2013;4,0;6,4;25,6;15,68;0
OFF-PA-10000317;Xerox Computer Printout Paper, Premium;Office Supplies - Paper;23/09/2011;3,0;23,71;71,12;39,51;1
OFF-AR-10000097;BIC Sketch Pad, Blue;Office Supplies - Art;13/09/2013;6,0;26,76;160,58;283,32;1
OFF-PA-10004609;Xerox 221;Office Supplies - Paper;19/11/2014;4,0;5,18;20,74;13,48;1
OFF-FA-10002085;Stockwell Clamps, Assorted Sizes;Office Supplies - Fasteners;13/06/2013;6,0;10,86;65,16;52,8;0
OFF-FA-10000248;Stockwell Rubber Bands, Assorted Sizes;Office Supplies - Fasteners;10/03/2012;4,0;13,98;55,92;27,96;0
OFF-AR-10003629;Boston Canvas, Water Color;Office Supplies - Art;10/08/2012;3,0;56,82;170,46;144,9;0
TEC-AC-10004556;Enermax Memory Card, Programmable;Technology - Accessories;04/06/2013;3,0;115,89;347,67;281,7;0
OFF-SAN-10000874;Sanford Pencil Sharpener, Fluorescent;Office Supplies - Art;26/07/2013;1,0;25,83;25,83;16,8;0
OFF-FA-10004854;Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box;Office Supplies - Fasteners;12/11/2014;4,0;11,48;45,92;24,34;0
TEC-MA-10004428;Panasonic Card Printer, Durable;Technology - Machines;04/11/2014;5,0;173,94;869,7;460,95;0
FUR-TA-10001771;Bush Cubix Conference Tables, Fully Assembled;Furniture - Tables;26/07/2014;1,0;138,59;138,59;173,24;1
OFF-FEL-10004974;Fellowes Folders, Industrial;Office Supplies - Storage;17/12/2012;4,0;10,75;43,01;82,8;1
TEC-PH-10004300;Apple Office Telephone, Cordless;Technology - Phones;23/10/2012;4,0;61,32;245,27;144,48;1
OFF-AP-10004540;Eureka The Boss Lite 10-Amp Upright Vacuum, Blue;Office Supplies - Appliances;30/05/2012;2,0;80,16;160,32;115,43;0
OFF-FA-10004265;Stockwell Paper Clips, Assorted Sizes;Office Supplies - Fasteners;28/05/2013;6,0;6,05;36,29;34,08;1
OFF-BI-10002364;Acco Binder, Durable;Office Supplies - Binders;06/09/2011;2,0;16,65;33,3;24,36;0
OFF-AR-10002513;Sanford Sketch Pad, Blue;Office Supplies - Art;28/02/2014;5,0;40,93;204,66;220,65;1
TEC-PH-10002296;Nokia Headset, Full Size;Technology - Phones;20/08/2014;3,0;74,4;223,2;218,79;0
FUR-BO-10000208;Bush Stackable Bookrack, Mobile;Furniture - Bookcases;28/08/2012;3,0;61,76;185,26;266,85;1
TEC-MOT-10000554;Motorola Smart Phone, Full Size;Technology - Phones;23/12/2014;6,0;643,98;3863,88;2704,86;0
OFF-ACC-10000102;Acco Binding Machine, Clear;Office Supplies - Binders;12/05/2014;1,0;20,22;20,22;45,0;1
OFF-CAR-10004229;Cardinal Index Tab, Clear;Office Supplies - Binders;20/12/2014;2,0;7,26;14,52;9,48;0
TEC-AC-10002702;Enermax Keyboard, Bluetooth;Technology - Accessories;26/09/2011;1,0;44,23;44,23;80,97;1
OFF-STA-10004484;Stanley Pens, Water Color;Office Supplies - Art;19/09/2013;2,0;5,29;10,58;18,0;1
OFF-ST-10003741;Smead Lockers, Blue;Office Supplies - Storage;14/10/2014;1,0;79,37;79,37;108,48;1
TEC-AC-10001246;Enermax Numeric Keypad, Erganomic;Technology - Accessories;24/06/2014;2,0;39,22;78,44;62,0;0
OFF-AP-10001005;Honeywell Quietcare HEPA Air Cleaner;Office Supplies - Appliances;21/09/2013;5,0;78,65;393,25;263,48;0
OFF-SU-10003115;Acme Scissors, Serrated;Office Supplies - Supplies;10/05/2014;8,0;22,14;177,12;166,56;0
OFF-EN-10000075;GlobeWeis Interoffice Envelope, Security-Tint;Office Supplies - Envelopes;26/06/2013;2,0;20,09;40,18;46,24;1
FUR-CH-10003794;SAFCO Bag Chairs, Set of Two;Furniture - Chairs;13/03/2012;3,0;46,52;139,56;105,48;1
FUR-CH-10004095;SAFCO Executive Leather Armchair, Adjustable;Furniture - Chairs;09/06/2014;2,0;309,28;618,56;383,52;0
OFF-LA-10000262;Avery 494;Office Supplies - Labels;09/08/2011;8,0;2,61;20,88;11,28;0
OFF-BI-10003642;Wilson Jones Binder, Economy;Office Supplies - Binders;16/07/2014;1,0;6,51;6,51;9,0;1
OFF-BI-10000482;Acco 3-Hole Punch, Recycled;Office Supplies - Binders;15/06/2013;7,0;30,48;213,36;194,25;0
TEC-PH-10003800;i.Sound Portable Power - 8000 mAh;Technology - Phones;18/03/2013;2,0;42,39;84,78;104,92;1
OFF-SU-10002448;Stiletto Trimmer, High Speed;Office Supplies - Supplies;25/08/2011;3,0;38,48;115,42;103,95;1
OFF-FA-10004781;Stockwell Thumb Tacks, Metal;Office Supplies - Fasteners;01/11/2013;3,0;5,3;15,91;23,1;1
OFF-ST-10003470;Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units;Office Supplies - Storage;19/11/2013;4,0;279,48;1117,92;1062,02;0
OFF-AR-10004594;Sanford Canvas, Water Color;Office Supplies - Art;18/06/2013;6,0;21,48;128,88;180,48;1
FUR-FU-10002116;Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats;Furniture - Furnishings;16/12/2011;2,0;28,28;56,57;131,52;1
TEC-CO-10003448;Canon Personal Copier, Laser;Technology - Copiers;11/01/2013;1,0;128,47;128,47;105,63;1
OFF-ELD-10004625;Eldon Trays, Blue;Office Supplies - Storage;14/03/2011;1,0;47,97;47,97;39,36;0
OFF-ST-10000532;Advantus Rolling Drawer Organizers;Office Supplies - Storage;08/08/2011;11,0;38,48;423,28;313,23;0
OFF-AR-10000505;Binney & Smith Pens, Easy-Erase;Office Supplies - Art;19/06/2012;1,0;12,21;12,21;12,21;0
OFF-ACC-10002680;Acco Binding Machine, Recycled;Office Supplies - Binders;15/08/2013;4,0;51,45;205,8;154,44;0
FUR-FU-10001861;Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts;Furniture - Furnishings;01/12/2011;3,0;19,4;58,2;29,68;0
OFF-ST-10001214;Smead Box, Industrial;Office Supplies - Storage;12/05/2014;2,0;11,25;22,5;11,52;0
FUR-CH-10004755;Novimex Swivel Stool, Red;Furniture - Chairs;03/09/2014;3,0;65,78;197,35;210,54;1
OFF-SU-10004938;Fiskars Trimmer, Steel;Office Supplies - Supplies;22/01/2013;4,0;41,7;166,8;151,8;0
OFF-AR-10002380;Boston Highlighters, Blue;Office Supplies - Art;14/12/2012;6,0;12,58;75,48;64,92;0
FUR-CH-10000430;SAFCO Swivel Stool, Red;Furniture - Chairs;11/10/2014;3,0;167,94;503,82;307,35;0
OFF-PA-10003729;Xerox 1998;Office Supplies - Paper;04/12/2014;2,0;5,18;10,37;6,74;1
TEC-PH-10004882;Nokia Office Telephone, VoIP;Technology - Phones;02/12/2014;3,0;39,13;117,4;123,3;1
FUR-CH-10003248;SAFCO Bag Chairs, Black;Furniture - Chairs;23/08/2012;6,0;42,31;253,85;234,18;1
OFF-EN-10002700;Ames Business Envelopes, Recycled;Office Supplies - Envelopes;03/09/2012;2,0;5,38;10,75;13,28;1
OFF-AR-10000462;Sanford Pocket Accent Highlighters;Office Supplies - Art;19/12/2014;2,0;1,6;3,2;1,82;0
FUR-FU-10001438;Rubbermaid Frame, Duo Pack;Furniture - Furnishings;20/06/2012;4,0;109,95;439,8;391,44;0
OFF-EN-10004518;GlobeWeis Mailers, Recycled;Office Supplies - Envelopes;04/06/2014;8,0;24,9;199,2;135,52;0
OFF-BOS-10000577;Boston Highlighters, Blue;Office Supplies - Art;14/01/2013;4,0;5,66;22,64;56,64;1
OFF-EN-10001771;Kraft Mailers, Set of 50;Office Supplies - Envelopes;06/12/2013;2,0;25,1;50,2;35,68;0
OFF-ST-10001932;Fellowes Staxonsteel Drawer Files;Office Supplies - Storage;17/02/2014;3,0;193,17;579,51;498,38;0
FUR-SAU-10004653;Sauder Classic Bookcase, Traditional;Furniture - Bookcases;22/02/2013;4,0;435,99;1743,96;1029,0;0
OFF-AVE-10004570;Avery Binder Covers, Economy;Office Supplies - Binders;23/02/2012;1,0;11,07;11,07;7,65;0
TEC-PH-10002890;AT&T 17929 Lendline Telephone;Technology - Phones;09/03/2013;4,0;27,14;108,58;133,91;1
TEC-CO-10003204;HP Fax and Copier, High-Speed;Technology - Copiers;30/08/2013;3,0;113,83;341,5;195,06;1
TEC-PH-10004200;Motorola Audio Dock, Full Size;Technology - Phones;07/05/2013;2,0;157,19;314,39;265,5;1
OFF-ST-10003446;Smead Trays, Single Width;Office Supplies - Storage;03/06/2014;1,0;48,51;48,51;33,0;0
OFF-LA-10002996;Avery Removable Labels, Laser Printer Compatible;Office Supplies - Labels;05/01/2012;4,0;10,74;42,96;34,44;0
OFF-ST-10004754;Fellowes Lockers, Single Width;Office Supplies - Storage;12/09/2012;3,0;138,24;414,72;315,24;0
FUR-CH-10000454;Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back;Furniture - Chairs;30/11/2014;2,0;195,18;390,37;341,57;1
OFF-FA-10001104;Stockwell Paper Clips, Assorted Sizes;Office Supplies - Fasteners;12/10/2013;6,0;9,0;54,0;35,64;0
OFF-ST-10004634;Personal Folder Holder, Ebony;Office Supplies - Storage;14/11/2014;1,0;11,21;11,21;7,85;0
OFF-ROG-10004949;Rogers Shelving, Industrial;Office Supplies - Storage;08/04/2013;2,0;62,61;125,22;87,66;0
OFF-PA-10000876;Eaton Computer Printout Paper, Multicolor;Office Supplies - Paper;06/02/2012;4,0;27,96;111,84;95,16;0
FUR-CH-10004218;Global Fabric Manager's Chair, Dark Gray;Furniture - Chairs;03/02/2012;1,0;90,88;90,88;75,74;1
OFF-SME-10000520;Smead Shelving, Wire Frame;Office Supplies - Storage;07/09/2012;2,0;14,4;28,8;51,84;1
TEC-PH-10004404;Samsung Headset, VoIP;Technology - Phones;19/03/2013;3,0;48,86;146,58;95,28;0
OFF-ST-10000129;Fellowes Recycled Storage Drawers;Office Supplies - Storage;07/11/2012;2,0;88,82;177,65;206,52;1
OFF-BI-10004995;GBC DocuBind P400 Electric Binding System;Office Supplies - Binders;17/06/2011;3,0;1088,79;3266,38;2204,8;1
OFF-BI-10003712;"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue";Office Supplies - Binders;03/10/2013;7,0;4,91;34,37;17,53;0
OFF-AR-10000539;Boston Markers, Easy-Erase;Office Supplies - Art;14/02/2014;6,0;14,65;87,91;148,68;1
OFF-ST-10002902;Fellowes Shelving, Blue;Office Supplies - Storage;07/04/2014;5,0;52,06;260,28;182,25;1
FUR-FU-10003724;Westinghouse Clip-On Gooseneck Lamps;Furniture - Furnishings;03/04/2014;3,0;8,37;25,11;18,58;0
OFF-LA-10004430;Avery Shipping Labels, Laser Printer Compatible;Office Supplies - Labels;19/08/2014;5,0;11,85;59,25;31,5;0
OFF-ST-10001328;Personal Filing Tote with Lid, Black/Gray;Office Supplies - Storage;27/09/2012;1,0;15,51;15,51;11,17;0
FUR-BO-10003893;Sauder Camden County Collection Library;Furniture - Bookcases;21/08/2012;6,0;97,73;586,4;551,9;1
OFF-AR-10003684;BIC Sketch Pad, Fluorescent;Office Supplies - Art;21/09/2013;1,0;44,93;44,93;31,95;1
OFF-LA-10002029;Hon Round Labels, 5000 Label Set;Office Supplies - Labels;03/11/2014;12,0;3,52;42,3;57,6;1
OFF-TEN-10001585;Tenex Box, Single Width;Office Supplies - Storage;01/01/2011;4,0;16,53;66,12;36,48;0
OFF-ACC-10004871;Acco Binder Covers, Economy;Office Supplies - Binders;04/06/2012;1,0;4,0;4,0;7,86;1
OFF-ENE-10001356;Enermax Cards & Envelopes, Multicolor;Office Supplies - Paper;17/02/2014;1,0;48,51;48,51;41,73;0
OFF-LA-10004545;Avery 50;Office Supplies - Labels;06/09/2013;2,0;12,53;25,06;13,28;0
FUR-CH-10002250;Office Star Executive Leather Armchair, Black;Furniture - Chairs;22/01/2014;1,0;467,43;467,43;247,74;0
OFF-FA-10000179;Advantus Paper Clips, Metal;Office Supplies - Fasteners;02/11/2012;6,0;13,38;80,28;61,02;0
TEC-SAN-10001899;SanDisk Keyboard, Erganomic;Technology - Accessories;02/09/2013;1,0;31,72;31,72;69,0;1
OFF-BI-10004632;Ibico Hi-Tech Manual Binding System;Office Supplies - Binders;07/01/2011;2,0;304,99;609,98;335,49;0
OFF-AR-10000720;Binney & Smith Markers, Fluorescent;Office Supplies - Art;27/07/2014;2,0;25,35;50,7;40,56;0
OFF-BI-10001275;Avery Index Tab, Durable;Office Supplies - Binders;26/11/2014;2,0;2,68;5,35;6,64;1
OFF-AVE-10003740;Avery Binding Machine, Clear;Office Supplies - Binders;11/04/2013;2,0;48,3;96,6;85,02;0
OFF-AP-10001916;Breville Blender, Black;Office Supplies - Appliances;06/09/2014;4,0;89,67;358,68;344,4;0
FUR-TA-10004484;Barricks Wood Table, Adjustable Height;Furniture - Tables;11/02/2014;1,0;363,38;363,38;462,03;1
OFF-CAM-10002611;Cameo Interoffice Envelope, Recycled;Office Supplies - Envelopes;05/08/2011;1,0;46,23;46,23;26,82;0
OFF-SME-10003530;Smead Lockers, Wire Frame;Office Supplies - Storage;25/12/2013;1,0;197,49;197,49;179,73;0
FUR-CH-10002510;Office Star Steel Folding Chair, Adjustable;Furniture - Chairs;05/11/2012;5,0;68,77;343,83;254,4;1
OFF-BI-10003373;Wilson Jones Binding Machine, Economy;Office Supplies - Binders;06/11/2013;5,0;32,64;163,2;117,6;0
OFF-ST-10004035;Rogers Box, Wire Frame;Office Supplies - Storage;03/12/2011;2,0;20,74;41,47;40,56;1
FUR-CH-10004478;Hon Steel Folding Chair, Adjustable;Furniture - Chairs;21/03/2011;3,0;33,56;100,69;135,96;1
FUR-CH-10000969;Hon Executive Leather Armchair, Red;Furniture - Chairs;08/08/2014;3,0;367,51;1102,54;1378,17;1
OFF-FA-10000248;Stockwell Rubber Bands, Assorted Sizes;Office Supplies - Fasteners;19/09/2012;2,0;13,98;27,96;13,98;0
OFF-ST-10001325;Sterilite Officeware Hinged File Box;Office Supplies - Storage;24/09/2014;3,0;10,48;31,44;22,95;0
FUR-TA-10001786;Chromcraft Computer Table, with Bottom Storage;Furniture - Tables;08/03/2011;3,0;443,43;1330,29;1037,7;0
FUR-BO-10003028;Sauder 3-Shelf Cabinet, Mobile;Furniture - Bookcases;10/12/2011;2,0;152,28;304,56;199,68;1
OFF-ST-10000016;Eldon Folders, Blue;Office Supplies - Storage;02/06/2011;2,0;14,09;28,19;23,46;1
TEC-OKI-10004464;Okidata Printer, Red;Technology - Machines;23/06/2011;1,0;79,69;79,69;263,01;1
OFF-PA-10001212;Xerox Message Books, Recycled;Office Supplies - Paper;03/12/2014;1,0;20,28;20,28;14,01;0
OFF-AP-10002552;Hamilton Beach Stove, White;Office Supplies - Appliances;02/12/2013;5,0;486,43;2432,16;1918,8;1
OFF-AR-10004691;Boston 1730 StandUp Electric Pencil Sharpener;Office Supplies - Art;09/01/2012;2,0;21,38;42,76;31,64;0
FUR-BO-10001147;Bush Floating Shelf Set, Metal;Furniture - Bookcases;19/08/2013;3,0;170,73;512,19;379,08;0
OFF-AP-10003850;Hoover Blender, White;Office Supplies - Appliances;01/10/2012;4,0;58,75;235,01;321,24;1
TEC-PH-10004263;Cisco Signal Booster, with Caller ID;Technology - Phones;18/08/2011;2,0;151,83;303,66;227,76;0
OFF-AP-10001670;Hoover Coffee Grinder, White;Office Supplies - Appliances;29/06/2011;3,0;55,55;166,66;192,78;1
TEC-PH-10004261;Nokia Signal Booster, Full Size;Technology - Phones;25/03/2011;3,0;137,79;413,37;297,63;0
OFF-ST-10000988;Fellowes Folders, Blue;Office Supplies - Storage;19/01/2011;3,0;15,84;47,52;39,6;1
OFF-EN-10003623;GlobeWeis Interoffice Envelope, Set of 50;Office Supplies - Envelopes;16/01/2014;2,0;31,88;63,76;51,04;0
OFF-AR-10004881;Stanley Sketch Pad, Blue;Office Supplies - Art;11/03/2013;3,0;44,43;133,29;89,37;0
FUR-CH-10004339;SAFCO Steel Folding Chair, Red;Furniture - Chairs;25/06/2013;2,0;77,14;154,28;137,16;1
OFF-ADV-10004241;Advantus Thumb Tacks, 12 Pack;Office Supplies - Fasteners;30/06/2013;2,0;13,02;26,04;25,02;0
FUR-CH-10000187;Hon Chairmat, Red;Furniture - Chairs;29/11/2012;5,0;49,98;249,88;208,35;1
TEC-MOT-10001196;Motorola Audio Dock, Cordless;Technology - Phones;12/06/2014;1,0;176,22;176,22;130,41;0
OFF-SU-10004261;"Fiskars 8"" Scissors, 2/Pack";Office Supplies - Supplies;01/05/2012;3,0;13,79;41,38;36,72;1
OFF-FEL-10000998;Fellowes Box, Single Width;Office Supplies - Storage;22/04/2011;4,0;19,71;78,84;74,16;0
OFF-IBI-10002486;Ibico Index Tab, Clear;Office Supplies - Binders;31/10/2011;1,0;8,91;8,91;7,32;0
OFF-BI-10004593;Ibico Laser Imprintable Binding System Covers;Office Supplies - Binders;12/12/2013;5,0;41,92;209,6;141,48;1
OFF-SME-10003805;Smead Color Coded Labels, Adjustable;Office Supplies - Labels;09/07/2014;4,0;10,95;43,8;34,2;0
OFF-PA-10004475;Xerox Computer Printout Paper, 8.5 x 11;Office Supplies - Paper;20/11/2014;3,0;27,43;82,3;66,78;1
FUR-CH-10003362;Office Star Swivel Stool, Adjustable;Furniture - Chairs;18/05/2011;6,0;176,43;1058,58;952,74;0
OFF-BI-10000816;Ibico 3-Hole Punch, Recycled;Office Supplies - Binders;22/04/2011;2,0;20,54;41,08;27,12;0
FUR-CH-10002944;Office Star Steel Folding Chair, Black;Furniture - Chairs;22/10/2012;5,0;89,28;446,4;419,7;0
OFF-AR-10000603;Boston Highlighters, Water Color;Office Supplies - Art;31/12/2012;4,0;22,05;88,2;81,24;0
FUR-BO-10002510;Bush 3-Shelf Cabinet, Mobile;Furniture - Bookcases;04/03/2013;2,0;145,89;291,78;253,86;0
OFF-EN-10001755;Ames Interoffice Envelope, Set of 50;Office Supplies - Envelopes;23/06/2012;1,0;18,05;18,05;20,16;1
OFF-BI-10004236;"XtraLife ClearVue Slant-D Ring Binder, White, 3""";Office Supplies - Binders;30/10/2013;1,0;11,74;11,74;7,93;1
FUR-CH-10003354;Novimex Bag Chairs, Black;Furniture - Chairs;09/05/2011;5,0;31,78;158,88;215,55;1
FUR-TA-10004086;KI Adjustable-Height Table;Furniture - Tables;06/10/2014;3,0;68,78;206,35;201,19;1
OFF-FA-10000999;OIC Thumb Tacks, 12 Pack;Office Supplies - Fasteners;10/10/2014;2,0;6,75;13,5;16,2;1
TEC-CO-10000972;Sharp Fax and Copier, Digital;Technology - Copiers;26/06/2013;2,0;151,42;302,83;181,74;1
OFF-AR-10001482;Stanley Markers, Easy-Erase;Office Supplies - Art;17/02/2014;2,0;22,47;44,94;44,94;0
FUR-BO-10001501;Bush Classic Bookcase, Metal;Furniture - Bookcases;30/05/2013;2,0;267,89;535,78;469,86;1
OFF-KLE-10002118;Kleencut Ruler, Serrated;Office Supplies - Supplies;28/05/2014;4,0;10,26;41,04;30,84;0
FUR-CH-10001237;Hon Swivel Stool, Black;Furniture - Chairs;27/09/2012;3,0;145,1;435,29;348,3;1
OFF-AR-10001192;Binney & Smith Canvas, Fluorescent;Office Supplies - Art;07/11/2011;1,0;35,08;35,08;22,46;0
OFF-BI-10003633;Avery Binding Machine, Economy;Office Supplies - Binders;11/06/2013;2,0;48,84;97,68;84,06;0
OFF-AP-10000172;Cuisinart Toaster, Silver;Office Supplies - Appliances;04/03/2014;3,0;27,1;81,31;125,28;1
TEC-PH-10003823;Apple Headset, Full Size;Technology - Phones;17/09/2013;3,0;67,1;201,28;136,44;1
OFF-BI-10003910;DXL Angle-View Binders with Locking Rings by Samsill;Office Supplies - Binders;28/08/2014;6,0;6,17;37,01;25,44;1
FUR-FU-10004954;Tenex Clock, Duo Pack;Furniture - Furnishings;03/01/2014;8,0;50,31;402,48;249,6;0
TEC-CAN-10001378;Canon Personal Copier, High-Speed;Technology - Copiers;20/11/2012;2,0;140,94;281,88;205,8;0
OFF-ST-10000922;Eldon File Cart, Blue;Office Supplies - Storage;11/09/2014;3,0;114,26;342,79;373,32;1
OFF-BI-10002026;Avery Arch Ring Binders;Office Supplies - Binders;05/12/2012;5,0;46,48;232,4;153,96;1
OFF-BI-10001723;Avery Binder, Clear;Office Supplies - Binders;05/08/2013;1,0;12,36;12,36;11,13;0
FUR-FU-10004464;Deflect-O Clock, Durable;Furniture - Furnishings;20/12/2013;3,0;47,34;142,02;139,23;0
TEC-MA-10003998;Epson Card Printer, Wireless;Technology - Machines;08/05/2014;3,0;33,99;101,97;336,54;1
OFF-BI-10002986;Avery Binder Covers, Recycled;Office Supplies - Binders;28/04/2014;12,0;11,43;137,16;87,84;0
OFF-STI-10002716;Stiletto Box Cutter, Serrated;Office Supplies - Supplies;06/07/2013;1,0;32,67;32,67;17,67;0
OFF-PA-10000533;Southworth Parchment Paper & Envelopes;Office Supplies - Paper;03/05/2013;2,0;6,54;13,08;7,06;0
OFF-BI-10004177;Wilson Jones 3-Hole Punch, Durable;Office Supplies - Binders;31/10/2014;3,0;15,73;47,18;33,66;1
TEC-PH-10000526;Vtech CS6719;Technology - Phones;26/10/2011;5,0;76,79;383,96;345,56;1
OFF-AR-10001386;Sanford Sketch Pad, Easy-Erase;Office Supplies - Art;24/05/2012;5,0;45,75;228,75;121,35;0
OFF-AP-10000358;Fellowes Basic Home/Office Series Surge Protectors;Office Supplies - Appliances;13/09/2014;7,0;12,98;90,86;64,51;0
OFF-BI-10000848;Angle-D Ring Binders;Office Supplies - Binders;24/07/2014;3,0;4,38;13,13;8,86;1
OFF-BI-10004589;Avery Binding Machine, Economy;Office Supplies - Binders;07/09/2011;3,0;43,96;131,87;126,09;1
OFF-ST-10001325;Sterilite Officeware Hinged File Box;Office Supplies - Storage;25/11/2013;5,0;8,38;41,92;38,25;1
TEC-AC-10002884;Belkin Keyboard, USB;Technology - Accessories;26/06/2014;3,0;84,09;252,27;158,94;0
FUR-BO-10002277;Bush Floating Shelf Set, Mobile;Furniture - Bookcases;27/05/2014;3,0;173,79;521,37;495,36;0
OFF-LA-10002068;Smead Removable Labels, Adjustable;Office Supplies - Labels;20/12/2012;3,0;4,36;13,07;14,64;1
TEC-CO-10003212;HP Copy Machine, High-Speed;Technology - Copiers;19/09/2014;6,0;162,14;972,81;935,88;1
OFF-ST-10003837;Tenex Lockers, Single Width;Office Supplies - Storage;31/01/2013;4,0;169,47;677,88;702,48;1
OFF-AME-10004759;Ames Manila Envelope, with clear poly window;Office Supplies - Envelopes;06/01/2014;6,0;28,23;169,38;96,66;0
OFF-ST-10004365;Fellowes Shelving, Wire Frame;Office Supplies - Storage;26/01/2011;3,0;47,24;141,71;90,54;1
TEC-PH-10000106;Apple Smart Phone, Full Size;Technology - Phones;24/05/2011;2,0;425,0;850,0;731,0;0
TEC-PH-10004327;Motorola Smart Phone, Full Size;Technology - Phones;29/01/2013;5,0;643,98;3219,9;2254,05;0
TEC-CO-10003800;Hewlett Wireless Fax, Color;Technology - Copiers;11/12/2014;6,0;190,82;1144,89;1831,86;1
OFF-PA-10002352;Eaton Parchment Paper, Premium;Office Supplies - Paper;14/08/2014;2,0;13,47;26,94;22,38;0
