Produto;Fornecedor;Classe;Volatilidade;EstoqueAtual;DemandaPrevMes(un);CoberturaDias;MinDias;MaxDias;LeadTimeDias;GiroAtual;GiroAlvo;Status;QtdSugerida;CustoUnitario;ValorSugerido
PC003872;Não informado;E;Baixa;34,0;39,0;26,2;55;100;15;13,94;4,71;🔴 Comprar agora;96,0;158,8;15228,04
PC006357;Não informado;E;Baixa;32,0;68,6;14,0;55;100;15;26,08;4,71;🚨 RUPTURA IMINENTE;197,0;152,34;29950,97
PC000426;Não informado;E;Baixa;7,0;21,9;9,6;55;100;15;37,99;4,71;🚨 RUPTURA IMINENTE;66,0;598,08;39383,74
PC001107;Não informado;E;Baixa;5,0;7,4;20,3;55;100;15;17,99;4,71;🔴 Comprar agora;20,0;443,33;8710,56
PC006314;Não informado;E;Baixa;8,0;6,9;34,9;55;100;15;10,47;4,71;🔴 Comprar agora;15,0;515,21;7700,18
PC003754;Não informado;E;Baixa;6,0;7,8;23,1;55;100;15;15,77;4,71;🔴 Comprar agora;20,0;826,89;16477,41
PC005760;Não informado;E;Baixa;20,0;16,9;35,4;55;100;15;10,3;4,71;🔴 Comprar agora;36,0;181,65;6620,9
PC006976;Não informado;E;Baixa;7,0;12,8;16,4;55;100;15;22,22;4,71;🔴 Comprar agora;36,0;491,62;17506,92
PC006485;Não informado;E;Baixa;77,0;26,3;87,8;55;100;15;4,16;4,71;🟢 OK;0,0;145,46;0,0
PC003477;Não informado;E;Baixa;9,0;17,1;15,8;55;100;15;23,17;4,71;🔴 Comprar agora;48,0;675,75;32530,46
PC003731;Não informado;E;Baixa;35,0;11,9;88,3;55;100;15;4,13;4,71;🟢 OK;0,0;240,35;0,0
PC005139;Não informado;E;Baixa;12,0;4,2;85,4;55;100;15;4,27;4,71;🟢 OK;0,0;908,55;0,0
PC007765;Não informado;E;Baixa;18,0;8,6;62,6;55;100;15;5,83;4,71;🟢 OK;0,0;400,04;0,0
PC004755;Não informado;E;Baixa;28,0;8,6;97,6;55;100;15;3,74;4,71;🟢 OK;0,0;365,41;0,0
PC001248;Não informado;E;Baixa;12,0;6,7;54,0;55;100;15;6,76;4,71;🔴 Comprar agora;10,0;568,61;5817,06
PC003659;Não informado;E;Baixa;26,0;7,6;102,4;55;100;15;3,57;4,71;🟡 Estoque excessivo;0,0;464,59;0,0
PC005536;Não informado;E;Baixa;28,0;14,3;58,7;55;100;15;6,21;4,71;🟢 OK;0,0;202,81;0,0
PC009355;Não informado;E;Baixa;12,0;9,5;37,9;55;100;15;9,63;4,71;🔴 Comprar agora;20,0;371,2;7300,62
PC005098;Não informado;E;Baixa;30,0;18,2;49,5;55;100;15;7,37;4,71;🔴 Comprar agora;31,0;297,55;9098,06
PC002880;Não informado;E;Baixa;55,0;26,7;61,7;55;100;15;5,91;4,71;🟢 OK;0,0;131,24;0,0
PC004757;Não informado;E;Baixa;28,0;12,4;67,9;55;100;15;5,38;4,71;🟢 OK;0,0;224,0;0,0
PC002858;Não informado;E;Baixa;19,0;18,2;31,3;55;100;15;11,66;4,71;🔴 Comprar agora;42,0;369,17;15397,48
PC008331;Não informado;E;Baixa;6,0;6,1;29,7;55;100;15;12,29;4,71;🔴 Comprar agora;14,0;409,84;5820,91
PC001770;Não informado;E;Baixa;14,0;6,1;68,7;55;100;15;5,31;4,71;🟢 OK;0,0;567,5;0,0
PC006688;Não informado;E;Baixa;5,0;3,9;38,5;55;100;15;9,47;4,71;🔴 Comprar agora;8,0;995,56;7941,77
PC009301;Não informado;E;Baixa;10,0;15,9;18,9;55;100;15;19,34;4,71;🔴 Comprar agora;43,0;602,54;25895,76
PC008106;Não informado;E;Baixa;11,0;19,6;16,8;55;100;15;21,73;4,71;🔴 Comprar agora;54,0;551,53;30055,36
PC002187;Não informado;E;Baixa;51,0;15,5;98,7;55;100;15;3,7;4,71;🟢 OK;0,0;220,24;0,0
PC008651;Não informado;E;Baixa;8,0;12,0;19,9;55;100;15;18,31;4,71;🔴 Comprar agora;32,0;305,13;9800,95
PC003008;Não informado;E;Baixa;5,0;8,0;18,8;55;100;15;19,44;4,71;🔴 Comprar agora;22,0;365,87;7916,29
PC000416;Não informado;E;Baixa;32,0;19,2;50,1;55;100;15;7,29;4,71;🔴 Comprar agora;32,0;176,29;5620,49
PC006912;Não informado;E;Baixa;21,0;6,7;94,0;55;100;15;3,88;4,71;🟢 OK;0,0;421,37;0,0
PC008203;Não informado;E;Baixa;7,0;4,3;49,4;55;100;15;7,4;4,71;🔴 Comprar agora;7,0;611,81;4395,33
PC000149;Não informado;E;Baixa;7,0;32,7;6,4;55;100;15;56,82;4,71;🚨 RUPTURA IMINENTE;102,0;361,75;36885,49
PC008659;Não informado;E;Baixa;9,0;3,9;69,5;55;100;15;5,25;4,71;🟢 OK;0,0;676,6;0,0
PC008128;Não informado;E;Baixa;6,0;3,5;51,1;55;100;15;7,14;4,71;🔴 Comprar agora;6,0;805,74;4625,73
PC004096;Não informado;E;Baixa;4,0;4,3;27,7;55;100;15;13,19;4,71;🔴 Comprar agora;10,0;539,79;5642,18
PC007040;Não informado;E;Baixa;9,0;12,1;22,4;55;100;15;16,32;4,71;🔴 Comprar agora;31,0;241,92;7560,56
PC007296;Não informado;E;Baixa;7,0;3,5;59,4;55;100;15;6,14;4,71;🟢 OK;0,0;792,66;0,0
PC007338;Não informado;E;Baixa;5,0;27,9;5,4;55;100;15;67,82;4,71;🚨 RUPTURA IMINENTE;88,0;613,03;53888,04
PC001427;Não informado;E;Baixa;51,0;48,6;31,5;55;100;15;11,59;4,71;🔴 Comprar agora;111,0;114,65;12712,54
PC004499;Não informado;E;Baixa;6,0;5,8;31,0;55;100;15;11,76;4,71;🔴 Comprar agora;13,0;442,35;5895,55
PC005707;Não informado;E;Baixa;20,0;6,0;99,3;55;100;15;3,68;4,71;🟢 OK;0,0;434,99;0,0
PC008298;Não informado;E;Baixa;17,0;5,5;93,2;55;100;15;3,92;4,71;🟢 OK;0,0;660,13;0,0
PC009770;Não informado;E;Baixa;14,0;13,6;30,9;55;100;15;11,82;4,71;🔴 Comprar agora;31,0;592,06;18557,25
PC006880;Não informado;E;Baixa;5,0;22,0;6,8;55;100;15;53,57;4,71;🚨 RUPTURA IMINENTE;68,0;599,39;40986,95
PC006987;Não informado;E;Baixa;10,0;5,0;60,2;55;100;15;6,07;4,71;🟢 OK;0,0;629,38;0,0
PC001376;Não informado;E;Baixa;25,0;10,3;72,8;55;100;15;5,01;4,71;🟢 OK;0,0;250,99;0,0
PC005525;Não informado;E;Baixa;3,0;4,8;18,9;55;100;15;19,3;4,71;🔴 Comprar agora;13,0;559,34;7194,43
PC007936;Não informado;E;Baixa;8,0;4,0;60,5;55;100;15;6,03;4,71;🟢 OK;0,0;766,97;0,0
PC005312;Não informado;E;Baixa;22,0;8,1;81,2;55;100;15;4,49;4,71;🟢 OK;0,0;350,23;0,0
PC005290;Não informado;E;Baixa;2,0;3,7;16,0;55;100;15;22,75;4,71;🔴 Comprar agora;10,0;799,06;8361,43
PC000267;Não informado;E;Baixa;4,0;3,9;30,6;55;100;15;11,93;4,71;🔴 Comprar agora;9,0;996,54;9037,92
PC000971;Não informado;E;Baixa;12,0;31,8;11,3;55;100;15;32,29;4,71;🚨 RUPTURA IMINENTE;94,0;432,4;40715,06
PC006475;Não informado;E;Baixa;4,0;3,9;30,6;55;100;15;11,91;4,71;🔴 Comprar agora;9,0;890,23;8062,05
PC000459;Não informado;E;Baixa;11,0;3,8;87,2;55;100;15;4,19;4,71;🟢 OK;0,0;765,19;0,0
PC002387;Não informado;E;Baixa;18,0;11,1;48,6;55;100;15;7,51;4,71;🔴 Comprar agora;19,0;204,37;3888,95
PC008746;Não informado;E;Baixa;12,0;5,2;69,3;55;100;15;5,27;4,71;🟢 OK;0,0;518,07;0,0
PC000554;Não informado;E;Baixa;19,0;9,9;57,8;55;100;15;6,31;4,71;🟢 OK;0,0;222,28;0,0
PC008915;Não informado;E;Baixa;16,0;6,0;80,6;55;100;15;4,53;4,71;🟢 OK;0,0;440,05;0,0
PC001632;Não informado;E;Baixa;28,0;9,6;87,7;55;100;15;4,16;4,71;🟢 OK;0,0;295,93;0,0
PC009429;Não informado;E;Baixa;7,0;6,6;32,0;55;100;15;11,39;4,71;🔴 Comprar agora;15,0;655,17;9727,87
PC004010;Não informado;E;Baixa;10,0;6,4;46,7;55;100;15;7,82;4,71;🔴 Comprar agora;11,0;709,14;8105,19
PC009171;Não informado;E;Baixa;7,0;4,0;52,1;55;100;15;7,0;4,71;🔴 Comprar agora;6,0;826,06;5306,78
PC006240;Não informado;E;Baixa;13,0;8,1;48,4;55;100;15;7,55;4,71;🔴 Comprar agora;14,0;354,08;4915,29
PC004691;Não informado;E;Baixa;20,0;10,3;58,1;55;100;15;6,28;4,71;🟢 OK;0,0;282,38;0,0
PC004906;Não informado;E;Baixa;4,0;3,0;39,7;55;100;15;9,18;4,71;🔴 Comprar agora;6,0;711,45;4314,61
PC004683;Não informado;E;Baixa;23,0;17,0;40,7;55;100;15;8,98;4,71;🔴 Comprar agora;34,0;453,13;15211,26
PC007658;Não informado;E;Baixa;9,0;6,6;40,8;55;100;15;8,96;4,71;🔴 Comprar agora;13,0;265,96;3479,12
PC003733;Não informado;E;Baixa;14,0;4,9;85,1;55;100;15;4,29;4,71;🟢 OK;0,0;526,95;0,0
PC004864;Não informado;E;Baixa;6,0;9,8;18,4;55;100;15;19,81;4,71;🔴 Comprar agora;27,0;767,15;20381,31
PC005971;Não informado;E;Baixa;10,0;10,1;29,6;55;100;15;12,32;4,71;🔴 Comprar agora;24,0;705,38;16747,27
PC008267;Não informado;E;Baixa;14,0;7,5;56,3;55;100;15;6,48;4,71;🟢 OK;0,0;310,01;0,0
PC000352;Não informado;E;Baixa;9,0;5,3;50,7;55;100;15;7,2;4,71;🔴 Comprar agora;9,0;637,51;5581,87
PC001962;Não informado;E;Baixa;31,0;28,4;32,7;55;100;15;11,16;4,71;🔴 Comprar agora;64,0;119,05;7591,31
PC009419;Não informado;E;Baixa;26,0;10,2;76,2;55;100;15;4,79;4,71;🟢 OK;0,0;278,25;0,0
PC003200;Não informado;E;Baixa;8,0;5,0;47,9;55;100;15;7,62;4,71;🔴 Comprar agora;9,0;897,15;7807,78
PC003221;Não informado;E;Baixa;6,0;6,9;26,2;55;100;15;13,94;4,71;🔴 Comprar agora;17,0;315,71;5342,12
PC008224;Não informado;E;Baixa;11,0;3,5;93,6;55;100;15;3,9;4,71;🟢 OK;0,0;699,41;0,0
PC009632;Não informado;E;Baixa;7,0;3,0;70,4;55;100;15;5,19;4,71;🟢 OK;0,0;733,33;0,0
PC008938;Não informado;E;Baixa;5,0;3,7;40,2;55;100;15;9,09;4,71;🔴 Comprar agora;7,0;691,94;5151,75
PC005269;Não informado;E;Baixa;11,0;5,7;57,8;55;100;15;6,32;4,71;🟢 OK;0,0;481,52;0,0
PC000597;Não informado;E;Baixa;7,0;3,5;59,8;55;100;15;6,1;4,71;🟢 OK;0,0;567,09;0,0
PC005472;Não informado;E;Baixa;2,0;4,6;13,0;55;100;15;28,15;4,71;🚨 RUPTURA IMINENTE;13,0;890,78;11958,99
PC000275;Não informado;E;Baixa;9,0;3,2;85,0;55;100;15;4,29;4,71;🟢 OK;0,0;916,04;0,0
PC003861;Não informado;E;Baixa;16,0;4,4;109,4;55;100;15;3,34;4,71;🟡 Estoque excessivo;0,0;558,11;0,0
PC001952;Não informado;E;Baixa;15,0;16,0;28,1;55;100;15;13,0;4,71;🔴 Comprar agora;38,0;180,41;6928,83
PC000874;Não informado;E;Baixa;3,0;5,1;17,5;55;100;15;20,8;4,71;🔴 Comprar agora;14,0;494,29;6968,24
PC007274;Não informado;E;Baixa;3,0;3,0;30,0;55;100;15;12,18;4,71;🔴 Comprar agora;7,0;767,67;5382,15
PC008531;Não informado;E;Baixa;14,0;7,8;53,8;55;100;15;6,78;4,71;🔴 Comprar agora;12,0;574,02;6888,28
PC002323;Não informado;E;Baixa;4,0;5,0;23,9;55;100;15;15,26;4,71;🔴 Comprar agora;13,0;502,72;6395,25
PC001056;Não informado;E;Baixa;40,0;11,9;101,1;55;100;15;3,61;4,71;🟡 Estoque excessivo;0,0;227,76;0,0
PC002432;Não informado;E;Baixa;22,0;13,9;47,6;55;100;15;7,67;4,71;🔴 Comprar agora;24,0;549,89;13319,86
PC001995;Não informado;E;Baixa;3,0;4,1;21,7;55;100;15;16,83;4,71;🔴 Comprar agora;11,0;668,84;7244,23
PC004256;Não informado;E;Baixa;7,0;5,8;36,1;55;100;15;10,11;4,71;🔴 Comprar agora;12,0;407,46;5051,71
PC002635;Não informado;E;Baixa;59,0;19,7;90,0;55;100;15;4,06;4,71;🟢 OK;0,0;122,47;0,0
PC004371;Não informado;E;Baixa;6,0;11,0;16,3;55;100;15;22,38;4,71;🔴 Comprar agora;31,0;745,01;22936,46
PC009920;Não informado;E;Baixa;28,0;16,5;50,9;55;100;15;7,17;4,71;🔴 Comprar agora;27,0;150,32;4063,37
PC005696;Não informado;E;Baixa;12,0;5,1;70,7;55;100;15;5,16;4,71;🟢 OK;0,0;419,98;0,0
PC006283;Não informado;E;Baixa;21,0;8,5;73,8;55;100;15;4,94;4,71;🟢 OK;0,0;290,74;0,0
PC008907;Não informado;E;Baixa;8,0;4,1;59,0;55;100;15;6,19;4,71;🟢 OK;0,0;475,54;0,0
PC001152;Não informado;E;Baixa;2,0;16,7;3,6;55;100;15;101,52;4,71;🚨 RUPTURA IMINENTE;54,0;651,93;34960,1
PC006613;Não informado;E;Baixa;6,0;4,8;37,4;55;100;15;9,76;4,71;🔴 Comprar agora;10,0;778,51;7824,09
PC000725;Não informado;E;Baixa;10,0;2,8;106,0;55;100;15;3,44;4,71;🟡 Estoque excessivo;0,0;636,66;0,0
PC000640;Não informado;E;Baixa;5,0;8,0;18,7;55;100;15;19,48;4,71;🔴 Comprar agora;22,0;466,33;10112,26
PC008469;Não informado;E;Média;13,0;8,1;48,1;55;100;15;7,58;4,71;🔴 Comprar agora;14,0;522,6;7319,38
PC003413;Não informado;E;Baixa;6,0;3,6;49,4;55;100;15;7,39;4,71;🔴 Comprar agora;6,0;515,55;3169,02
PC002368;Não informado;E;Baixa;3,0;8,3;10,8;55;100;15;33,69;4,71;🚨 RUPTURA IMINENTE;25,0;791,95;19555,74
PC009322;Não informado;E;Baixa;10,0;12,5;24,0;55;100;15;15,23;4,71;🔴 Comprar agora;32,0;299,5;9500,86
PC008533;Não informado;E;Baixa;5,0;2,7;56,3;55;100;15;6,48;4,71;🟢 OK;0,0;1005,48;0,0
PC000192;Não informado;E;Baixa;9,0;4,1;66,3;55;100;15;5,5;4,71;🟢 OK;0,0;615,51;0,0
PC001611;Não informado;E;Baixa;43,0;13,0;99,3;55;100;15;3,68;4,71;🟢 OK;0,0;140,84;0,0
PC003520;Não informado;E;Baixa;8,0;2,7;88,7;55;100;15;4,12;4,71;🟢 OK;0,0;817,73;0,0
PC002602;Não informado;E;Baixa;43,0;15,3;84,2;55;100;15;4,34;4,71;🟢 OK;0,0;155,75;0,0
PC005899;Não informado;E;Baixa;16,0;7,4;64,9;55;100;15;5,62;4,71;🟢 OK;0,0;262,95;0,0
PC005771;Não informado;E;Baixa;12,0;5,0;71,6;55;100;15;5,1;4,71;🟢 OK;0,0;409,35;0,0
PC000256;Não informado;E;Média;16,0;16,9;28,3;55;100;15;12,88;4,71;🔴 Comprar agora;40,0;240,25;9722,38
PC002048;Não informado;E;Baixa;19,0;6,2;92,1;55;100;15;3,96;4,71;🟢 OK;0,0;291,63;0,0
PC003424;Não informado;E;Baixa;4,0;3,9;31,1;55;100;15;11,75;4,71;🔴 Comprar agora;9,0;586,62;5210,04
PC001344;Não informado;E;Baixa;3,0;3,9;23,0;55;100;15;15,84;4,71;🔴 Comprar agora;10,0;418,77;4194,22
PC002218;Não informado;E;Baixa;4,0;4,0;29,6;55;100;15;12,32;4,71;🔴 Comprar agora;9,0;406,72;3863,53
PC002944;Não informado;E;Baixa;7,0;6,0;34,9;55;100;15;10,45;4,71;🔴 Comprar agora;13,0;796,47;10384,06
PC001578;Não informado;E;Baixa;5,0;9,2;16,3;55;100;15;22,34;4,71;🔴 Comprar agora;26,0;570,69;14614,64
PC009931;Não informado;E;Baixa;6,0;13,1;13,7;55;100;15;26,66;4,71;🚨 RUPTURA IMINENTE;38,0;211,92;8016,31
PC000341;Não informado;E;Baixa;5,0;15,4;9,7;55;100;15;37,53;4,71;🚨 RUPTURA IMINENTE;46,0;203,89;9461,61
PC009514;Não informado;E;Baixa;17,0;17,0;30,0;55;100;15;12,15;4,71;🔴 Comprar agora;40,0;155,53;6157,56
PC000203;Não informado;E;Baixa;9,0;4,9;55,1;55;100;15;6,63;4,71;🟢 OK;0,0;766,61;0,0
PC008725;Não informado;E;Baixa;2,0;2,7;21,9;55;100;15;16,7;4,71;🔴 Comprar agora;7,0;939,72;6719,44
PC007456;Não informado;E;Média;31,0;28,2;33,0;55;100;15;11,06;4,71;🔴 Comprar agora;63,0;110,94;6979,91
PC007509;Não informado;E;Baixa;5,0;4,8;31,5;55;100;15;11,58;4,71;🔴 Comprar agora;11,0;547,04;5941,37
PC009642;Não informado;E;Baixa;8,0;6,3;38,0;55;100;15;9,61;4,71;🔴 Comprar agora;13,0;259,48;3392,34
PC005781;Não informado;E;Baixa;36,0;19,5;55,4;55;100;15;6,59;4,71;🟢 OK;0,0;103,04;0,0
PC007978;Não informado;E;Baixa;6,0;12,9;14,0;55;100;15;26,14;4,71;🚨 RUPTURA IMINENTE;37,0;676,5;25006,26
PC000533;Não informado;E;Baixa;6,0;2,0;88,8;55;100;15;4,11;4,71;🟢 OK;0,0;1000,56;0,0
PC006547;Não informado;E;Baixa;7,0;4,5;46,3;55;100;15;7,88;4,71;🔴 Comprar agora;8,0;692,25;5619,87
PC002251;Não informado;E;Baixa;4,0;6,0;20,1;55;100;15;18,16;4,71;🔴 Comprar agora;16,0;775,56;12335,5
PC000531;Não informado;E;Baixa;5,0;8,1;18,6;55;100;15;19,6;4,71;🔴 Comprar agora;22,0;232,76;5085,74
PC004394;Não informado;E;Baixa;4,0;10,3;11,6;55;100;15;31,38;4,71;🚨 RUPTURA IMINENTE;30,0;831,49;25271,11
PC002133;Não informado;E;Baixa;3,0;1,8;50,6;55;100;15;7,22;4,71;🔴 Comprar agora;3,0;863,98;2535,17
PC004576;Não informado;E;Baixa;4,0;4,9;24,7;55;100;15;14,77;4,71;🔴 Comprar agora;12,0;346,32;4220,96
PC000715;Não informado;E;Baixa;37,0;34,1;32,5;55;100;15;11,22;4,71;🔴 Comprar agora;77,0;193,32;14826,76
PC000211;Não informado;E;Baixa;3,0;10,2;8,8;55;100;15;41,33;4,71;🚨 RUPTURA IMINENTE;31,0;665,44;20609,3
PC007488;Não informado;E;Baixa;5,0;4,1;36,8;55;100;15;9,92;4,71;🔴 Comprar agora;9,0;368,75;3165,3
PC004627;Não informado;E;Baixa;11,0;8,1;40,6;55;100;15;8,99;4,71;🔴 Comprar agora;16,0;804,48;12947,73
PC000544;Não informado;E;Baixa;5,0;8,0;18,7;55;100;15;19,5;4,71;🔴 Comprar agora;22,0;223,98;4864,45
PC003669;Não informado;E;Baixa;11,0;6,4;51,5;55;100;15;7,09;4,71;🔴 Comprar agora;10,0;294,24;3050,97
PC006816;Não informado;E;Baixa;16,0;4,9;97,5;55;100;15;3,74;4,71;🟢 OK;0,0;305,56;0,0
PC003776;Não informado;E;Baixa;28,0;9,4;89,8;55;100;15;4,07;4,71;🟢 OK;0,0;166,55;0,0
PC007680;Não informado;E;Baixa;8,0;3,1;77,2;55;100;15;4,73;4,71;🟢 OK;0,0;519,16;0,0
PC004949;Não informado;E;Baixa;7,0;2,8;75,3;55;100;15;4,85;4,71;🟢 OK;0,0;469,67;0,0
PC008467;Não informado;E;Baixa;15,0;22,1;20,4;55;100;15;17,93;4,71;🔴 Comprar agora;59,0;111,5;6545,53
PC002451;Não informado;E;Baixa;17,0;15,1;33,9;55;100;15;10,77;4,71;🔴 Comprar agora;33,0;198,87;6597,82
PC005963;Não informado;E;Baixa;7,0;1,9;108,1;55;100;15;3,38;4,71;🟡 Estoque excessivo;0,0;875,57;0,0
PC006037;Não informado;E;Baixa;8,0;4,7;51,1;55;100;15;7,14;4,71;🔴 Comprar agora;8,0;485,33;3714,32
PC005504;Não informado;E;Baixa;5,0;6,9;21,6;55;100;15;16,86;4,71;🔴 Comprar agora;18,0;773,83;14004,04
PC001939;Não informado;E;Média;2,0;3,3;18,3;55;100;15;19,94;4,71;🔴 Comprar agora;9,0;753,15;6723,02
PC004307;Não informado;E;Baixa;6,0;12,8;14,0;55;100;15;26,05;4,71;🚨 RUPTURA IMINENTE;37,0;143,51;5285,07
PC007402;Não informado;E;Baixa;8,0;6,4;37,7;55;100;15;9,69;4,71;🔴 Comprar agora;13,0;350,11;4637,52
PC009299;Não informado;E;Baixa;14,0;4,7;88,5;55;100;15;4,12;4,71;🟢 OK;0,0;336,99;0,0
PC009258;Não informado;E;Baixa;4,0;3,4;35,1;55;100;15;10,4;4,71;🔴 Comprar agora;7,0;442,14;3270,17
PC008083;Não informado;E;Baixa;2,0;2,0;29,8;55;100;15;12,24;4,71;🔴 Comprar agora;5,0;754,52;3552,67
PC007381;Não informado;E;Baixa;12,0;6,3;57,2;55;100;15;6,38;4,71;🟢 OK;0,0;265,44;0,0
PC007125;Não informado;E;Baixa;22,0;12,6;52,3;55;100;15;6,98;4,71;🔴 Comprar agora;20,0;112,02;2245,43
PC006101;Não informado;E;Baixa;10,0;3,0;100,2;55;100;15;3,64;4,71;🟡 Estoque excessivo;0,0;540,45;0,0
PC007072;Não informado;E;Baixa;1,0;16,7;1,8;55;100;15;202,68;4,71;🚨 RUPTURA IMINENTE;55,0;259,36;14142,33
PC007146;Não informado;E;Baixa;2,0;3,0;19,8;55;100;15;18,39;4,71;🔴 Comprar agora;8,0;743,31;6003,39
PC009120;Não informado;E;Baixa;23,0;19,0;36,4;55;100;15;10,03;4,71;🔴 Comprar agora;40,0;149,97;6027,33
PC008928;Não informado;E;Baixa;21,0;21,8;28,9;55;100;15;12,61;4,71;🔴 Comprar agora;52,0;223,8;11534,45
PC009491;Não informado;E;Baixa;9,0;20,7;13,1;55;100;15;27,92;4,71;🚨 RUPTURA IMINENTE;60,0;253,7;15181,68
PC002688;Não informado;E;Baixa;3,0;8,2;11,0;55;100;15;33,07;4,71;🚨 RUPTURA IMINENTE;24,0;559,45;13525,81
PC003626;Não informado;E;Baixa;5,0;5,7;26,2;55;100;15;13,94;4,71;🔴 Comprar agora;14,0;823,36;11607,94
PC008085;Não informado;E;Baixa;7,0;15,0;14,0;55;100;15;26,16;4,71;🚨 RUPTURA IMINENTE;43,0;522,22;22540,28
PC000480;Não informado;E;Baixa;6,0;2,0;88,3;55;100;15;4,13;4,71;🟢 OK;0,0;885,52;0,0
PC007904;Não informado;E;Baixa;4,0;3,0;39,7;55;100;15;9,2;4,71;🔴 Comprar agora;6,0;661,41;4026,44
PC007819;Não informado;E;Baixa;3,0;4,9;18,3;55;100;15;19,93;4,71;🔴 Comprar agora;13,0;742,12;9929,17
PC001706;Não informado;E;Baixa;7,0;2,8;76,3;55;100;15;4,78;4,71;🟢 OK;0,0;606,64;0,0
PC002837;Não informado;E;Baixa;24,0;19,6;36,8;55;100;15;9,92;4,71;🔴 Comprar agora;41,0;121,16;4995,63
PC000032;Não informado;E;Baixa;4,0;1,8;65,2;55;100;15;5,6;4,71;🟢 OK;0,0;586,0;0,0
PC006506;Não informado;E;Baixa;3,0;3,1;29,5;55;100;15;12,39;4,71;🔴 Comprar agora;7,0;645,48;4636,49
PC009365;Não informado;E;Baixa;14,0;9,7;43,3;55;100;15;8,42;4,71;🔴 Comprar agora;18,0;225,12;4121,02
PC006803;Não informado;E;Baixa;8,0;4,6;51,9;55;100;15;7,04;4,71;🔴 Comprar agora;7,0;415,48;3082,64
PC004565;Não informado;E;Baixa;2,0;3,9;15,3;55;100;15;23,83;4,71;🔴 Comprar agora;11,0;835,53;9239,98
PC008810;Não informado;E;Baixa;9,0;5,1;53,2;55;100;15;6,86;4,71;🔴 Comprar agora;8,0;255,32;2022,34
PC009747;Não informado;E;Baixa;22,0;8,2;80,5;55;100;15;4,53;4,71;🟢 OK;0,0;176,51;0,0
PC003488;Não informado;E;Baixa;5,0;4,0;37,1;55;100;15;9,84;4,71;🔴 Comprar agora;8,0;366,11;3103,49
PC003027;Não informado;E;Baixa;6,0;2,0;89,2;55;100;15;4,09;4,71;🟢 OK;0,0;654,85;0,0
PC007584;Não informado;E;Baixa;6,0;2,0;89,8;55;100;15;4,06;4,71;🟢 OK;0,0;570,06;0,0
PC006592;Não informado;E;Baixa;5,0;2,6;56,9;55;100;15;6,42;4,71;🟢 OK;0,0;399,89;0,0
PC003347;Não informado;E;Média;3,0;5,0;18,0;55;100;15;20,28;4,71;🔴 Comprar agora;14,0;523,33;7154,92
PC009088;Não informado;E;Baixa;4,0;2,7;45,2;55;100;15;8,07;4,71;🔴 Comprar agora;5,0;521,34;2527,45
PC006496;Não informado;E;Média;8,0;8,2;29,4;55;100;15;12,43;4,71;🔴 Comprar agora;19,0;236,69;4553,68
PC005323;Não informado;E;Baixa;6,0;3,1;57,5;55;100;15;6,35;4,71;🟢 OK;0,0;589,59;0,0
PC008480;Não informado;E;Baixa;33,0;26,6;37,3;55;100;15;9,79;4,71;🔴 Comprar agora;56,0;70,38;3906,33
PC008917;Não informado;E;Baixa;28,0;17,3;48,4;55;100;15;7,53;4,71;🔴 Comprar agora;30,0;67,25;2003,66
PC008874;Não informado;E;Baixa;5,0;1,8;85,4;55;100;15;4,27;4,71;🟢 OK;0,0;523,38;0,0
PC003456;Não informado;E;Média;2,0;7,9;7,6;55;100;15;48,03;4,71;🚨 RUPTURA IMINENTE;24,0;265,06;6445,4
PC003306;Não informado;E;Baixa;6,0;7,5;23,8;55;100;15;15,31;4,71;🔴 Comprar agora;19,0;800,41;15336,27
PC001045;Não informado;E;Baixa;1,0;1,8;16,3;55;100;15;22,43;4,71;🔴 Comprar agora;5,0;696,53;3583,21
PC007691;Não informado;E;Baixa;29,0;15,4;56,6;55;100;15;6,44;4,71;🟢 OK;0,0;81,92;0,0
PC003178;Não informado;E;Baixa;3,0;2,1;43,8;55;100;15;8,33;4,71;🔴 Comprar agora;4,0;572,29;2202,02
PC003915;Não informado;E;Baixa;12,0;11,7;30,6;55;100;15;11,91;4,71;🔴 Comprar agora;27,0;122,3;3321,6
PC001408;Não informado;E;Baixa;6,0;29,6;6,1;55;100;15;59,98;4,71;🚨 RUPTURA IMINENTE;93,0;289,96;26847,88
PC001235;Não informado;E;Baixa;6,0;11,3;16,0;55;100;15;22,87;4,71;🔴 Comprar agora;32,0;579,56;18308,08
PC005674;Não informado;E;Baixa;4,0;1,6;73,1;55;100;15;4,99;4,71;🟢 OK;0,0;593,77;0,0
PC000651;Não informado;E;Baixa;4,0;1,9;62,2;55;100;15;5,87;4,71;🟢 OK;0,0;767,01;0,0
PC002912;Não informado;E;Baixa;10,0;2,8;106,1;55;100;15;3,44;4,71;🟡 Estoque excessivo;0,0;364,78;0,0
PC003283;Não informado;E;Baixa;6,0;1,9;95,9;55;100;15;3,81;4,71;🟢 OK;0,0;675,85;0,0
PC000277;Não informado;E;Baixa;28,0;19,5;43,2;55;100;15;8,45;4,71;🔴 Comprar agora;37,0;124,83;4598,57
PC006549;Não informado;E;Baixa;12,0;3,5;102,1;55;100;15;3,58;4,71;🟡 Estoque excessivo;0,0;288,55;0,0
PC005152;Não informado;E;Baixa;6,0;3,2;57,0;55;100;15;6,4;4,71;🟢 OK;0,0;610,43;0,0
