Produto;Fornecedor;Classe;Volatilidade;EstoqueAtual;DemandaPrevMes(un);CoberturaDias;MinDias;MaxDias;LeadTimeDias;GiroAtual;GiroAlvo;Status;QtdSugerida;CustoUnitario;ValorSugerido;CapitalParado
PC009923;Não informado;E;Baixa;6,0;2,0;89,7;55;100;15;4,07;4,71;🟢 OK;0,0;317,09;0,0;1902,54
PC006110;Não informado;E;Baixa;2,0;1,0;61,7;55;100;15;5,91;4,71;🟢 OK;0,0;950,46;0,0;1900,92
PC001874;Não informado;E;Baixa;2,0;2,0;29,7;55;100;15;12,29;4,71;🔴 Comprar agora;5,0;945,54;4474,38;1891,08
PC009312;Não informado;E;Baixa;3,0;0,9;102,0;55;100;15;3,58;4,71;🟡 Estoque excessivo;0,0;629,88;0,0;1889,6399999999999
PC007758;Não informado;E;Baixa;2,0;1,9;31,8;55;100;15;11,49;4,71;🔴 Comprar agora;4,0;943,58;4054,76;1887,16
PC000638;Não informado;E;Baixa;5,0;2,0;74,1;55;100;15;4,93;4,71;🟢 OK;0,0;376,09;0,0;1880,4499999999998
PC000376;Não informado;E;Baixa;3,0;1,0;93,5;55;100;15;3,9;4,71;🟢 OK;0,0;625,65;0,0;1876,9499999999998
PC000686;Não informado;E;Baixa;2,0;2,0;29,3;55;100;15;12,46;4,71;🔴 Comprar agora;5,0;938,06;4526,3;1876,12
PC006374;Não informado;E;Baixa;2,0;1,0;58,3;55;100;15;6,26;4,71;🟢 OK;0,0;936,8;0,0;1873,6
PC009318;Não informado;E;Baixa;5,0;2,0;73,4;55;100;15;4,98;4,71;🟢 OK;0,0;374,33;0,0;1871,6499999999999
PC003897;Não informado;E;Baixa;5,0;1,8;82,5;55;100;15;4,43;4,71;🟢 OK;0,0;374,02;0,0;1870,1
PC005957;Não informado;E;Baixa;3,0;1,3;68,0;55;100;15;5,37;4,71;🟢 OK;0,0;622,66;0,0;1867,98
PC008239;Não informado;E;Baixa;3,0;0,9;96,6;55;100;15;3,78;4,71;🟢 OK;0,0;613,45;0,0;1840,3500000000001
PC000602;Não informado;E;Baixa;1,0;1,0;30,8;55;100;15;11,86;4,71;🔴 Comprar agora;2,0;1830,86;4120,16;1830,86
PC006137;Não informado;E;Baixa;2,0;1,7;36,3;55;100;15;10,06;4,71;🔴 Comprar agora;4,0;914,11;3212,85;1828,22
PC005322;Não informado;E;Baixa;2,0;1,6;38,6;55;100;15;9,45;4,71;🔴 Comprar agora;3,0;911,54;2897,48;1823,08
PC008773;Não informado;E;Baixa;2,0;2,0;29,9;55;100;15;12,21;4,71;🔴 Comprar agora;5,0;902,34;4234,16;1804,68
PC003312;Não informado;E;Baixa;3,0;2,0;45,7;55;100;15;7,98;4,71;🔴 Comprar agora;4,0;597,53;2125,92;1792,59
PC009111;Não informado;E;Baixa;2,0;1,3;47,3;55;100;15;7,72;4,71;🔴 Comprar agora;2,0;895,64;1996,44;1791,28
PC007112;Não informado;E;Baixa;1,0;1,0;29,7;55;100;15;12,27;4,71;🔴 Comprar agora;2,0;1781,36;4209,31;1781,36
PC001575;Não informado;E;Baixa;6,0;1,8;101,6;55;100;15;3,59;4,71;🟡 Estoque excessivo;0,0;294,1;0,0;1764,6000000000001
PC007613;Não informado;E;Baixa;5,0;1,9;77,8;55;100;15;4,69;4,71;🟢 OK;0,0;352,3;0,0;1761,5
PC004318;Não informado;E;Baixa;2,0;1,0;59,7;55;100;15;6,11;4,71;🟢 OK;0,0;876,97;0,0;1753,94
PC000671;Não informado;E;Baixa;2,0;2,0;29,5;55;100;15;12,39;4,71;🔴 Comprar agora;5,0;873,49;4183,13;1746,98
PC000613;Não informado;E;Baixa;1,0;1,0;29,7;55;100;15;12,31;4,71;🔴 Comprar agora;2,0;1743,34;4135,17;1743,34
PC006173;Não informado;E;Baixa;6,0;1,8;97,8;55;100;15;3,73;4,71;🟢 OK;0,0;288,26;0,0;1729,56
PC001807;Não informado;E;Baixa;2,0;2,0;29,6;55;100;15;12,34;4,71;🔴 Comprar agora;5,0;858,96;4090,52;1717,92
PC004397;Não informado;E;Baixa;2,0;1,0;59,0;55;100;15;6,19;4,71;🟢 OK;0,0;857,82;0,0;1715,64
PC007059;Não informado;E;Média;3,0;1,7;54,2;55;100;15;6,74;4,71;🔴 Comprar agora;3,0;571,33;1450,91;1713,9900000000002
PC007931;Não informado;E;Baixa;1,0;1,0;29,0;55;100;15;12,61;4,71;🔴 Comprar agora;2,0;1700,88;4173,93;1700,88
PC004054;Não informado;E;Baixa;2,0;0,8;74,9;55;100;15;4,87;4,71;🟢 OK;0,0;846,34;0,0;1692,68
PC004603;Não informado;E;Baixa;1,0;1,0;29,4;55;100;15;12,44;4,71;🔴 Comprar agora;2,0;1688,33;4063,76;1688,33
PC006199;Não informado;E;Baixa;2,0;2,0;30,1;55;100;15;12,13;4,71;🔴 Comprar agora;5,0;843,52;3917,69;1687,04
PC002236;Não informado;E;Baixa;1,0;1,0;31,3;55;100;15;11,66;4,71;🔴 Comprar agora;2,0;1676,0;3677,97;1676,0
PC008558;Não informado;E;Baixa;1,0;1,0;29,2;55;100;15;12,5;4,71;🔴 Comprar agora;2,0;1671,66;4054,7;1671,66
PC007268;Não informado;E;Baixa;3,0;1,0;87,9;55;100;15;4,15;4,71;🟢 OK;0,0;556,57;0,0;1669,71
PC000287;Não informado;E;Baixa;3,0;2,0;44,8;55;100;15;8,14;4,71;🔴 Comprar agora;4,0;555,04;2048,32;1665,12
PC002245;Não informado;E;Baixa;3,0;1,0;92,2;55;100;15;3,96;4,71;🟢 OK;0,0;552,97;0,0;1658,91
PC001822;Não informado;E;Baixa;2,0;1,0;57,8;55;100;15;6,32;4,71;🟢 OK;0,0;827,55;0,0;1655,1
PC005448;Não informado;E;Baixa;1,0;2,0;15,1;55;100;15;24,15;4,71;🔴 Comprar agora;6,0;1647,62;9254,14;1647,62
PC006766;Não informado;E;Baixa;1,0;1,1;27,8;55;100;15;13,15;4,71;🔴 Comprar agora;3,0;1646,84;4286,14;1646,84
PC004478;Não informado;E;Baixa;1,0;1,0;29,1;55;100;15;12,54;4,71;🔴 Comprar agora;2,0;1644,14;4003,05;1644,14
PC009354;Não informado;E;Baixa;1,0;1,0;30,3;55;100;15;12,03;4,71;🔴 Comprar agora;2,0;1624,19;3727,4;1624,19
PC005036;Não informado;E;Baixa;3,0;2,0;45,3;55;100;15;8,06;4,71;🔴 Comprar agora;4,0;540,8;1961,0;1622,3999999999999
PC006685;Não informado;E;Baixa;5,0;1,9;78,2;55;100;15;4,67;4,71;🟢 OK;0,0;323,78;0,0;1618,8999999999999
PC004330;Não informado;E;Baixa;3,0;1,3;67,6;55;100;15;5,4;4,71;🟢 OK;0,0;539,53;0,0;1618,59
PC007967;Não informado;E;Baixa;2,0;1,6;38,7;55;100;15;9,43;4,71;🔴 Comprar agora;3,0;802,34;2542,14;1604,68
PC007200;Não informado;E;Baixa;3,0;1,0;92,3;55;100;15;3,95;4,71;🟢 OK;0,0;533,34;0,0;1600,02
PC003125;Não informado;E;Baixa;2,0;0,9;67,4;55;100;15;5,41;4,71;🟢 OK;0,0;793,62;0,0;1587,24
PC003814;Não informado;E;Baixa;2,0;1,1;56,8;55;100;15;6,43;4,71;🟢 OK;0,0;789,31;0,0;1578,62
PC003345;Não informado;E;Baixa;1,0;1,3;23,0;55;100;15;15,85;4,71;🔴 Comprar agora;3,0;1577,46;5271,66;1577,46
PC009566;Não informado;E;Baixa;2,0;1,3;44,7;55;100;15;8,16;4,71;🔴 Comprar agora;2,0;788,58;1950,39;1577,16
PC007788;Não informado;E;Baixa;3,0;1,2;74,1;55;100;15;4,93;4,71;🟢 OK;0,0;524,55;0,0;1573,6499999999999
PC002160;Não informado;E;Baixa;3,0;1,3;69,2;55;100;15;5,27;4,71;🟢 OK;0,0;524,26;0,0;1572,78
PC006344;Não informado;E;Baixa;1,0;1,0;30,2;55;100;15;12,09;4,71;🔴 Comprar agora;2,0;1571,91;3634,56;1571,91
PC001046;Não informado;E;Baixa;3,0;1,3;67,7;55;100;15;5,39;4,71;🟢 OK;0,0;523,86;0,0;1571,58
PC003793;Não informado;E;Baixa;1,0;1,3;23,0;55;100;15;15,84;4,71;🔴 Comprar agora;3,0;1570,23;5243,58;1570,23
PC001168;Não informado;E;Baixa;3,0;1,0;89,6;55;100;15;4,07;4,71;🟢 OK;0,0;517,95;0,0;1553,8500000000001
PC009162;Não informado;E;Média;2,0;1,6;38,2;55;100;15;9,55;4,71;🔴 Comprar agora;3,0;772,71;2496,12;1545,42
PC009147;Não informado;E;Baixa;1,0;1,0;29,9;55;100;15;12,23;4,71;🔴 Comprar agora;2,0;1545,08;3630,89;1545,08
PC007968;Não informado;E;Baixa;6,0;1,9;94,8;55;100;15;3,85;4,71;🟢 OK;0,0;255,57;0,0;1533,42
PC008416;Não informado;E;Baixa;2,0;1,1;57,0;55;100;15;6,41;4,71;🟢 OK;0,0;760,2;0,0;1520,4
PC003931;Não informado;E;Baixa;2,0;1,0;58,5;55;100;15;6,24;4,71;🟢 OK;0,0;759,46;0,0;1518,92
PC000655;Não informado;E;Baixa;2,0;1,0;61,5;55;100;15;5,93;4,71;🟢 OK;0,0;755,2;0,0;1510,4
PC008083;Não informado;E;Baixa;2,0;2,0;29,8;55;100;15;12,24;4,71;🔴 Comprar agora;5,0;754,52;3552,67;1509,04
PC009447;Não informado;E;Baixa;5,0;1,9;80,8;55;100;15;4,52;4,71;🟢 OK;0,0;300,78;0,0;1503,8999999999999
PC008419;Não informado;E;Baixa;1,0;1,0;29,9;55;100;15;12,2;4,71;🔴 Comprar agora;2,0;1499,11;3512,28;1499,11
PC003208;Não informado;E;Baixa;1,0;1,9;16,0;55;100;15;22,87;4,71;🔴 Comprar agora;5,0;1493,49;7865,01;1493,49
PC009248;Não informado;E;Baixa;2,0;2,0;29,4;55;100;15;12,4;4,71;🔴 Comprar agora;5,0;745,31;3572,3;1490,62
PC003906;Não informado;E;Baixa;1,0;2,0;14,9;55;100;15;24,47;4,71;🚨 RUPTURA IMINENTE;6,0;1485,01;8471,6;1485,01
PC005700;Não informado;E;Baixa;1,0;0,9;33,7;55;100;15;10,82;4,71;🔴 Comprar agora;2,0;1481,14;2907,55;1481,14
PC003797;Não informado;E;Baixa;2,0;1,7;35,7;55;100;15;10,23;4,71;🔴 Comprar agora;4,0;736,0;2653,65;1472,0
PC009003;Não informado;E;Baixa;1,0;1,0;30,0;55;100;15;12,17;4,71;🔴 Comprar agora;2,0;1469,89;3432,92;1469,89
PC004805;Não informado;E;Baixa;2,0;1,0;57,8;55;100;15;6,32;4,71;🟢 OK;0,0;732,06;0,0;1464,12
PC004048;Não informado;E;Baixa;4,0;1,4;88,2;55;100;15;4,14;4,71;🟢 OK;0,0;365,36;0,0;1461,44
PC004238;Não informado;E;Baixa;5,0;1,7;88,5;55;100;15;4,12;4,71;🟢 OK;0,0;290,66;0,0;1453,3000000000002
PC009995;Não informado;E;Baixa;2,0;2,0;30,4;55;100;15;12,01;4,71;🔴 Comprar agora;5,0;723,53;3314,29;1447,06
PC002897;Não informado;E;Baixa;5,0;1,8;84,3;55;100;15;4,33;4,71;🟢 OK;0,0;288,46;0,0;1442,3
PC009856;Não informado;E;Baixa;2,0;1,0;59,5;55;100;15;6,14;4,71;🟢 OK;0,0;718,41;0,0;1436,82
PC006189;Não informado;E;Baixa;6,0;2,0;91,6;55;100;15;3,98;4,71;🟢 OK;0,0;238,95;0,0;1433,6999999999998
PC001378;Não informado;E;Baixa;4,0;1,9;64,2;55;100;15;5,68;4,71;🟢 OK;0,0;358,33;0,0;1433,32
PC004151;Não informado;E;Baixa;1,0;1,0;30,0;55;100;15;12,17;4,71;🔴 Comprar agora;2,0;1427,13;3330,98;1427,13
PC002619;Não informado;E;Baixa;1,0;1,0;29,7;55;100;15;12,27;4,71;🔴 Comprar agora;2,0;1421,85;3358,39;1421,85
PC004287;Não informado;E;Baixa;2,0;1,9;30,9;55;100;15;11,81;4,71;🔴 Comprar agora;4,0;710,87;3179,85;1421,74
PC006307;Não informado;E;Baixa;1,0;1,0;30,8;55;100;15;11,85;4,71;🔴 Comprar agora;2,0;1417,17;3184,98;1417,17
PC003845;Não informado;E;Baixa;1,0;1,5;19,6;55;100;15;18,65;4,71;🔴 Comprar agora;4,0;1413,41;5809,05;1413,41
PC007920;Não informado;E;Baixa;3,0;0,9;94,9;55;100;15;3,85;4,71;🟢 OK;0,0;469,95;0,0;1409,85
PC005856;Não informado;E;Baixa;3,0;1,8;49,5;55;100;15;7,37;4,71;🔴 Comprar agora;3,0;469,45;1434,46;1408,35
PC007383;Não informado;E;Baixa;1,0;0,9;33,1;55;100;15;11,04;4,71;🔴 Comprar agora;2,0;1399,5;2831,72;1399,5
PC004074;Não informado;E;Baixa;2,0;1,0;60,8;55;100;15;6,0;4,71;🟢 OK;0,0;697,26;0,0;1394,52
PC005926;Não informado;E;Baixa;3,0;2,0;44,3;55;100;15;8,24;4,71;🔴 Comprar agora;4,0;463,11;1746,28;1389,33
PC000491;Não informado;E;Baixa;3,0;0,8;107,3;55;100;15;3,4;4,71;🟡 Estoque excessivo;0,0;458,41;0,0;1375,23
PC001725;Não informado;E;Baixa;4,0;1,9;61,9;55;100;15;5,9;4,71;🟢 OK;0,0;338,47;0,0;1353,88
PC003742;Não informado;E;Baixa;1,0;1,0;31,2;55;100;15;11,7;4,71;🔴 Comprar agora;2,0;1348,96;2974,15;1348,96
PC007571;Não informado;E;Baixa;4,0;1,3;94,5;55;100;15;3,86;4,71;🟢 OK;0,0;337,17;0,0;1348,68
PC002202;Não informado;E;Baixa;2,0;1,9;30,9;55;100;15;11,83;4,71;🔴 Comprar agora;4,0;673,56;3019,07;1347,12
PC004984;Não informado;E;Baixa;2,0;1,3;45,9;55;100;15;7,95;4,71;🔴 Comprar agora;2,0;669,89;1576,62;1339,78
PC000136;Não informado;E;Baixa;1,0;1,0;29,8;55;100;15;12,25;4,71;🔴 Comprar agora;2,0;1338,63;3154,93;1338,63
PC008881;Não informado;E;Baixa;5,0;1,9;77,7;55;100;15;4,7;4,71;🟢 OK;0,0;267,65;0,0;1338,25
PC000299;Não informado;E;Baixa;1,0;1,0;29,6;55;100;15;12,33;4,71;🔴 Comprar agora;2,0;1336,73;3179,15;1336,73
PC005213;Não informado;E;Baixa;6,0;1,9;94,2;55;100;15;3,87;4,71;🟢 OK;0,0;222,65;0,0;1335,9
PC009891;Não informado;E;Baixa;1,0;2,0;15,0;55;100;15;24,39;4,71;🚨 RUPTURA IMINENTE;6,0;1331,63;7565,33;1331,63
PC002480;Não informado;E;Baixa;2,0;0,9;66,6;55;100;15;5,48;4,71;🟢 OK;0,0;664,48;0,0;1328,96
PC005440;Não informado;E;Baixa;2,0;1,0;58,7;55;100;15;6,22;4,71;🟢 OK;0,0;662,34;0,0;1324,68
PC008478;Não informado;E;Baixa;2,0;1,8;33,2;55;100;15;11,0;4,71;🔴 Comprar agora;4,0;656,06;2641,0;1312,12
PC005838;Não informado;E;Baixa;1,0;1,9;15,7;55;100;15;23,2;4,71;🔴 Comprar agora;5,0;1311,38;7024,41;1311,38
PC006615;Não informado;E;Baixa;1,0;1,6;18,4;55;100;15;19,79;4,71;🔴 Comprar agora;4,0;1308,01;5784,83;1308,01
PC002093;Não informado;E;Baixa;1,0;2,0;14,9;55;100;15;24,46;4,71;🚨 RUPTURA IMINENTE;6,0;1303,58;7430,87;1303,58
PC009440;Não informado;E;Baixa;3,0;0,8;107,6;55;100;15;3,39;4,71;🟡 Estoque excessivo;0,0;434,05;0,0;1302,15
PC006067;Não informado;E;Média;3,0;1,6;54,9;55;100;15;6,64;4,71;🔴 Comprar agora;2,0;431,1;1060,55;1293,3000000000002
PC003869;Não informado;E;Baixa;3,0;1,0;87,9;55;100;15;4,15;4,71;🟢 OK;0,0;429,98;0,0;1289,94
PC000198;Não informado;E;Baixa;2,0;1,0;59,0;55;100;15;6,18;4,71;🟢 OK;0,0;637,48;0,0;1274,96
PC002679;Não informado;E;Baixa;2,0;1,6;38,1;55;100;15;9,57;4,71;🔴 Comprar agora;3,0;634,53;2059,73;1269,06
PC000165;Não informado;E;Baixa;3,0;2,0;44,3;55;100;15;8,23;4,71;🔴 Comprar agora;4,0;421,75;1588,4;1265,25
PC000475;Não informado;E;Baixa;2,0;2,0;29,7;55;100;15;12,3;4,71;🔴 Comprar agora;5,0;630,99;2989,54;1261,98
PC006981;Não informado;E;Baixa;1,0;2,0;14,7;55;100;15;24,87;4,71;🚨 RUPTURA IMINENTE;6,0;1256,73;7307,67;1256,73
PC009955;Não informado;E;Baixa;4,0;1,8;66,9;55;100;15;5,45;4,71;🟢 OK;0,0;312,67;0,0;1250,68
PC008960;Não informado;E;Baixa;3,0;1,6;55,9;55;100;15;6,53;4,71;🟢 OK;0,0;412,76;0,0;1238,28
PC007276;Não informado;E;Baixa;1,0;1,0;31,4;55;100;15;11,64;4,71;🔴 Comprar agora;2,0;1237,43;2708,1;1237,43
PC000586;Não informado;E;Baixa;1,0;1,0;29,8;55;100;15;12,24;4,71;🔴 Comprar agora;2,0;1233,83;2902,86;1233,83
PC001884;Não informado;E;Baixa;3,0;1,7;51,6;55;100;15;7,08;4,71;🔴 Comprar agora;3,0;407,92;1150,13;1223,76
PC008894;Não informado;E;Baixa;1,0;0,9;34,6;55;100;15;10,54;4,71;🔴 Comprar agora;2,0;1223,48;2310,19;1223,48
PC001362;Não informado;E;Baixa;2,0;2,0;29,6;55;100;15;12,32;4,71;🔴 Comprar agora;5,0;609,63;2894,74;1219,26
PC007744;Não informado;E;Média;2,0;1,7;36,2;55;100;15;10,07;4,71;🔴 Comprar agora;4,0;608,29;2139,68;1216,58
PC005311;Não informado;E;Baixa;2,0;1,6;36,9;55;100;15;9,88;4,71;🔴 Comprar agora;3,0;605,6;2066,78;1211,2
PC008002;Não informado;E;Baixa;2,0;2,0;29,6;55;100;15;12,33;4,71;🔴 Comprar agora;5,0;600,67;2856,69;1201,34
PC009386;Não informado;E;Baixa;3,0;2,0;45,5;55;100;15;8,02;4,71;🔴 Comprar agora;4,0;399,49;1435,36;1198,47
PC005206;Não informado;E;Baixa;3,0;1,3;69,8;55;100;15;5,23;4,71;🟢 OK;0,0;398,2;0,0;1194,6
PC005766;Não informado;E;Baixa;2,0;1,8;33,3;55;100;15;10,96;4,71;🔴 Comprar agora;4,0;593,75;2377,6;1187,5
PC008871;Não informado;E;Baixa;1,0;0,9;32,9;55;100;15;11,1;4,71;🔴 Comprar agora;2,0;1187,3;2422,13;1187,3
PC005906;Não informado;E;Baixa;3,0;2,0;44,7;55;100;15;8,17;4,71;🔴 Comprar agora;4,0;395,71;1470,84;1187,1299999999999
PC007370;Não informado;E;Baixa;1,0;1,0;30,4;55;100;15;12,0;4,71;🔴 Comprar agora;2,0;1183,43;2706,9;1183,43
PC003528;Não informado;E;Baixa;1,0;1,0;30,0;55;100;15;12,17;4,71;🔴 Comprar agora;2,0;1182,8;2759,54;1182,8
PC000933;Não informado;E;Baixa;1,0;1,0;30,1;55;100;15;12,12;4,71;🔴 Comprar agora;2,0;1173,91;2723,11;1173,91
PC004323;Não informado;E;Baixa;2,0;1,0;59,2;55;100;15;6,17;4,71;🟢 OK;0,0;585,26;0,0;1170,52
PC001181;Não informado;E;Baixa;4,0;2,0;59,4;55;100;15;6,15;4,71;🟢 OK;0,0;291,98;0,0;1167,92
PC001899;Não informado;E;Baixa;1,0;1,0;30,2;55;100;15;12,1;4,71;🔴 Comprar agora;2,0;1160,82;2686,93;1160,82
PC000915;Não informado;E;Baixa;2,0;1,9;31,0;55;100;15;11,77;4,71;🔴 Comprar agora;4,0;579,37;2578,38;1158,74
PC007071;Não informado;E;Baixa;2,0;1,8;33,1;55;100;15;11,04;4,71;🔴 Comprar agora;4,0;578,71;2344,52;1157,42
PC006879;Não informado;E;Baixa;1,0;1,0;29,7;55;100;15;12,28;4,71;🔴 Comprar agora;2,0;1154,7;2730,04;1154,7
PC001813;Não informado;E;Média;2,0;1,6;36,8;55;100;15;9,93;4,71;🔴 Comprar agora;3,0;573,05;1971,09;1146,1
PC006054;Não informado;E;Baixa;2,0;1,3;44,9;55;100;15;8,13;4,71;🔴 Comprar agora;2,0;572,9;1405,62;1145,8
PC005980;Não informado;E;Baixa;3,0;2,0;45,7;55;100;15;7,99;4,71;🔴 Comprar agora;4,0;380,63;1357,41;1141,8899999999999
PC000427;Não informado;E;Baixa;1,0;2,0;14,6;55;100;15;24,92;4,71;🚨 RUPTURA IMINENTE;6,0;1140,0;6643,21;1140,0
PC002143;Não informado;E;Baixa;2,0;2,0;30,7;55;100;15;11,88;4,71;🔴 Comprar agora;5,0;568,41;2563,39;1136,82
PC008094;Não informado;E;Baixa;3,0;1,0;92,4;55;100;15;3,95;4,71;🟢 OK;0,0;378,68;0,0;1136,04
PC004960;Não informado;E;Baixa;3,0;1,9;46,6;55;100;15;7,84;4,71;🔴 Comprar agora;3,0;373,47;1286,13;1120,41
PC002139;Não informado;E;Baixa;1,0;2,0;14,8;55;100;15;24,67;4,71;🚨 RUPTURA IMINENTE;6,0;1113,05;6409,68;1113,05
PC006818;Não informado;E;Baixa;2,0;1,9;32,2;55;100;15;11,35;4,71;🔴 Comprar agora;4,0;552,3;2329,02;1104,6
PC004232;Não informado;E;Baixa;3,0;1,0;85,8;55;100;15;4,25;4,71;🟢 OK;0,0;366,57;0,0;1099,71
PC007748;Não informado;E;Baixa;3,0;1,0;89,2;55;100;15;4,09;4,71;🟢 OK;0,0;365,76;0,0;1097,28
PC000600;Não informado;E;Baixa;1,0;1,6;19,3;55;100;15;18,95;4,71;🔴 Comprar agora;4,0;1094,75;4590,29;1094,75
PC006350;Não informado;E;Baixa;2,0;2,0;30,4;55;100;15;11,99;4,71;🔴 Comprar agora;5,0;545,87;2493,84;1091,74
PC001379;Não informado;E;Baixa;1,0;1,0;30,5;55;100;15;11,96;4,71;🔴 Comprar agora;2,0;1089,7;2482,33;1089,7
PC008876;Não informado;E;Baixa;4,0;2,0;58,7;55;100;15;6,22;4,71;🟢 OK;0,0;272,24;0,0;1088,96
PC005920;Não informado;E;Baixa;3,0;1,0;87,6;55;100;15;4,17;4,71;🟢 OK;0,0;361,78;0,0;1085,34
PC006046;Não informado;E;Baixa;1,0;1,0;29,6;55;100;15;12,34;4,71;🔴 Comprar agora;2,0;1083,28;2579,85;1083,28
PC002171;Não informado;E;Baixa;1,0;1,0;28,8;55;100;15;12,69;4,71;🔴 Comprar agora;2,0;1080,9;2677,03;1080,9
PC002198;Não informado;E;Baixa;1,0;2,0;14,9;55;100;15;24,51;4,71;🚨 RUPTURA IMINENTE;6,0;1077,25;6155,3;1077,25
PC003680;Não informado;E;Baixa;2,0;1,0;57,8;55;100;15;6,32;4,71;🟢 OK;0,0;532,98;0,0;1065,96
PC003755;Não informado;E;Baixa;1,0;0,9;35,0;55;100;15;10,44;4,71;🔴 Comprar agora;2,0;1060,18;1970,82;1060,18
PC000548;Não informado;E;Baixa;4,0;1,0;115,5;55;100;15;3,16;4,71;🟡 Estoque excessivo;0,0;264,72;0,0;1058,88
PC003844;Não informado;E;Baixa;1,0;1,3;23,0;55;100;15;15,89;4,71;🔴 Comprar agora;3,0;1054,95;3538,94;1054,95
PC006973;Não informado;E;Baixa;3,0;1,7;52,3;55;100;15;6,98;4,71;🔴 Comprar agora;3,0;349,86;957,33;1049,58
PC005778;Não informado;E;Baixa;1,0;2,0;14,8;55;100;15;24,71;4,71;🚨 RUPTURA IMINENTE;6,0;1048,72;6050,4;1048,72
PC004087;Não informado;E;Baixa;3,0;1,7;53,2;55;100;15;6,87;4,71;🔴 Comprar agora;3,0;348,45;920,92;1045,35
PC002534;Não informado;E;Baixa;6,0;1,9;93,1;55;100;15;3,92;4,71;🟢 OK;0,0;173,79;0,0;1042,74
PC005143;Não informado;E;Baixa;1,0;0,8;35,6;55;100;15;10,26;4,71;🔴 Comprar agora;2,0;1037,33;1877,94;1037,33
PC009296;Não informado;E;Baixa;1,0;2,0;14,9;55;100;15;24,41;4,71;🚨 RUPTURA IMINENTE;6,0;1033,68;5880,57;1033,68
PC008410;Não informado;E;Baixa;1,0;1,5;19,4;55;100;15;18,82;4,71;🔴 Comprar agora;4,0;1031,38;4285,55;1031,38
PC009666;Não informado;E;Baixa;1,0;1,0;30,0;55;100;15;12,16;4,71;🔴 Comprar agora;2,0;1030,96;2404,98;1030,96
PC008691;Não informado;E;Baixa;4,0;1,3;91,4;55;100;15;4,0;4,71;🟢 OK;0,0;257,7;0,0;1030,8
PC004836;Não informado;E;Média;3,0;1,7;53,2;55;100;15;6,86;4,71;🔴 Comprar agora;3,0;340,27;898,9;1020,81
PC005811;Não informado;E;Baixa;6,0;2,0;89,1;55;100;15;4,1;4,71;🟢 OK;0,0;168,75;0,0;1012,5
PC004135;Não informado;E;Baixa;1,0;1,0;30,1;55;100;15;12,12;4,71;🔴 Comprar agora;2,0;1011,17;2345,1;1011,17
PC002676;Não informado;E;Baixa;2,0;2,0;29,4;55;100;15;12,4;4,71;🔴 Comprar agora;5,0;504,91;2420,63;1009,82
PC009117;Não informado;E;Baixa;3,0;2,0;44,6;55;100;15;8,19;4,71;🔴 Comprar agora;4,0;335,78;1251,59;1007,3399999999999
PC001359;Não informado;E;Baixa;1,0;1,0;30,1;55;100;15;12,13;4,71;🔴 Comprar agora;2,0;1007,13;2339,82;1007,13
PC003833;Não informado;E;Baixa;2,0;1,0;59,1;55;100;15;6,17;4,71;🟢 OK;0,0;502,86;0,0;1005,72
PC002359;Não informado;E;Baixa;2,0;1,0;61,0;55;100;15;5,98;4,71;🟢 OK;0,0;501,91;0,0;1003,82
PC005514;Não informado;E;Baixa;1,0;1,1;28,4;55;100;15;12,87;4,71;🔴 Comprar agora;3,0;998,35;2523,06;998,35
PC005493;Não informado;E;Baixa;1,0;1,1;27,7;55;100;15;13,17;4,71;🔴 Comprar agora;3,0;997,04;2599,64;997,04
PC001416;Não informado;E;Baixa;1,0;1,2;25,4;55;100;15;14,35;4,71;🔴 Comprar agora;3,0;986,93;2894,51;986,93
PC006662;Não informado;E;Baixa;1,0;1,5;19,6;55;100;15;18,66;4,71;🔴 Comprar agora;4,0;986,02;4053,85;986,02
PC004519;Não informado;E;Baixa;2,0;1,6;38,5;55;100;15;9,49;4,71;🔴 Comprar agora;3,0;492,99;1577,12;985,98
PC000457;Não informado;E;Baixa;3,0;1,6;56,9;55;100;15;6,42;4,71;🟢 OK;0,0;327,81;0,0;983,4300000000001
PC006154;Não informado;E;Baixa;2,0;0,9;64,0;55;100;15;5,7;4,71;🟢 OK;0,0;490,15;0,0;980,3
PC009520;Não informado;E;Baixa;2,0;0,9;63,2;55;100;15;5,77;4,71;🟢 OK;0,0;490,07;0,0;980,14
PC004055;Não informado;E;Baixa;1,0;1,0;31,1;55;100;15;11,72;4,71;🔴 Comprar agora;2,0;979,0;2164,04;979,0
PC002909;Não informado;E;Baixa;3,0;1,0;87,6;55;100;15;4,16;4,71;🟢 OK;0,0;326,15;0,0;978,4499999999999
PC007079;Não informado;E;Baixa;1,0;1,0;30,1;55;100;15;12,14;4,71;🔴 Comprar agora;2,0;973,06;2262,79;973,06
PC001909;Não informado;E;Baixa;1,0;1,0;29,1;55;100;15;12,52;4,71;🔴 Comprar agora;2,0;972,72;2364,25;972,72
PC006017;Não informado;E;Baixa;2,0;2,0;30,1;55;100;15;12,14;4,71;🔴 Comprar agora;5,0;486,19;2262,4;972,38
PC003675;Não informado;E;Baixa;3,0;0,9;96,4;55;100;15;3,79;4,71;🟢 OK;0,0;323,21;0,0;969,6299999999999
PC002654;Não informado;E;Baixa;1,0;2,0;15,0;55;100;15;24,34;4,71;🚨 RUPTURA IMINENTE;6,0;968,72;5491,34;968,72
