Produto;DataEvento;MesHorizonte;QtdComprar;ValorCompra;Urgencia;Classe;Fornecedor;CicloDias;FrequenciaAno
PC000900;21/08/2026;1;14,0;5038,41;🔴 Prioritário (até 30 dias);A;Fornecedor Gamma;17,0;21,6
PC000900;05/09/2026;2;15,0;5146,51;🟡 Planejado;A;Fornecedor Gamma;16,0;22,5
PC000900;21/09/2026;2;15,0;5243,5;🟡 Planejado;A;Fornecedor Gamma;16,0;22,5
PC000900;03/10/2026;3;19,0;6741,43;🟡 Planejado;A;Fornecedor Gamma;13,0;28,7
PC000900;18/10/2026;3;18,0;6274,88;🟡 Planejado;A;Fornecedor Gamma;13,0;28,7
PC000900;03/11/2026;4;17,0;6171,12;🟡 Planejado;A;Fornecedor Gamma;13,0;27,6
PC000900;19/11/2026;4;18,0;6432,16;🟡 Planejado;A;Fornecedor Gamma;13,0;27,6
PC000900;03/12/2026;5;18,0;6391,25;🟡 Planejado;A;Fornecedor Gamma;12,0;29,2
PC000900;19/12/2026;5;19,0;6813,72;🟡 Planejado;A;Fornecedor Gamma;12,0;29,2
PC000900;01/01/2027;6;21,0;7474,64;🟡 Planejado;A;Fornecedor Gamma;11,0;33,5
PC000900;17/01/2027;6;22,0;7814,23;🟡 Planejado;A;Fornecedor Gamma;11,0;33,5
PC000845;22/11/2026;4;15,0;6375,48;🟡 Planejado;A;Fornecedor Gamma;15,0;23,7
PC000845;06/12/2026;5;15,0;6554,25;🟡 Planejado;A;Fornecedor Gamma;15,0;24,9
PC000845;21/12/2026;5;15,0;6525,98;🟡 Planejado;A;Fornecedor Gamma;15,0;24,9
PC000845;05/01/2027;6;15,0;6556,23;🟡 Planejado;A;Fornecedor Gamma;15,0;25,0
PC000845;20/01/2027;6;15,0;6538,94;🟡 Planejado;A;Fornecedor Gamma;15,0;25,0
PC000903;11/10/2026;3;17,0;5760,85;🟡 Planejado;A;Fornecedor Delta;14,0;26,5
PC000903;26/10/2026;3;16,0;5617,9;🟡 Planejado;A;Fornecedor Delta;14,0;26,5
PC000903;11/11/2026;4;17,0;5744,09;🟡 Planejado;A;Fornecedor Delta;14,0;26,0
PC000903;26/11/2026;4;16,0;5524,78;🟡 Planejado;A;Fornecedor Delta;14,0;26,0
PC000903;07/12/2026;5;21,0;7356,76;🟡 Planejado;A;Fornecedor Delta;11,0;32,5
PC000903;23/12/2026;5;21,0;7362,1;🟡 Planejado;A;Fornecedor Delta;11,0;32,5
PC000903;03/01/2027;6;27,0;9341,95;🟡 Planejado;A;Fornecedor Delta;9,0;41,7
PC000903;19/01/2027;6;27,0;9437,5;🟡 Planejado;A;Fornecedor Delta;9,0;41,7
PC000460;20/08/2026;1;15,0;4593,57;🔴 Prioritário (até 30 dias);A;Fornecedor Beta;15,0;24,0
PC000460;04/09/2026;2;15,0;4569,75;🟡 Planejado;A;Fornecedor Beta;15,0;24,4
PC000460;20/09/2026;2;16,0;4793,22;🟡 Planejado;A;Fornecedor Beta;15,0;24,4
PC000460;05/10/2026;3;16,0;4764,94;🟡 Planejado;A;Fornecedor Beta;15,0;25,0
PC000460;20/10/2026;3;15,0;4616,96;🟡 Planejado;A;Fornecedor Beta;15,0;25,0
PC000460;02/11/2026;4;22,0;6561,97;🟡 Planejado;A;Fornecedor Beta;11,0;31,7
PC000460;18/11/2026;4;21,0;6246,36;🟡 Planejado;A;Fornecedor Beta;11,0;31,7
PC000460;02/12/2026;5;26,0;7831,61;🟡 Planejado;A;Fornecedor Beta;10,0;38,0
PC000460;18/12/2026;5;25,0;7467,55;🟡 Planejado;A;Fornecedor Beta;10,0;38,0
PC000460;04/01/2027;6;23,0;6897,23;🟡 Planejado;A;Fornecedor Beta;10,0;35,5
PC000460;19/01/2027;6;22,0;6543,31;🟡 Planejado;A;Fornecedor Beta;10,0;35,5
PC000059;13/08/2026;1;27,0;5847,87;🔴 Prioritário (até 30 dias);A;Fornecedor Gamma;9,0;42,3
PC000059;29/08/2026;1;28,0;6125,04;🔴 Prioritário (até 30 dias);A;Fornecedor Gamma;9,0;42,3
PC000059;10/09/2026;2;32,0;6986,63;🟡 Planejado;A;Fornecedor Gamma;7,0;49,3
PC000059;26/09/2026;2;32,0;7132,56;🟡 Planejado;A;Fornecedor Gamma;7,0;49,3
PC000059;13/10/2026;3;29,0;6283,81;🟡 Planejado;A;Fornecedor Gamma;8,0;45,8
PC000059;28/10/2026;3;28,0;6213,16;🟡 Planejado;A;Fornecedor Gamma;8,0;45,8
PC000059;08/11/2026;4;35,0;7637,67;🟡 Planejado;A;Fornecedor Gamma;7,0;55,0
PC000059;23/11/2026;4;34,0;7462,36;🟡 Planejado;A;Fornecedor Gamma;7,0;55,0
PC000059;07/12/2026;5;39,0;8476,64;🟡 Planejado;A;Fornecedor Gamma;6,0;59,6
PC000059;23/12/2026;5;39,0;8631,75;🟡 Planejado;A;Fornecedor Gamma;6,0;59,6
PC000059;04/01/2027;6;46,0;10074,58;🟡 Planejado;A;Fornecedor Gamma;5,0;71,3
PC000059;19/01/2027;6;44,0;9680,84;🟡 Planejado;A;Fornecedor Gamma;5,0;71,3
PC000540;14/08/2026;1;21,0;5147,28;🔴 Prioritário (até 30 dias);A;Fornecedor Delta;11,0;32,9
PC000540;30/08/2026;1;22,0;5194,68;🔴 Prioritário (até 30 dias);A;Fornecedor Delta;11,0;32,9
PC000540;13/09/2026;2;22,0;5376,7;🟡 Planejado;A;Fornecedor Delta;10,0;35,0
PC000540;29/09/2026;2;23,0;5519,11;🟡 Planejado;A;Fornecedor Delta;10,0;35,0
PC000540;13/10/2026;3;24,0;5696,8;🟡 Planejado;A;Fornecedor Delta;10,0;37,1
PC000540;28/10/2026;3;23,0;5491,57;🟡 Planejado;A;Fornecedor Delta;10,0;37,1
PC000540;12/11/2026;4;25,0;5939,83;🟡 Planejado;A;Fornecedor Delta;10,0;38,2
PC000540;28/11/2026;4;25,0;6032,61;🟡 Planejado;A;Fornecedor Delta;10,0;38,2
PC000540;08/12/2026;5;30,0;7140,28;🟡 Planejado;A;Fornecedor Delta;8,0;47,4
PC000540;24/12/2026;5;31,0;7489,86;🟡 Planejado;A;Fornecedor Delta;8,0;47,4
PC000540;05/01/2027;6;34,0;8214,59;🟡 Planejado;A;Fornecedor Delta;7,0;55,0
PC000540;20/01/2027;6;34,0;8134,83;🟡 Planejado;A;Fornecedor Delta;7,0;55,0
PC000434;24/09/2026;2;16,0;4727,78;🟡 Planejado;A;Fornecedor Alfa;15,0;24,9
PC000434;07/10/2026;3;19,0;5623,48;🟡 Planejado;A;Fornecedor Alfa;13,0;28,5
PC000434;22/10/2026;3;18,0;5326,09;🟡 Planejado;A;Fornecedor Alfa;13,0;28,5
PC000434;05/11/2026;4;19,0;5613,35;🟡 Planejado;A;Fornecedor Alfa;12,0;30,1
PC000434;20/11/2026;4;19,0;5609,47;🟡 Planejado;A;Fornecedor Alfa;12,0;30,1
PC000434;04/12/2026;5;20,0;6171,43;🟡 Planejado;A;Fornecedor Alfa;11,0;32,3
PC000434;19/12/2026;5;20,0;6034,89;🟡 Planejado;A;Fornecedor Alfa;11,0;32,3
PC000434;01/01/2027;6;24,0;7388,32;🟡 Planejado;A;Fornecedor Alfa;10,0;37,9
PC000434;17/01/2027;6;25,0;7551,07;🟡 Planejado;A;Fornecedor Alfa;10,0;37,9
PC000884;07/08/2026;1;16,0;5612,02;🚨 Urgente (até 7 dias);A;Fornecedor Alfa;14,0;26,0
PC000884;22/08/2026;1;16,0;5514,89;🔴 Prioritário (até 30 dias);A;Fornecedor Alfa;14,0;26,0
PC000884;06/09/2026;2;16,0;5514,89;🟡 Planejado;A;Fornecedor Alfa;14,0;26,0
PC000884;21/09/2026;2;16,0;5514,89;🟡 Planejado;A;Fornecedor Alfa;14,0;26,0
PC000884;06/10/2026;3;16,0;5514,89;🟡 Planejado;A;Fornecedor Alfa;14,0;26,0
PC000884;21/10/2026;3;16,0;5514,89;🟡 Planejado;A;Fornecedor Alfa;14,0;26,0
PC000884;05/11/2026;4;16,0;5514,89;🟡 Planejado;A;Fornecedor Alfa;14,0;26,0
PC000884;20/11/2026;4;16,0;5514,89;🟡 Planejado;A;Fornecedor Alfa;14,0;26,0
PC000884;05/12/2026;5;16,0;5514,89;🟡 Planejado;A;Fornecedor Alfa;14,0;26,0
PC000884;20/12/2026;5;16,0;5514,89;🟡 Planejado;A;Fornecedor Alfa;14,0;26,0
PC000884;04/01/2027;6;16,0;5514,89;🟡 Planejado;A;Fornecedor Alfa;14,0;26,0
PC000884;19/01/2027;6;16,0;5514,89;🟡 Planejado;A;Fornecedor Alfa;14,0;26,0
PC000857;26/08/2026;1;12,0;4196,93;🔴 Prioritário (até 30 dias);A;Fornecedor Alfa;19,0;19,0
PC000857;06/09/2026;2;14,0;4943,34;🟡 Planejado;A;Fornecedor Alfa;16,0;23,2
PC000857;21/09/2026;2;14,0;4881,74;🟡 Planejado;A;Fornecedor Alfa;16,0;23,2
PC000857;08/10/2026;3;14,0;4715,25;🟡 Planejado;A;Fornecedor Alfa;17,0;21,6
PC000857;23/10/2026;3;13,0;4541,16;🟡 Planejado;A;Fornecedor Alfa;17,0;21,6
PC000857;06/11/2026;4;14,0;4869,55;🟡 Planejado;A;Fornecedor Alfa;16,0;22,8
PC000857;21/11/2026;4;14,0;4811,65;🟡 Planejado;A;Fornecedor Alfa;16,0;22,8
PC000857;02/12/2026;5;18,0;6283,29;🟡 Planejado;A;Fornecedor Alfa;13,0;29,2
PC000857;17/12/2026;5;18,0;6144,59;🟡 Planejado;A;Fornecedor Alfa;13,0;29,2
PC000857;01/01/2027;6;19,0;6557,06;🟡 Planejado;A;Fornecedor Alfa;12,0;30,1
PC000857;16/01/2027;6;19,0;6344,17;🟡 Planejado;A;Fornecedor Alfa;12,0;30,1
PC000719;31/08/2026;1;13,0;5577,7;🔴 Prioritário (até 30 dias);A;Fornecedor Delta;18,0;20,0
PC000719;15/09/2026;2;13,0;5887,84;🟡 Planejado;A;Fornecedor Delta;18,0;20,5
PC000719;30/09/2026;2;13,0;5603,07;🟡 Planejado;A;Fornecedor Delta;18,0;20,5
PC000719;15/10/2026;3;13,0;5856,26;🟡 Planejado;A;Fornecedor Delta;18,0;20,9
PC000719;30/10/2026;3;13,0;5691,39;🟡 Planejado;A;Fornecedor Delta;18,0;20,9
PC000719;07/11/2026;4;19,0;8194,29;🟡 Planejado;A;Fornecedor Delta;13,0;28,7
PC000719;22/11/2026;4;18,0;7840,93;🟡 Planejado;A;Fornecedor Delta;13,0;28,7
PC000719;06/12/2026;5;20,0;9061,3;🟡 Planejado;A;Fornecedor Delta;12,0;31,5
PC000719;22/12/2026;5;21,0;9160,5;🟡 Planejado;A;Fornecedor Delta;12,0;31,5
PC000719;06/01/2027;6;21,0;9288,6;🟡 Planejado;A;Fornecedor Delta;11,0;32,5
PC000719;21/01/2027;6;20,0;8879,9;🟡 Planejado;A;Fornecedor Delta;11,0;32,5
PC000702;04/08/2026;1;23,0;4518,46;🚨 Urgente (até 7 dias);A;Fornecedor Gamma;14,0;25,7
PC000702;19/08/2026;1;16,0;3150,03;🔴 Prioritário (até 30 dias);A;Fornecedor Gamma;14,0;25,7
PC000702;03/09/2026;2;25,0;5056,94;🟡 Planejado;A;Fornecedor Gamma;11,0;33,2
PC000702;18/09/2026;2;20,0;4072,73;🟡 Planejado;A;Fornecedor Gamma;11,0;33,2
PC000702;03/10/2026;3;26,0;5265,74;🟡 Planejado;A;Fornecedor Gamma;10,0;37,9
PC000702;19/10/2026;3;25,0;4959,99;🟡 Planejado;A;Fornecedor Gamma;10,0;37,9
PC000702;02/11/2026;4;26,0;5080,58;🟡 Planejado;A;Fornecedor Gamma;9,0;40,8
PC000702;17/11/2026;4;25,0;5008,34;🟡 Planejado;A;Fornecedor Gamma;9,0;40,8
PC000702;02/12/2026;5;34,0;6738,14;🟡 Planejado;A;Fornecedor Gamma;8,0;47,6
PC000702;18/12/2026;5;31,0;6235,03;🟡 Planejado;A;Fornecedor Gamma;8,0;47,6
PC000702;02/01/2027;6;33,0;6508,7;🟡 Planejado;A;Fornecedor Gamma;7,0;50,1
PC000702;17/01/2027;6;31,0;6156,29;🟡 Planejado;A;Fornecedor Gamma;7,0;50,1
PC000946;15/09/2026;2;25,0;5936,63;🟡 Planejado;A;Fornecedor Beta;9,0;39,2
PC000946;01/10/2026;2;26,0;6094,93;🟡 Planejado;A;Fornecedor Beta;9,0;39,2
PC000946;15/10/2026;3;28,0;6539,49;🟡 Planejado;A;Fornecedor Beta;9,0;42,1
PC000946;31/10/2026;3;28,0;6543,83;🟡 Planejado;A;Fornecedor Beta;9,0;42,1
PC000946;15/11/2026;4;27,0;6325,55;🟡 Planejado;A;Fornecedor Beta;9,0;42,5
PC000946;30/11/2026;4;26,0;6199,86;🟡 Planejado;A;Fornecedor Beta;9,0;42,5
PC000946;14/12/2026;5;30,0;7081,79;🟡 Planejado;A;Fornecedor Beta;8,0;45,6
PC000946;29/12/2026;5;28,0;6651,69;🟡 Planejado;A;Fornecedor Beta;8,0;45,6
PC000946;14/01/2027;6;30,0;7031,88;🟡 Planejado;A;Fornecedor Beta;8,0;45,5
PC000946;30/01/2027;6;30,0;7072,13;🟡 Planejado;A;Fornecedor Beta;8,0;45,5
PC000953;08/08/2026;1;16,0;4452,52;🚨 Urgente (até 7 dias);A;Fornecedor Alfa;14,0;25,3
PC000953;24/08/2026;1;17,0;4526,14;🔴 Prioritário (até 30 dias);A;Fornecedor Alfa;14,0;25,3
PC000953;10/09/2026;2;15,0;4154,03;🟡 Planejado;A;Fornecedor Alfa;15,0;23,7
PC000953;25/09/2026;2;15,0;3984,7;🟡 Planejado;A;Fornecedor Alfa;15,0;23,7
PC000953;08/10/2026;3;17,0;4674,37;🟡 Planejado;A;Fornecedor Alfa;14,0;26,8
PC000953;24/10/2026;3;18,0;4793,0;🟡 Planejado;A;Fornecedor Alfa;14,0;26,8
PC000953;07/11/2026;4;18,0;4792,37;🟡 Planejado;A;Fornecedor Alfa;13,0;28,2
PC000953;22/11/2026;4;17,0;4742,81;🟡 Planejado;A;Fornecedor Alfa;13,0;28,2
PC000953;04/12/2026;5;23,0;6170,77;🟡 Planejado;A;Fornecedor Alfa;11,0;34,7
PC000953;20/12/2026;5;23,0;6211,25;🟡 Planejado;A;Fornecedor Alfa;11,0;34,7
PC000953;05/01/2027;6;20,0;5549,65;🟡 Planejado;A;Fornecedor Alfa;11,0;33,0
PC000953;20/01/2027;6;20,0;5539,51;🟡 Planejado;A;Fornecedor Alfa;11,0;33,0
PC000207;06/09/2026;2;17,0;5121,24;🟡 Planejado;A;Fornecedor Delta;14,0;25,8
PC000207;22/09/2026;2;17,0;5253,45;🟡 Planejado;A;Fornecedor Delta;14,0;25,8
PC000207;07/10/2026;3;17,0;5282,45;🟡 Planejado;A;Fornecedor Delta;14,0;26,6
PC000207;22/10/2026;3;16,0;5078,26;🟡 Planejado;A;Fornecedor Delta;14,0;26,6
PC000207;07/11/2026;4;17,0;5384,63;🟡 Planejado;A;Fornecedor Delta;14,0;26,5
PC000207;23/11/2026;4;17,0;5402,5;🟡 Planejado;A;Fornecedor Delta;14,0;26,5
PC000207;07/12/2026;5;18,0;5705,45;🟡 Planejado;A;Fornecedor Delta;13,0;28,6
PC000207;23/12/2026;5;19,0;5837,28;🟡 Planejado;A;Fornecedor Delta;13,0;28,6
PC000207;07/01/2027;6;18,0;5564,18;🟡 Planejado;A;Fornecedor Delta;13,0;28,8
PC000207;23/01/2027;6;19,0;5876,95;🟡 Planejado;A;Fornecedor Delta;13,0;28,8
PC000617;25/08/2026;1;8,0;3564,63;🔴 Prioritário (até 30 dias);A;Fornecedor Delta;29,0;12,6
PC000617;09/09/2026;2;8,0;3610,61;🟡 Planejado;A;Fornecedor Delta;28,0;12,8
PC000617;25/09/2026;2;8,0;3768,74;🟡 Planejado;A;Fornecedor Delta;28,0;12,8
PC000617;03/10/2026;3;14,0;6299,06;🟡 Planejado;A;Fornecedor Delta;18,0;20,6
PC000617;18/10/2026;3;13,0;5669,33;🟡 Planejado;A;Fornecedor Delta;18,0;20,6
PC000617;05/11/2026;4;12,0;5279,28;🟡 Planejado;A;Fornecedor Delta;20,0;18,1
PC000617;20/11/2026;4;11,0;4997,02;🟡 Planejado;A;Fornecedor Delta;20,0;18,1
PC000617;02/12/2026;5;16,0;7218,01;🟡 Planejado;A;Fornecedor Delta;15,0;23,8
PC000617;18/12/2026;5;16,0;6992,29;🟡 Planejado;A;Fornecedor Delta;15,0;23,8
PC000617;01/01/2027;6;24,0;10534,19;🟡 Planejado;A;Fornecedor Delta;12,0;31,5
PC000617;16/01/2027;6;19,0;8692,02;🟡 Planejado;A;Fornecedor Delta;12,0;31,5
PC000876;04/08/2026;1;43,0;10604,72;🚨 Urgente (até 7 dias);A;Fornecedor Beta;9,0;40,7
PC000876;20/08/2026;1;27,0;6623,87;🔴 Prioritário (até 30 dias);A;Fornecedor Beta;9,0;40,7
PC000876;05/09/2026;2;27,0;6587,65;🟡 Planejado;A;Fornecedor Beta;9,0;40,6
PC000876;20/09/2026;2;25,0;6193,42;🟡 Planejado;A;Fornecedor Beta;9,0;40,6
PC000876;05/10/2026;3;25,0;6204,59;🟡 Planejado;A;Fornecedor Beta;9,0;40,6
PC000876;20/10/2026;3;25,0;6198,49;🟡 Planejado;A;Fornecedor Beta;9,0;40,6
PC000876;05/11/2026;4;27,0;6608,18;🟡 Planejado;A;Fornecedor Beta;9,0;40,6
PC000876;20/11/2026;4;25,0;6196,93;🟡 Planejado;A;Fornecedor Beta;9,0;40,6
PC000876;05/12/2026;5;25,0;6198,02;🟡 Planejado;A;Fornecedor Beta;9,0;40,6
PC000876;21/12/2026;5;27,0;6610,57;🟡 Planejado;A;Fornecedor Beta;9,0;40,6
PC000876;06/01/2027;6;27,0;6610,22;🟡 Planejado;A;Fornecedor Beta;9,0;40,6
PC000876;22/01/2027;6;27,0;6610,41;🟡 Planejado;A;Fornecedor Beta;9,0;40,6
PC000441;04/08/2026;1;20,0;8645,88;🚨 Urgente (até 7 dias);A;Fornecedor Beta;22,0;16,3
PC000441;20/08/2026;1;11,0;4687,78;🔴 Prioritário (até 30 dias);A;Fornecedor Beta;22,0;16,3
PC000441;09/09/2026;2;8,0;3480,72;🟡 Planejado;A;Fornecedor Beta;29,0;12,7
PC000441;25/09/2026;2;8,0;3659,02;🟡 Planejado;A;Fornecedor Beta;29,0;12,7
PC000441;05/10/2026;3;11,0;4723,17;🟡 Planejado;A;Fornecedor Beta;22,0;16,9
PC000441;21/10/2026;3;11,0;4840,25;🟡 Planejado;A;Fornecedor Beta;22,0;16,9
PC000441;04/11/2026;4;12,0;5177,55;🟡 Planejado;A;Fornecedor Beta;20,0;18,4
PC000441;19/11/2026;4;11,0;4966,06;🟡 Planejado;A;Fornecedor Beta;20,0;18,4
PC000441;02/12/2026;5;13,0;5649,84;🟡 Planejado;A;Fornecedor Beta;17,0;20,9
PC000441;17/12/2026;5;13,0;5617,32;🟡 Planejado;A;Fornecedor Beta;17,0;20,9
PC000441;01/01/2027;6;15,0;6709,97;🟡 Planejado;A;Fornecedor Beta;16,0;22,8
PC000441;16/01/2027;6;14,0;6146,02;🟡 Planejado;A;Fornecedor Beta;16,0;22,8
PC000146;14/09/2026;2;10,0;4155,51;🟡 Planejado;A;Fornecedor Delta;22,0;16,8
PC000146;30/09/2026;2;11,0;4371,24;🟡 Planejado;A;Fornecedor Delta;22,0;16,8
PC000146;11/10/2026;3;12,0;4807,65;🟡 Planejado;A;Fornecedor Delta;19,0;19,6
PC000146;26/10/2026;3;12,0;4791,28;🟡 Planejado;A;Fornecedor Delta;19,0;19,6
PC000146;09/11/2026;4;14,0;5355,58;🟡 Planejado;A;Fornecedor Delta;17,0;21,0
PC000146;24/11/2026;4;13,0;5140,12;🟡 Planejado;A;Fornecedor Delta;17,0;21,0
PC000146;05/12/2026;5;16,0;6328,15;🟡 Planejado;A;Fornecedor Delta;14,0;25,7
PC000146;20/12/2026;5;16,0;6268,97;🟡 Planejado;A;Fornecedor Delta;14,0;25,7
PC000146;01/01/2027;6;22,0;8780,17;🟡 Planejado;A;Fornecedor Delta;11,0;33,1
PC000146;17/01/2027;6;22,0;8630,12;🟡 Planejado;A;Fornecedor Delta;11,0;33,1
PC000704;02/10/2026;2;16,0;3691,79;🟡 Planejado;A;Fornecedor Alfa;14,0;25,4
PC000704;14/10/2026;3;19,0;4375,92;🟡 Planejado;A;Fornecedor Alfa;13,0;29,1
PC000704;30/10/2026;3;19,0;4430,59;🟡 Planejado;A;Fornecedor Alfa;13,0;29,1
PC000704;07/11/2026;4;25,0;5853,78;🟡 Planejado;A;Fornecedor Alfa;9,0;39,7
PC000704;23/11/2026;4;26,0;6047,7;🟡 Planejado;A;Fornecedor Alfa;9,0;39,7
PC000704;05/12/2026;5;31,0;7169,79;🟡 Planejado;A;Fornecedor Alfa;8,0;47,8
PC000704;21/12/2026;5;31,0;7287,23;🟡 Planejado;A;Fornecedor Alfa;8,0;47,8
PC000704;08/01/2027;6;28,0;6418,28;🟡 Planejado;A;Fornecedor Alfa;9,0;42,9
PC000704;24/01/2027;6;28,0;6537,82;🟡 Planejado;A;Fornecedor Alfa;9,0;42,9
PC000206;28/08/2026;1;11,0;3720,27;🔴 Prioritário (até 30 dias);A;Fornecedor Delta;22,0;16,7
PC000206;14/09/2026;2;10,0;3475,85;🟡 Planejado;A;Fornecedor Delta;23,0;15,7
PC000206;29/09/2026;2;10,0;3372,92;🟡 Planejado;A;Fornecedor Delta;23,0;15,7
PC000206;08/10/2026;3;13,0;4674,87;🟡 Planejado;A;Fornecedor Delta;18,0;20,8
PC000206;23/10/2026;3;13,0;4477,55;🟡 Planejado;A;Fornecedor Delta;18,0;20,8
PC000206;03/11/2026;4;17,0;5756,25;🟡 Planejado;A;Fornecedor Delta;14,0;26,2
PC000206;19/11/2026;4;17,0;6012,41;🟡 Planejado;A;Fornecedor Delta;14,0;26,2
PC000206;02/12/2026;5;18,0;6427,06;🟡 Planejado;A;Fornecedor Delta;12,0;29,7
PC000206;17/12/2026;5;18,0;6382,75;🟡 Planejado;A;Fornecedor Delta;12,0;29,7
PC000206;02/01/2027;6;19,0;6761,51;🟡 Planejado;A;Fornecedor Delta;12,0;29,6
PC000206;18/01/2027;6;19,0;6784,89;🟡 Planejado;A;Fornecedor Delta;12,0;29,6
PC000180;17/08/2026;1;19,0;4584,32;🔴 Prioritário (até 30 dias);A;Fornecedor Gamma;13,0;29,1
PC000180;02/09/2026;1;19,0;4723,81;🔴 Prioritário (até 30 dias);A;Fornecedor Gamma;13,0;29,1
PC000180;18/09/2026;2;19,0;4723,81;🟡 Planejado;A;Fornecedor Gamma;13,0;29,1
PC000180;04/10/2026;3;19,0;4723,81;🟡 Planejado;A;Fornecedor Gamma;13,0;29,1
PC000180;20/10/2026;3;19,0;4723,81;🟡 Planejado;A;Fornecedor Gamma;13,0;29,1
PC000180;05/11/2026;4;19,0;4723,81;🟡 Planejado;A;Fornecedor Gamma;13,0;29,1
PC000180;21/11/2026;4;19,0;4723,81;🟡 Planejado;A;Fornecedor Gamma;13,0;29,1
PC000180;07/12/2026;5;19,0;4723,81;🟡 Planejado;A;Fornecedor Gamma;13,0;29,1
PC000180;23/12/2026;5;19,0;4723,81;🟡 Planejado;A;Fornecedor Gamma;13,0;29,1
PC000180;08/01/2027;6;19,0;4723,81;🟡 Planejado;A;Fornecedor Gamma;13,0;29,1
PC000180;24/01/2027;6;19,0;4723,81;🟡 Planejado;A;Fornecedor Gamma;13,0;29,1
PC000958;06/09/2026;2;22,0;4292,46;🟡 Planejado;A;Fornecedor Alfa;11,0;33,7
PC000958;22/09/2026;2;22,0;4307,28;🟡 Planejado;A;Fornecedor Alfa;11,0;33,7
PC000958;08/10/2026;3;21,0;4099,32;🟡 Planejado;A;Fornecedor Alfa;11,0;33,0
PC000958;24/10/2026;3;22,0;4214,85;🟡 Planejado;A;Fornecedor Alfa;11,0;33,0
PC000958;04/11/2026;4;26,0;4991,32;🟡 Planejado;A;Fornecedor Alfa;9,0;41,0
PC000958;20/11/2026;4;27,0;5229,94;🟡 Planejado;A;Fornecedor Alfa;9,0;41,0
PC000958;02/12/2026;5;32,0;6156,9;🟡 Planejado;A;Fornecedor Alfa;7,0;50,0
PC000958;18/12/2026;5;33,0;6383,2;🟡 Planejado;A;Fornecedor Alfa;7,0;50,0
PC000958;04/01/2027;6;30,0;5845,97;🟡 Planejado;A;Fornecedor Alfa;8,0;46,5
PC000958;20/01/2027;6;31,0;5942,64;🟡 Planejado;A;Fornecedor Alfa;8,0;46,5
PC000875;23/08/2026;1;13,0;4406,99;🔴 Prioritário (até 30 dias);A;Fornecedor Delta;18,0;20,6
PC000875;04/09/2026;2;16,0;5271,41;🟡 Planejado;A;Fornecedor Delta;15,0;24,9
PC000875;20/09/2026;2;16,0;5442,12;🟡 Planejado;A;Fornecedor Delta;15,0;24,9
PC000875;05/10/2026;3;17,0;5689,92;🟡 Planejado;A;Fornecedor Delta;14,0;26,2
PC000875;20/10/2026;3;16,0;5369,23;🟡 Planejado;A;Fornecedor Delta;14,0;26,2
PC000875;03/11/2026;4;19,0;6151,52;🟡 Planejado;A;Fornecedor Delta;13,0;28,9
PC000875;18/11/2026;4;18,0;5903,72;🟡 Planejado;A;Fornecedor Delta;13,0;28,9
PC000875;03/12/2026;5;20,0;6681,5;🟡 Planejado;A;Fornecedor Delta;12,0;30,6
PC000875;19/12/2026;5;20,0;6686,19;🟡 Planejado;A;Fornecedor Delta;12,0;30,6
PC000875;05/01/2027;6;18,0;5957,82;🟡 Planejado;A;Fornecedor Delta;13,0;28,2
PC000875;20/01/2027;6;17,0;5777,05;🟡 Planejado;A;Fornecedor Delta;13,0;28,2
PC000641;12/08/2026;1;21,0;5189,51;🔴 Prioritário (até 30 dias);A;Fornecedor Delta;11,0;33,7
PC000641;27/08/2026;1;21,0;5126,65;🔴 Prioritário (até 30 dias);A;Fornecedor Delta;11,0;33,7
PC000641;11/09/2026;2;21,0;5126,65;🟡 Planejado;A;Fornecedor Delta;11,0;33,7
PC000641;26/09/2026;2;21,0;5126,65;🟡 Planejado;A;Fornecedor Delta;11,0;33,7
PC000641;11/10/2026;3;21,0;5126,65;🟡 Planejado;A;Fornecedor Delta;11,0;33,7
PC000641;26/10/2026;3;21,0;5126,65;🟡 Planejado;A;Fornecedor Delta;11,0;33,7
PC000641;10/11/2026;4;21,0;5126,65;🟡 Planejado;A;Fornecedor Delta;11,0;33,7
PC000641;25/11/2026;4;21,0;5126,65;🟡 Planejado;A;Fornecedor Delta;11,0;33,7
PC000641;10/12/2026;5;21,0;5126,65;🟡 Planejado;A;Fornecedor Delta;11,0;33,7
PC000641;25/12/2026;5;21,0;5126,65;🟡 Planejado;A;Fornecedor Delta;11,0;33,7
PC000641;09/01/2027;6;21,0;5126,65;🟡 Planejado;A;Fornecedor Delta;11,0;33,7
PC000641;24/01/2027;6;21,0;5126,65;🟡 Planejado;A;Fornecedor Delta;11,0;33,7
PC000671;04/08/2026;1;40,0;7002,98;🚨 Urgente (até 7 dias);A;Fornecedor Beta;8,0;43,0
PC000671;20/08/2026;1;28,0;4978,88;🔴 Prioritário (até 30 dias);A;Fornecedor Beta;8,0;43,0
PC000671;05/09/2026;2;28,0;4978,88;🟡 Planejado;A;Fornecedor Beta;8,0;43,0
PC000671;21/09/2026;2;28,0;4978,88;🟡 Planejado;A;Fornecedor Beta;8,0;43,0
PC000671;07/10/2026;3;28,0;4978,88;🟡 Planejado;A;Fornecedor Beta;8,0;43,0
PC000671;23/10/2026;3;28,0;4978,88;🟡 Planejado;A;Fornecedor Beta;8,0;43,0
