Produto;Descricao;Categoria;Emissao;Quantidade;Vlr.Unitario;Vlr.Total;Custo Total;Promocao;_data_ml;_periodo_ml;_periodo_val
PC000009;MACANETA DE PORTA PESADO PARALELA A;CARROCERIA;15/01/2023;10,98;1187,21;13041,18;8376,96;0;2023-01-15;2023-01;2023-01
PC000009;MACANETA DE PORTA PESADO PARALELA A;CARROCERIA;15/02/2023;10,27;1187,21;12188,87;7829,48;0;2023-02-15;2023-02;2023-02
PC000009;MACANETA DE PORTA PESADO PARALELA A;CARROCERIA;15/03/2023;10,47;1187,21;12426,65;7982,22;0;2023-03-15;2023-03;2023-03
PC000009;MACANETA DE PORTA PESADO PARALELA A;CARROCERIA;15/04/2023;11,34;1187,21;13464,68;8648,99;0;2023-04-15;2023-04;2023-04
PC000009;MACANETA DE PORTA PESADO PARALELA A;CARROCERIA;15/05/2023;10,22;1187,21;12137,85;7796,7;0;2023-05-15;2023-05;2023-05
PC000009;MACANETA DE PORTA PESADO PARALELA A;CARROCERIA;15/06/2023;11,21;1187,21;13308,78;8548,85;0;2023-06-15;2023-06;2023-06
PC000009;MACANETA DE PORTA PESADO PARALELA A;CARROCERIA;15/07/2023;12,11;1187,21;14374,69;9233,53;0;2023-07-15;2023-07;2023-07
PC000009;MACANETA DE PORTA PESADO PARALELA A;CARROCERIA;15/08/2023;10,85;1187,21;12886,94;8277,88;0;2023-08-15;2023-08;2023-08
PC000009;MACANETA DE PORTA PESADO PARALELA A;CARROCERIA;15/09/2023;10,78;1187,21;12796,16;8219,57;0;2023-09-15;2023-09;2023-09
PC000009;MACANETA DE PORTA PESADO PARALELA A;CARROCERIA;15/10/2023;11,19;1187,21;13286,27;8534,39;0;2023-10-15;2023-10;2023-10
PC000009;MACANETA DE PORTA PESADO PARALELA A;CARROCERIA;15/11/2023;12,82;1092,23;14001,35;9775,78;1;2023-11-15;2023-11;2023-11
PC000009;MACANETA DE PORTA PESADO PARALELA A;CARROCERIA;15/12/2023;11,42;1187,21;13562,74;8711,98;0;2023-12-15;2023-12;2023-12
PC000009;MACANETA DE PORTA PESADO PARALELA A;CARROCERIA;15/01/2024;11,25;1187,21;13351,49;8576,28;0;2024-01-15;2024-01;2024-01
PC000009;MACANETA DE PORTA PESADO PARALELA A;CARROCERIA;15/02/2024;11,47;1187,21;13621,44;8749,68;0;2024-02-15;2024-02;2024-02
PC000009;MACANETA DE PORTA PESADO PARALELA A;CARROCERIA;15/03/2024;11,35;1187,21;13476,34;8656,48;0;2024-03-15;2024-03;2024-03
PC000009;MACANETA DE PORTA PESADO PARALELA A;CARROCERIA;15/04/2024;9,9;1187,21;11756,18;7551,54;0;2024-04-15;2024-04;2024-04
PC000009;MACANETA DE PORTA PESADO PARALELA A;CARROCERIA;15/05/2024;10,43;1187,21;12379,39;7951,86;0;2024-05-15;2024-05;2024-05
PC000009;MACANETA DE PORTA PESADO PARALELA A;CARROCERIA;15/06/2024;12,71;1092,23;13879,66;9690,81;1;2024-06-15;2024-06;2024-06
PC000009;MACANETA DE PORTA PESADO PARALELA A;CARROCERIA;15/07/2024;11,7;1187,21;13889,19;8921,67;0;2024-07-15;2024-07;2024-07
PC000009;MACANETA DE PORTA PESADO PARALELA A;CARROCERIA;15/08/2024;12,45;1187,21;14775,8;9491,18;0;2024-08-15;2024-08;2024-08
PC000009;MACANETA DE PORTA PESADO PARALELA A;CARROCERIA;15/09/2024;10,61;1187,21;12601,65;8094,62;0;2024-09-15;2024-09;2024-09
PC000009;MACANETA DE PORTA PESADO PARALELA A;CARROCERIA;15/10/2024;10,75;1187,21;12757,72;8194,88;0;2024-10-15;2024-10;2024-10
PC000009;MACANETA DE PORTA PESADO PARALELA A;CARROCERIA;15/11/2024;11,71;1187,21;13906,51;8932,79;0;2024-11-15;2024-11;2024-11
PC000009;MACANETA DE PORTA PESADO PARALELA A;CARROCERIA;15/12/2024;12,25;1187,21;14542,77;9341,49;0;2024-12-15;2024-12;2024-12
PC000010;CUBO DE RODA REFORCADO REMANUFATURADO;RODAS_PNEUS;15/02/2021;68,4;1329,9;90967,48;55894,49;0;2021-02-15;2021-02;2021-02
PC000010;CUBO DE RODA REFORCADO REMANUFATURADO;RODAS_PNEUS;15/03/2021;65,43;1329,9;87011,0;53463,45;0;2021-03-15;2021-03;2021-03
PC000010;CUBO DE RODA REFORCADO REMANUFATURADO;RODAS_PNEUS;15/05/2021;64,26;1329,9;85457,7;52509,03;0;2021-05-15;2021-05;2021-05
PC000010;CUBO DE RODA REFORCADO REMANUFATURADO;RODAS_PNEUS;15/07/2021;60,18;1329,9;80039,42;49179,8;0;2021-07-15;2021-07;2021-07
PC000010;CUBO DE RODA REFORCADO REMANUFATURADO;RODAS_PNEUS;15/09/2021;65,66;1329,9;87314,9;53650,18;0;2021-09-15;2021-09;2021-09
PC000010;CUBO DE RODA REFORCADO REMANUFATURADO;RODAS_PNEUS;15/01/2022;62,04;1329,9;82500,4;50691,93;0;2022-01-15;2022-01;2022-01
PC000010;CUBO DE RODA REFORCADO REMANUFATURADO;RODAS_PNEUS;15/02/2022;60,6;1329,9;80591,05;49518,75;0;2022-02-15;2022-02;2022-02
PC000010;CUBO DE RODA REFORCADO REMANUFATURADO;RODAS_PNEUS;15/05/2022;68,06;1329,9;90515,14;55616,55;0;2022-05-15;2022-05;2022-05
PC000010;CUBO DE RODA REFORCADO REMANUFATURADO;RODAS_PNEUS;15/10/2022;64,92;1329,9;86332,58;53046,59;0;2022-10-15;2022-10;2022-10
PC000010;CUBO DE RODA REFORCADO REMANUFATURADO;RODAS_PNEUS;15/12/2022;64,72;1329,9;86073,29;52887,28;0;2022-12-15;2022-12;2022-12
PC000010;CUBO DE RODA REFORCADO REMANUFATURADO;RODAS_PNEUS;15/01/2023;61,24;1329,9;81445,54;50043,78;0;2023-01-15;2023-01;2023-01
PC000010;CUBO DE RODA REFORCADO REMANUFATURADO;RODAS_PNEUS;15/03/2023;61,52;1329,9;81821,03;50274,5;0;2023-03-15;2023-03;2023-03
PC000010;CUBO DE RODA REFORCADO REMANUFATURADO;RODAS_PNEUS;15/06/2023;63,05;1329,9;83854,71;51524,08;0;2023-06-15;2023-06;2023-06
PC000010;CUBO DE RODA REFORCADO REMANUFATURADO;RODAS_PNEUS;15/11/2023;75,45;1223,51;92311,29;61652,37;1;2023-11-15;2023-11;2023-11
PC000010;CUBO DE RODA REFORCADO REMANUFATURADO;RODAS_PNEUS;15/01/2024;58,88;1329,9;78302,19;48112,36;0;2024-01-15;2024-01;2024-01
PC000010;CUBO DE RODA REFORCADO REMANUFATURADO;RODAS_PNEUS;15/04/2024;61,76;1329,9;82138,95;50469,84;0;2024-04-15;2024-04;2024-04
PC000010;CUBO DE RODA REFORCADO REMANUFATURADO;RODAS_PNEUS;15/06/2024;62,92;1329,9;83672,03;51411,83;0;2024-06-15;2024-06;2024-06
PC000010;CUBO DE RODA REFORCADO REMANUFATURADO;RODAS_PNEUS;15/07/2024;64,81;1329,9;86192,07;52960,26;0;2024-07-15;2024-07;2024-07
PC000010;CUBO DE RODA REFORCADO REMANUFATURADO;RODAS_PNEUS;15/09/2024;67,15;1329,9;89304,6;54872,74;0;2024-09-15;2024-09;2024-09
PC000010;CUBO DE RODA REFORCADO REMANUFATURADO;RODAS_PNEUS;15/10/2024;61,03;1329,9;81169,61;49874,24;0;2024-10-15;2024-10;2024-10
PC000010;CUBO DE RODA REFORCADO REMANUFATURADO;RODAS_PNEUS;15/11/2024;75,33;1223,51;92162,26;61552,84;1;2024-11-15;2024-11;2024-11
