ano;mes;campo_pai;subconta;valor;filial
2025;fev;CMV (custo da mercadoria vendida);Fretes de Produção;100654,38;Loja Sul
2025;fev;provisão para imposto de renda;IRPJ;150191,58;Loja Sul
2025;fev;despesas administrativas;Internet e Telefonia;10040,61;Loja Sul
2025;fev;receitas não operacionais;Juros Ativos;4868,06;Loja Sul
2025;fev;despesas financeiras líquidas;Juros Bancários;10069,7;Loja Sul
2025;fev;despesas administrativas;Manutenção;10007,22;Loja Sul
2025;fev;despesas comerciais;Marketing e Publicidade;99230,26;Loja Sul
2025;fev;CMV (custo da mercadoria vendida);Materiais e Insumos;247149,19;Loja Sul
2025;fev;despesas administrativas;Material de Escritório;4979,48;Loja Sul
2025;fev;CMV (custo da mercadoria vendida);Mão de Obra Direta;404137,28;Loja Sul
2025;fev;receita bruta de vendas;Outras Receitas Operacionais;48475,31;Loja Sul
2025;fev;despesas administrativas;Pró-Labore;74222,8;Loja Sul
2025;fev;receita bruta de vendas;Receita de Serviços;338474,58;Loja Sul
2025;fev;receita bruta de vendas;Receita de Vendas;4507138,18;Loja Sul
2025;fev;receitas não operacionais;Receitas Financeiras;14504,7;Loja Sul
2025;fev;despesas administrativas;Salários Administrativos;249323,95;Loja Sul
2025;fev;despesas comerciais;Salários Comerciais;201421,99;Loja Sul
2025;fev;despesas administrativas;Seguros;9927,83;Loja Sul
2025;fev;despesas administrativas;Sistemas e Licenças;19913,85;Loja Sul
2025;fev;despesas financeiras líquidas;Tarifas Bancárias;2482,63;Loja Sul
2025;fev;despesas administrativas;Treinamentos;4935,27;Loja Sul
2025;fev;despesas comerciais;Viagens Comerciais;25015,58;Loja Sul
2025;jan;despesas administrativas;Aluguel;57617,69;Loja Sul
2025;jan;CMV (custo da mercadoria vendida);CMV;2660056,4;Loja Sul
2025;jan;provisão para contribuição social;CSLL;47794,03;Loja Sul
2025;jan;despesas comerciais;Comissões;119828,79;Loja Sul
2025;jan;despesas administrativas;Contabilidade;14463,04;Loja Sul
2025;jan;despesas com depreciações e amortizações;Depreciação;48058,93;Loja Sul
2025;jan;despesas financeiras líquidas;Despesas Financeiras;19169,26;Loja Sul
2025;jan;devoluções de vendas;Devoluções;48032,06;Loja Sul
2025;jan;despesas administrativas;Energia Elétrica;19101,31;Loja Sul
2025;jan;CMV (custo da mercadoria vendida);Fretes de Produção;95940,44;Loja Sul
2025;jan;provisão para imposto de renda;IRPJ;146178,72;Loja Sul
2025;jan;despesas administrativas;Internet e Telefonia;9591,62;Loja Sul
2025;jan;receitas não operacionais;Juros Ativos;4777,27;Loja Sul
2025;jan;despesas financeiras líquidas;Juros Bancários;9613,83;Loja Sul
2025;jan;despesas administrativas;Manutenção;9565,2;Loja Sul
2025;jan;despesas comerciais;Marketing e Publicidade;95348,25;Loja Sul
2025;jan;CMV (custo da mercadoria vendida);Materiais e Insumos;241334,46;Loja Sul
2025;jan;despesas administrativas;Material de Escritório;4801,25;Loja Sul
2025;jan;CMV (custo da mercadoria vendida);Mão de Obra Direta;383100,29;Loja Sul
2025;jan;receita bruta de vendas;Outras Receitas Operacionais;47454,97;Loja Sul
2025;jan;despesas administrativas;Pró-Labore;71054,66;Loja Sul
2025;jan;receita bruta de vendas;Receita de Serviços;327400,17;Loja Sul
2025;jan;receita bruta de vendas;Receita de Vendas;4343617,71;Loja Sul
2025;jan;receitas não operacionais;Receitas Financeiras;14225,9;Loja Sul
2025;jan;despesas administrativas;Salários Administrativos;240559,08;Loja Sul
2025;jan;despesas comerciais;Salários Comerciais;192012,33;Loja Sul
2025;jan;despesas administrativas;Seguros;9566,75;Loja Sul
2025;jan;despesas administrativas;Sistemas e Licenças;19202,79;Loja Sul
2025;jan;despesas financeiras líquidas;Tarifas Bancárias;2400,74;Loja Sul
2025;jan;despesas administrativas;Treinamentos;4768,83;Loja Sul
2025;jan;despesas comerciais;Viagens Comerciais;23877,47;Loja Sul
2025;jul;despesas administrativas;Aluguel;53681,29;Loja Sul
2025;jul;CMV (custo da mercadoria vendida);CMV;2570043,5;Loja Sul
2025;jul;provisão para contribuição social;CSLL;44336,06;Loja Sul
2025;jul;despesas comerciais;Comissões;111427,85;Loja Sul
2025;jul;despesas administrativas;Contabilidade;13392,38;Loja Sul
2025;jul;despesas com depreciações e amortizações;Depreciação;44773,24;Loja Sul
2025;jul;despesas financeiras líquidas;Despesas Financeiras;17860,8;Loja Sul
2025;jul;devoluções de vendas;Devoluções;44373,11;Loja Sul
2025;jul;despesas administrativas;Energia Elétrica;17724,68;Loja Sul
2025;jul;CMV (custo da mercadoria vendida);Fretes de Produção;88413,16;Loja Sul
2025;jul;provisão para imposto de renda;IRPJ;132680,95;Loja Sul
2025;jul;despesas administrativas;Internet e Telefonia;8935,24;Loja Sul
2025;jul;receitas não operacionais;Juros Ativos;4545,55;Loja Sul
2025;jul;despesas financeiras líquidas;Juros Bancários;8823,47;Loja Sul
2025;jul;despesas administrativas;Manutenção;8844,42;Loja Sul
2025;jul;despesas comerciais;Marketing e Publicidade;88814,69;Loja Sul
2025;jul;CMV (custo da mercadoria vendida);Materiais e Insumos;221993,63;Loja Sul
2025;jul;despesas administrativas;Material de Escritório;4400,96;Loja Sul
2025;jul;CMV (custo da mercadoria vendida);Mão de Obra Direta;352006,42;Loja Sul
2025;jul;receita bruta de vendas;Outras Receitas Operacionais;45656,85;Loja Sul
2025;jul;despesas administrativas;Pró-Labore;66203,54;Loja Sul
2025;jul;receita bruta de vendas;Receita de Serviços;322403,06;Loja Sul
2025;jul;receita bruta de vendas;Receita de Vendas;4206043,02;Loja Sul
2025;jul;receitas não operacionais;Receitas Financeiras;13626,78;Loja Sul
2025;jul;despesas administrativas;Salários Administrativos;222834,76;Loja Sul
2025;jul;despesas comerciais;Salários Comerciais;175585,06;Loja Sul
2025;jul;despesas administrativas;Seguros;8789,64;Loja Sul
2025;jul;despesas administrativas;Sistemas e Licenças;17878,32;Loja Sul
2025;jul;despesas financeiras líquidas;Tarifas Bancárias;2204,01;Loja Sul
2025;jul;despesas administrativas;Treinamentos;4410,63;Loja Sul
2025;jul;despesas comerciais;Viagens Comerciais;22136,72;Loja Sul
2025;jun;despesas administrativas;Aluguel;54551,98;Loja Sul
2025;jun;CMV (custo da mercadoria vendida);CMV;2635945,53;Loja Sul
2025;jun;provisão para contribuição social;CSLL;45663,21;Loja Sul
2025;jun;despesas comerciais;Comissões;114209,71;Loja Sul
2025;jun;despesas administrativas;Contabilidade;13651,75;Loja Sul
2025;jun;despesas com depreciações e amortizações;Depreciação;45038,15;Loja Sul
2025;jun;despesas financeiras líquidas;Despesas Financeiras;18176,39;Loja Sul
2025;jun;devoluções de vendas;Devoluções;45455,83;Loja Sul
2025;jun;despesas administrativas;Energia Elétrica;18134,75;Loja Sul
2025;jun;CMV (custo da mercadoria vendida);Fretes de Produção;90908,1;Loja Sul
2025;jun;provisão para imposto de renda;IRPJ;135252,97;Loja Sul
2025;jun;despesas administrativas;Internet e Telefonia;9032,32;Loja Sul
2025;jun;receitas não operacionais;Juros Ativos;4693,09;Loja Sul
2025;jun;despesas financeiras líquidas;Juros Bancários;9058,48;Loja Sul
2025;jun;despesas administrativas;Manutenção;9140,51;Loja Sul
2025;jun;despesas comerciais;Marketing e Publicidade;91235,39;Loja Sul
2025;jun;CMV (custo da mercadoria vendida);Materiais e Insumos;229737,34;Loja Sul
2025;jun;despesas administrativas;Material de Escritório;4569,63;Loja Sul
2025;jun;CMV (custo da mercadoria vendida);Mão de Obra Direta;365234,3;Loja Sul
2025;jun;receita bruta de vendas;Outras Receitas Operacionais;47221,99;Loja Sul
2025;jun;despesas administrativas;Pró-Labore;68244,75;Loja Sul
2025;jun;receita bruta de vendas;Receita de Serviços;330325,84;Loja Sul
2025;jun;receita bruta de vendas;Receita de Vendas;4306855,23;Loja Sul
2025;jun;receitas não operacionais;Receitas Financeiras;13938,65;Loja Sul
2025;jun;despesas administrativas;Salários Administrativos;228197,6;Loja Sul
2025;jun;despesas comerciais;Salários Comerciais;181878,78;Loja Sul
2025;jun;despesas administrativas;Seguros;9172,11;Loja Sul
2025;jun;despesas administrativas;Sistemas e Licenças;18142,91;Loja Sul
2025;jun;despesas financeiras líquidas;Tarifas Bancárias;2270,06;Loja Sul
2025;jun;despesas administrativas;Treinamentos;4554,14;Loja Sul
2025;jun;despesas comerciais;Viagens Comerciais;22847,3;Loja Sul
2025;mai;despesas administrativas;Aluguel;58307,5;Loja Sul
2025;mai;CMV (custo da mercadoria vendida);CMV;2729577,14;Loja Sul
2025;mai;provisão para contribuição social;CSLL;48555,37;Loja Sul
2025;mai;despesas comerciais;Comissões;122273,88;Loja Sul
2025;mai;despesas administrativas;Contabilidade;14501,93;Loja Sul
2025;mai;despesas com depreciações e amortizações;Depreciação;48693,01;Loja Sul
2025;mai;despesas financeiras líquidas;Despesas Financeiras;19399,35;Loja Sul
2025;mai;devoluções de vendas;Devoluções;49094,23;Loja Sul
2025;mai;despesas administrativas;Energia Elétrica;19496,02;Loja Sul
2025;mai;CMV (custo da mercadoria vendida);Fretes de Produção;97738,47;Loja Sul
2025;mai;provisão para imposto de renda;IRPJ;145699,06;Loja Sul
2025;mai;despesas administrativas;Internet e Telefonia;9784,64;Loja Sul
2025;mai;receitas não operacionais;Juros Ativos;4829,79;Loja Sul
2025;mai;despesas financeiras líquidas;Juros Bancários;9765,13;Loja Sul
2025;mai;despesas administrativas;Manutenção;9601,48;Loja Sul
2025;mai;despesas comerciais;Marketing e Publicidade;96925,2;Loja Sul
2025;mai;CMV (custo da mercadoria vendida);Materiais e Insumos;240689,26;Loja Sul
2025;mai;despesas administrativas;Material de Escritório;4842,57;Loja Sul
2025;mai;CMV (custo da mercadoria vendida);Mão de Obra Direta;391392,38;Loja Sul
2025;mai;receita bruta de vendas;Outras Receitas Operacionais;48518,31;Loja Sul
2025;mai;despesas administrativas;Pró-Labore;72902,2;Loja Sul
2025;mai;receita bruta de vendas;Receita de Serviços;338318,92;Loja Sul
2025;mai;receita bruta de vendas;Receita de Vendas;4458267,52;Loja Sul
2025;mai;receitas não operacionais;Receitas Financeiras;14459,45;Loja Sul
2025;mai;despesas administrativas;Salários Administrativos;241463,3;Loja Sul
2025;mai;despesas comerciais;Salários Comerciais;193469,77;Loja Sul
2025;mai;despesas administrativas;Seguros;9723,08;Loja Sul
2025;mai;despesas administrativas;Sistemas e Licenças;19380,7;Loja Sul
2025;mai;despesas financeiras líquidas;Tarifas Bancárias;2430,07;Loja Sul
2025;mai;despesas administrativas;Treinamentos;4869,67;Loja Sul
2025;mai;despesas comerciais;Viagens Comerciais;24065,05;Loja Sul
2025;mar;despesas administrativas;Aluguel;60103,48;Loja Sul
2025;mar;CMV (custo da mercadoria vendida);CMV;2785851,26;Loja Sul
2025;mar;provisão para contribuição social;CSLL;50180,73;Loja Sul
2025;mar;despesas comerciais;Comissões;127586,01;Loja Sul
2025;mar;despesas administrativas;Contabilidade;15204,58;Loja Sul
2025;mar;despesas com depreciações e amortizações;Depreciação;50205,37;Loja Sul
2025;mar;despesas financeiras líquidas;Despesas Financeiras;20139,39;Loja Sul
2025;mar;devoluções de vendas;Devoluções;50181,18;Loja Sul
2025;mar;despesas administrativas;Energia Elétrica;20140,52;Loja Sul
2025;mar;CMV (custo da mercadoria vendida);Fretes de Produção;100278,27;Loja Sul
2025;mar;provisão para imposto de renda;IRPJ;150392,31;Loja Sul
2025;mar;despesas administrativas;Internet e Telefonia;10025,16;Loja Sul
2025;mar;receitas não operacionais;Juros Ativos;4896,38;Loja Sul
2025;mar;despesas financeiras líquidas;Juros Bancários;10086,88;Loja Sul
2025;mar;despesas administrativas;Manutenção;10075,57;Loja Sul
2025;mar;despesas comerciais;Marketing e Publicidade;100653,31;Loja Sul
2025;mar;CMV (custo da mercadoria vendida);Materiais e Insumos;250484,52;Loja Sul
2025;mar;despesas administrativas;Material de Escritório;5055,31;Loja Sul
2025;mar;CMV (custo da mercadoria vendida);Mão de Obra Direta;405268,18;Loja Sul
2025;mar;receita bruta de vendas;Outras Receitas Operacionais;49073,91;Loja Sul
2025;mar;despesas administrativas;Pró-Labore;75176,26;Loja Sul
2025;mar;receita bruta de vendas;Receita de Serviços;342021,47;Loja Sul
2025;mar;receita bruta de vendas;Receita de Vendas;4550841,07;Loja Sul
2025;mar;receitas não operacionais;Receitas Financeiras;14671,06;Loja Sul
2025;mar;despesas administrativas;Salários Administrativos;248356,1;Loja Sul
2025;mar;despesas comerciais;Salários Comerciais;203450,64;Loja Sul
2025;mar;despesas administrativas;Seguros;10116,04;Loja Sul
2025;mar;despesas administrativas;Sistemas e Licenças;20097,57;Loja Sul
2025;mar;despesas financeiras líquidas;Tarifas Bancárias;2506,4;Loja Sul
2025;mar;despesas administrativas;Treinamentos;4998,79;Loja Sul
2025;mar;despesas comerciais;Viagens Comerciais;24986,04;Loja Sul
2025;nov;despesas administrativas;Aluguel;77259,8;Loja Sul
2025;nov;CMV (custo da mercadoria vendida);CMV;3662267,84;Loja Sul
2025;nov;provisão para contribuição social;CSLL;64114,97;Loja Sul
2025;nov;despesas comerciais;Comissões;162822,51;Loja Sul
2025;nov;despesas administrativas;Contabilidade;19243,6;Loja Sul
2025;nov;despesas com depreciações e amortizações;Depreciação;64864,58;Loja Sul
2025;nov;despesas financeiras líquidas;Despesas Financeiras;26100,31;Loja Sul
2025;nov;devoluções de vendas;Devoluções;64050,29;Loja Sul
2025;nov;despesas administrativas;Energia Elétrica;25773,53;Loja Sul
2025;nov;CMV (custo da mercadoria vendida);Fretes de Produção;128450,11;Loja Sul
2025;nov;provisão para imposto de renda;IRPJ;194317,23;Loja Sul
2025;nov;despesas administrativas;Internet e Telefonia;12863,86;Loja Sul
2025;nov;receitas não operacionais;Juros Ativos;6504,67;Loja Sul
2025;nov;despesas financeiras líquidas;Juros Bancários;12905,23;Loja Sul
2025;nov;despesas administrativas;Manutenção;12847,48;Loja Sul
2025;nov;despesas comerciais;Marketing e Publicidade;130057,61;Loja Sul
2025;nov;CMV (custo da mercadoria vendida);Materiais e Insumos;319414,65;Loja Sul
2025;nov;despesas administrativas;Material de Escritório;6466,91;Loja Sul
2025;nov;CMV (custo da mercadoria vendida);Mão de Obra Direta;516202,26;Loja Sul
2025;nov;receita bruta de vendas;Outras Receitas Operacionais;65355,44;Loja Sul
2025;nov;despesas administrativas;Pró-Labore;95900,66;Loja Sul
2025;nov;receita bruta de vendas;Receita de Serviços;461234,19;Loja Sul
2025;nov;receita bruta de vendas;Receita de Vendas;5986988,92;Loja Sul
2025;nov;receitas não operacionais;Receitas Financeiras;19268,31;Loja Sul
2025;nov;despesas administrativas;Salários Administrativos;324832,94;Loja Sul
2025;nov;despesas comerciais;Salários Comerciais;257276,7;Loja Sul
2025;nov;despesas administrativas;Seguros;13026,0;Loja Sul
2025;nov;despesas administrativas;Sistemas e Licenças;25733,83;Loja Sul
2025;nov;despesas financeiras líquidas;Tarifas Bancárias;3261,91;Loja Sul
2025;nov;despesas administrativas;Treinamentos;6513,0;Loja Sul
2025;nov;despesas comerciais;Viagens Comerciais;32226,84;Loja Sul
2025;out;despesas administrativas;Aluguel;56307,2;Loja Sul
2025;out;CMV (custo da mercadoria vendida);CMV;2589318,76;Loja Sul
2025;out;provisão para contribuição social;CSLL;47261,11;Loja Sul
2025;out;despesas comerciais;Comissões;118538,47;Loja Sul
2025;out;despesas administrativas;Contabilidade;14119,38;Loja Sul
2025;out;despesas com depreciações e amortizações;Depreciação;46930,81;Loja Sul
2025;out;despesas financeiras líquidas;Despesas Financeiras;18781,37;Loja Sul
2025;out;devoluções de vendas;Devoluções;47097,95;Loja Sul
2025;out;despesas administrativas;Energia Elétrica;18808,57;Loja Sul
2025;out;CMV (custo da mercadoria vendida);Fretes de Produção;94584,16;Loja Sul
2025;out;provisão para imposto de renda;IRPJ;140749,15;Loja Sul
2025;out;despesas administrativas;Internet e Telefonia;9482,2;Loja Sul
2025;out;receitas não operacionais;Juros Ativos;4542,7;Loja Sul
2025;out;despesas financeiras líquidas;Juros Bancários;9444,68;Loja Sul
2025;out;despesas administrativas;Manutenção;9469,69;Loja Sul
2025;out;despesas comerciais;Marketing e Publicidade;94346,95;Loja Sul
2025;out;CMV (custo da mercadoria vendida);Materiais e Insumos;232502,29;Loja Sul
2025;out;despesas administrativas;Material de Escritório;4678,27;Loja Sul
2025;out;CMV (custo da mercadoria vendida);Mão de Obra Direta;374818,6;Loja Sul
2025;out;receita bruta de vendas;Outras Receitas Operacionais;45731,07;Loja Sul
2025;out;despesas administrativas;Pró-Labore;69745,92;Loja Sul
2025;out;receita bruta de vendas;Receita de Serviços;318945,32;Loja Sul
2025;out;receita bruta de vendas;Receita de Vendas;4234438,17;Loja Sul
2025;out;receitas não operacionais;Receitas Financeiras;13808,73;Loja Sul
2025;out;despesas administrativas;Salários Administrativos;236469,53;Loja Sul
2025;out;despesas comerciais;Salários Comerciais;190306,33;Loja Sul
2025;out;despesas administrativas;Seguros;9369,05;Loja Sul
2025;out;despesas administrativas;Sistemas e Licenças;18891,15;Loja Sul
2025;out;despesas financeiras líquidas;Tarifas Bancárias;2359,98;Loja Sul
2025;out;despesas administrativas;Treinamentos;4635,2;Loja Sul
2025;out;despesas comerciais;Viagens Comerciais;23544,21;Loja Sul
2025;set;despesas administrativas;Aluguel;56123,82;Loja Sul
2025;set;CMV (custo da mercadoria vendida);CMV;2580702,92;Loja Sul
2025;set;provisão para contribuição social;CSLL;47009,47;Loja Sul
2025;set;despesas comerciais;Comissões;116384,09;Loja Sul
2025;set;despesas administrativas;Contabilidade;14042,74;Loja Sul
2025;set;despesas com depreciações e amortizações;Depreciação;46441,41;Loja Sul
2025;set;despesas financeiras líquidas;Despesas Financeiras;18968,54;Loja Sul
2025;set;devoluções de vendas;Devoluções;46923,97;Loja Sul
2025;set;despesas administrativas;Energia Elétrica;18822,4;Loja Sul
2025;set;CMV (custo da mercadoria vendida);Fretes de Produção;93197,97;Loja Sul
2025;set;provisão para imposto de renda;IRPJ;140230,11;Loja Sul
2025;set;despesas administrativas;Internet e Telefonia;9321,33;Loja Sul
2025;set;receitas não operacionais;Juros Ativos;4596,94;Loja Sul
2025;set;despesas financeiras líquidas;Juros Bancários;9407,22;Loja Sul
2025;set;despesas administrativas;Manutenção;9160,48;Loja Sul
2025;set;despesas comerciais;Marketing e Publicidade;93746,15;Loja Sul
2025;set;CMV (custo da mercadoria vendida);Materiais e Insumos;235063,26;Loja Sul
2025;set;despesas administrativas;Material de Escritório;4702,32;Loja Sul
2025;set;CMV (custo da mercadoria vendida);Mão de Obra Direta;377036,11;Loja Sul
2025;set;receita bruta de vendas;Outras Receitas Operacionais;45838,56;Loja Sul
2025;set;despesas administrativas;Pró-Labore;70703,39;Loja Sul
2025;set;receita bruta de vendas;Receita de Serviços;321821,74;Loja Sul
2025;set;receita bruta de vendas;Receita de Vendas;4219590,07;Loja Sul
2025;set;receitas não operacionais;Receitas Financeiras;13556,99;Loja Sul
2025;set;despesas administrativas;Salários Administrativos;233690,54;Loja Sul
2025;set;despesas comerciais;Salários Comerciais;189252,73;Loja Sul
2025;set;despesas administrativas;Seguros;9405,83;Loja Sul
2025;set;despesas administrativas;Sistemas e Licenças;18687,79;Loja Sul
2025;set;despesas financeiras líquidas;Tarifas Bancárias;2332,67;Loja Sul
2025;set;despesas administrativas;Treinamentos;4654,2;Loja Sul
2025;set;despesas comerciais;Viagens Comerciais;23294,27;Loja Sul
2026;abr;despesas administrativas;Aluguel;69447,27;Loja Sul
2026;abr;CMV (custo da mercadoria vendida);CMV;3194451,31;Loja Sul
2026;abr;provisão para contribuição social;CSLL;57883,05;Loja Sul
2026;abr;despesas comerciais;Comissões;145186,74;Loja Sul
2026;abr;despesas administrativas;Contabilidade;17294,2;Loja Sul
2026;abr;despesas com depreciações e amortizações;Depreciação;58229,65;Loja Sul
2026;abr;despesas financeiras líquidas;Despesas Financeiras;23431,78;Loja Sul
2026;abr;devoluções de vendas;Devoluções;57894,4;Loja Sul
2026;abr;despesas administrativas;Energia Elétrica;23204,81;Loja Sul
2026;abr;CMV (custo da mercadoria vendida);Fretes de Produção;114451,59;Loja Sul
2026;abr;provisão para imposto de renda;IRPJ;173282,46;Loja Sul
2026;abr;despesas administrativas;Internet e Telefonia;11653,35;Loja Sul
2026;abr;receitas não operacionais;Juros Ativos;5808,24;Loja Sul
2026;abr;despesas financeiras líquidas;Juros Bancários;11659,5;Loja Sul
2026;abr;despesas administrativas;Manutenção;11702,53;Loja Sul
2026;abr;despesas comerciais;Marketing e Publicidade;115554,74;Loja Sul
2026;abr;CMV (custo da mercadoria vendida);Materiais e Insumos;292319,03;Loja Sul
2026;abr;despesas administrativas;Material de Escritório;5809,18;Loja Sul
2026;abr;CMV (custo da mercadoria vendida);Mão de Obra Direta;466282,86;Loja Sul
2026;abr;receita bruta de vendas;Outras Receitas Operacionais;57933,88;Loja Sul
2026;abr;despesas administrativas;Pró-Labore;86665,58;Loja Sul
2026;abr;receita bruta de vendas;Receita de Serviços;402642,88;Loja Sul
2026;abr;receita bruta de vendas;Receita de Vendas;5229125,6;Loja Sul
2026;abr;receitas não operacionais;Receitas Financeiras;17217,13;Loja Sul
2026;abr;despesas administrativas;Salários Administrativos;296935,45;Loja Sul
2026;abr;despesas comerciais;Salários Comerciais;231402,18;Loja Sul
2026;abr;despesas administrativas;Seguros;11641,53;Loja Sul
2026;abr;despesas administrativas;Sistemas e Licenças;23426,1;Loja Sul
2026;abr;despesas financeiras líquidas;Tarifas Bancárias;2925,28;Loja Sul
2026;abr;despesas administrativas;Treinamentos;5881,53;Loja Sul
2026;abr;despesas comerciais;Viagens Comerciais;29207,39;Loja Sul
2026;fev;despesas administrativas;Aluguel;67233,08;Loja Sul
2026;fev;CMV (custo da mercadoria vendida);CMV;3130694,06;Loja Sul
2026;fev;provisão para contribuição social;CSLL;56184,74;Loja Sul
2026;fev;despesas comerciais;Comissões;138065,3;Loja Sul
2026;fev;despesas administrativas;Contabilidade;16629,8;Loja Sul
2026;fev;despesas com depreciações e amortizações;Depreciação;55418,85;Loja Sul
2026;fev;despesas financeiras líquidas;Despesas Financeiras;22049,13;Loja Sul
2026;fev;devoluções de vendas;Devoluções;55853,45;Loja Sul
2026;fev;despesas administrativas;Energia Elétrica;22099,03;Loja Sul
2026;fev;CMV (custo da mercadoria vendida);Fretes de Produção;111116,97;Loja Sul
2026;fev;provisão para imposto de renda;IRPJ;167262,81;Loja Sul
2026;fev;despesas administrativas;Internet e Telefonia;11068,49;Loja Sul
2026;fev;receitas não operacionais;Juros Ativos;5629,49;Loja Sul
2026;fev;despesas financeiras líquidas;Juros Bancários;11120,51;Loja Sul
2026;fev;despesas administrativas;Manutenção;11207,19;Loja Sul
2026;fev;despesas comerciais;Marketing e Publicidade;111685,12;Loja Sul
2026;fev;CMV (custo da mercadoria vendida);Materiais e Insumos;277087,67;Loja Sul
2026;fev;despesas administrativas;Material de Escritório;5583,33;Loja Sul
2026;fev;CMV (custo da mercadoria vendida);Mão de Obra Direta;442591,21;Loja Sul
2026;fev;receita bruta de vendas;Outras Receitas Operacionais;56122,18;Loja Sul
2026;fev;despesas administrativas;Pró-Labore;84305,45;Loja Sul
2026;fev;receita bruta de vendas;Receita de Serviços;394033,97;Loja Sul
2026;fev;receita bruta de vendas;Receita de Vendas;5119955,38;Loja Sul
2026;fev;receitas não operacionais;Receitas Financeiras;16764,05;Loja Sul
2026;fev;despesas administrativas;Salários Administrativos;278620,16;Loja Sul
2026;fev;despesas comerciais;Salários Comerciais;221104,19;Loja Sul
2026;fev;despesas administrativas;Seguros;11059,36;Loja Sul
2026;fev;despesas administrativas;Sistemas e Licenças;22483,5;Loja Sul
2026;fev;despesas financeiras líquidas;Tarifas Bancárias;2792,49;Loja Sul
2026;fev;despesas administrativas;Treinamentos;5591,53;Loja Sul
2026;fev;despesas comerciais;Viagens Comerciais;27845,19;Loja Sul
2026;jan;despesas administrativas;Aluguel;63197,14;Loja Sul
2026;jan;CMV (custo da mercadoria vendida);CMV;3013535,56;Loja Sul
2026;jan;provisão para contribuição social;CSLL;53377,62;Loja Sul
2026;jan;despesas comerciais;Comissões;131867,23;Loja Sul
2026;jan;despesas administrativas;Contabilidade;15949,32;Loja Sul
2026;jan;despesas com depreciações e amortizações;Depreciação;53257,09;Loja Sul
2026;jan;despesas financeiras líquidas;Despesas Financeiras;21341,08;Loja Sul
2026;jan;devoluções de vendas;Devoluções;53043,94;Loja Sul
2026;jan;despesas administrativas;Energia Elétrica;21336,5;Loja Sul
2026;jan;CMV (custo da mercadoria vendida);Fretes de Produção;105478,37;Loja Sul
2026;jan;provisão para imposto de renda;IRPJ;159949,66;Loja Sul
2026;jan;despesas administrativas;Internet e Telefonia;10620,91;Loja Sul
2026;jan;receitas não operacionais;Juros Ativos;5325,66;Loja Sul
2026;jan;despesas financeiras líquidas;Juros Bancários;10701,87;Loja Sul
2026;jan;despesas administrativas;Manutenção;10622,51;Loja Sul
2026;jan;despesas comerciais;Marketing e Publicidade;106464,32;Loja Sul
2026;jan;CMV (custo da mercadoria vendida);Materiais e Insumos;266388,83;Loja Sul
2026;jan;despesas administrativas;Material de Escritório;5308,05;Loja Sul
2026;jan;CMV (custo da mercadoria vendida);Mão de Obra Direta;417982,46;Loja Sul
2026;jan;receita bruta de vendas;Outras Receitas Operacionais;53751,33;Loja Sul
2026;jan;despesas administrativas;Pró-Labore;80746,03;Loja Sul
2026;jan;receita bruta de vendas;Receita de Serviços;378389,91;Loja Sul
2026;jan;receita bruta de vendas;Receita de Vendas;4928961,08;Loja Sul
2026;jan;receitas não operacionais;Receitas Financeiras;16144,63;Loja Sul
2026;jan;despesas administrativas;Salários Administrativos;263201,8;Loja Sul
2026;jan;despesas comerciais;Salários Comerciais;211703,69;Loja Sul
2026;jan;despesas administrativas;Seguros;10646,75;Loja Sul
2026;jan;despesas administrativas;Sistemas e Licenças;21227,64;Loja Sul
2026;jan;despesas financeiras líquidas;Tarifas Bancárias;2662,6;Loja Sul
2026;jan;despesas administrativas;Treinamentos;5329,32;Loja Sul
2026;jan;despesas comerciais;Viagens Comerciais;26485,37;Loja Sul
2026;jul;despesas administrativas;Aluguel;61030,83;Loja Sul
2026;jul;CMV (custo da mercadoria vendida);CMV;2911495,26;Loja Sul
2026;jul;provisão para contribuição social;CSLL;50972,39;Loja Sul
2026;jul;despesas comerciais;Comissões;126262,87;Loja Sul
2026;jul;despesas administrativas;Contabilidade;15220,85;Loja Sul
2026;jul;despesas com depreciações e amortizações;Depreciação;51222,01;Loja Sul
2026;jul;despesas financeiras líquidas;Despesas Financeiras;20419,91;Loja Sul
2026;jul;devoluções de vendas;Devoluções;50594,4;Loja Sul
2026;jul;despesas administrativas;Energia Elétrica;20349,33;Loja Sul
2026;jul;CMV (custo da mercadoria vendida);Fretes de Produção;102849,22;Loja Sul
2026;jul;provisão para imposto de renda;IRPJ;151753,25;Loja Sul
2026;jul;despesas administrativas;Internet e Telefonia;10171,53;Loja Sul
2026;jul;receitas não operacionais;Juros Ativos;5241,57;Loja Sul
2026;jul;despesas financeiras líquidas;Juros Bancários;10178,44;Loja Sul
2026;jul;despesas administrativas;Manutenção;10140,53;Loja Sul
2026;jul;despesas comerciais;Marketing e Publicidade;101768,03;Loja Sul
2026;jul;CMV (custo da mercadoria vendida);Materiais e Insumos;254297,37;Loja Sul
2026;jul;despesas administrativas;Material de Escritório;5078,22;Loja Sul
2026;jul;CMV (custo da mercadoria vendida);Mão de Obra Direta;400879,63;Loja Sul
2026;jul;receita bruta de vendas;Outras Receitas Operacionais;51891,49;Loja Sul
2026;jul;despesas administrativas;Pró-Labore;75950,76;Loja Sul
2026;jul;receita bruta de vendas;Receita de Serviços;364288,56;Loja Sul
