Produto;Categoria;Emissao;Quantidade;Vlr.Total;Filial;_data_ml;_periodo_ml;_periodo_val
PC000669;Arrefecimento;01/02/2024;6;626,8;Loja Norte;2024-02-01;2024-02;2024-02
PC000669;Arrefecimento;01/03/2024;5;522,33;Loja Norte;2024-03-01;2024-03;2024-03
PC000669;Arrefecimento;01/04/2024;5;522,33;Loja Norte;2024-04-01;2024-04;2024-04
PC000669;Arrefecimento;01/05/2024;6;626,8;Loja Norte;2024-05-01;2024-05;2024-05
PC000669;Arrefecimento;01/06/2024;6;626,8;Loja Norte;2024-06-01;2024-06;2024-06
PC000669;Arrefecimento;01/07/2024;6;626,8;Loja Norte;2024-07-01;2024-07;2024-07
PC000669;Arrefecimento;01/08/2024;6;626,8;Loja Norte;2024-08-01;2024-08;2024-08
PC000669;Arrefecimento;01/09/2024;7;731,27;Loja Norte;2024-09-01;2024-09;2024-09
PC000669;Arrefecimento;01/10/2024;5;522,33;Loja Norte;2024-10-01;2024-10;2024-10
PC000669;Arrefecimento;01/11/2024;7;731,27;Loja Norte;2024-11-01;2024-11;2024-11
PC000669;Arrefecimento;01/12/2024;11;1149,13;Loja Norte;2024-12-01;2024-12;2024-12
PC000669;Arrefecimento;01/01/2025;6;626,8;Loja Norte;2025-01-01;2025-01;2025-01
PC000669;Arrefecimento;01/02/2025;6;626,8;Loja Norte;2025-02-01;2025-02;2025-02
PC000669;Arrefecimento;01/03/2025;6;626,8;Loja Norte;2025-03-01;2025-03;2025-03
PC000669;Arrefecimento;01/04/2025;6;626,8;Loja Norte;2025-04-01;2025-04;2025-04
PC000669;Arrefecimento;01/05/2025;7;731,27;Loja Norte;2025-05-01;2025-05;2025-05
PC000669;Arrefecimento;01/06/2025;6;626,8;Loja Norte;2025-06-01;2025-06;2025-06
PC000669;Arrefecimento;01/07/2025;6;626,8;Loja Norte;2025-07-01;2025-07;2025-07
PC000669;Arrefecimento;01/08/2025;6;626,8;Loja Norte;2025-08-01;2025-08;2025-08
PC000669;Arrefecimento;01/09/2025;6;626,8;Loja Norte;2025-09-01;2025-09;2025-09
PC000669;Arrefecimento;01/10/2025;6;626,8;Loja Norte;2025-10-01;2025-10;2025-10
PC000669;Arrefecimento;01/11/2025;8;835,73;Loja Norte;2025-11-01;2025-11;2025-11
PC000669;Arrefecimento;01/12/2025;11;1149,13;Loja Norte;2025-12-01;2025-12;2025-12
PC000669;Arrefecimento;01/01/2026;7;731,27;Loja Norte;2026-01-01;2026-01;2026-01
PC000669;Arrefecimento;01/02/2026;7;731,27;Loja Norte;2026-02-01;2026-02;2026-02
PC000669;Arrefecimento;01/03/2026;7;731,27;Loja Norte;2026-03-01;2026-03;2026-03
PC000669;Arrefecimento;01/04/2026;8;835,73;Loja Norte;2026-04-01;2026-04;2026-04
PC000669;Arrefecimento;01/05/2026;6;626,8;Loja Norte;2026-05-01;2026-05;2026-05
PC000669;Arrefecimento;01/06/2026;7;731,27;Loja Norte;2026-06-01;2026-06;2026-06
PC000669;Arrefecimento;01/07/2026;6;626,8;Loja Norte;2026-07-01;2026-07;2026-07
PC000669;Arrefecimento;01/08/2026;5;522,33;Loja Norte;2026-08-01;2026-08;2026-08
PC000671;Arrefecimento;01/09/2022;13;3991,75;Loja Norte;2022-09-01;2022-09;2022-09
PC000671;Arrefecimento;01/10/2022;12;3684,7;Loja Norte;2022-10-01;2022-10;2022-10
PC000671;Arrefecimento;01/11/2022;21;6448,22;Loja Norte;2022-11-01;2022-11;2022-11
PC000671;Arrefecimento;01/12/2022;22;6755,28;Loja Norte;2022-12-01;2022-12;2022-12
PC000671;Arrefecimento;01/01/2023;14;4298,81;Loja Norte;2023-01-01;2023-01;2023-01
PC000671;Arrefecimento;01/02/2023;14;4298,81;Loja Norte;2023-02-01;2023-02;2023-02
PC000671;Arrefecimento;01/03/2023;12;3684,7;Loja Norte;2023-03-01;2023-03;2023-03
PC000671;Arrefecimento;01/04/2023;15;4605,87;Loja Norte;2023-04-01;2023-04;2023-04
PC000671;Arrefecimento;01/05/2023;13;3991,75;Loja Norte;2023-05-01;2023-05;2023-05
PC000671;Arrefecimento;01/06/2023;14;4298,81;Loja Norte;2023-06-01;2023-06;2023-06
PC000671;Arrefecimento;01/07/2023;15;4605,87;Loja Norte;2023-07-01;2023-07;2023-07
PC000671;Arrefecimento;01/08/2023;13;3991,75;Loja Norte;2023-08-01;2023-08;2023-08
PC000671;Arrefecimento;01/09/2023;11;3377,64;Loja Norte;2023-09-01;2023-09;2023-09
PC000671;Arrefecimento;01/10/2023;12;3684,7;Loja Norte;2023-10-01;2023-10;2023-10
PC000671;Arrefecimento;01/11/2023;18;5527,05;Loja Norte;2023-11-01;2023-11;2023-11
PC000671;Arrefecimento;01/12/2023;20;6141,16;Loja Norte;2023-12-01;2023-12;2023-12
PC000671;Arrefecimento;01/01/2024;14;4298,81;Loja Norte;2024-01-01;2024-01;2024-01
PC000671;Arrefecimento;01/02/2024;14;4298,81;Loja Norte;2024-02-01;2024-02;2024-02
PC000671;Arrefecimento;01/03/2024;15;4605,87;Loja Norte;2024-03-01;2024-03;2024-03
PC000671;Arrefecimento;01/04/2024;15;4605,87;Loja Norte;2024-04-01;2024-04;2024-04
PC000671;Arrefecimento;01/05/2024;16;4912,93;Loja Norte;2024-05-01;2024-05;2024-05
PC000671;Arrefecimento;01/06/2024;15;4605,87;Loja Norte;2024-06-01;2024-06;2024-06
PC000671;Arrefecimento;01/07/2024;15;4605,87;Loja Norte;2024-07-01;2024-07;2024-07
PC000671;Arrefecimento;01/08/2024;12;3684,7;Loja Norte;2024-08-01;2024-08;2024-08
PC000671;Arrefecimento;01/09/2024;13;3991,75;Loja Norte;2024-09-01;2024-09;2024-09
PC000671;Arrefecimento;01/10/2024;14;4298,81;Loja Norte;2024-10-01;2024-10;2024-10
PC000671;Arrefecimento;01/11/2024;16;4912,93;Loja Norte;2024-11-01;2024-11;2024-11
PC000671;Arrefecimento;01/12/2024;20;6141,16;Loja Norte;2024-12-01;2024-12;2024-12
PC000671;Arrefecimento;01/01/2025;15;4605,87;Loja Norte;2025-01-01;2025-01;2025-01
PC000671;Arrefecimento;01/02/2025;15;4605,87;Loja Norte;2025-02-01;2025-02;2025-02
PC000671;Arrefecimento;01/03/2025;15;4605,87;Loja Norte;2025-03-01;2025-03;2025-03
PC000671;Arrefecimento;01/04/2025;15;4605,87;Loja Norte;2025-04-01;2025-04;2025-04
PC000671;Arrefecimento;01/05/2025;15;4605,87;Loja Norte;2025-05-01;2025-05;2025-05
PC000671;Arrefecimento;01/06/2025;13;3991,75;Loja Norte;2025-06-01;2025-06;2025-06
PC000671;Arrefecimento;01/07/2025;13;3991,75;Loja Norte;2025-07-01;2025-07;2025-07
PC000671;Arrefecimento;01/08/2025;14;4298,81;Loja Norte;2025-08-01;2025-08;2025-08
PC000671;Arrefecimento;01/09/2025;12;3684,7;Loja Norte;2025-09-01;2025-09;2025-09
PC000671;Arrefecimento;01/10/2025;14;4298,81;Loja Norte;2025-10-01;2025-10;2025-10
PC000671;Arrefecimento;01/11/2025;19;5834,1;Loja Norte;2025-11-01;2025-11;2025-11
PC000671;Arrefecimento;01/12/2025;25;7676,45;Loja Norte;2025-12-01;2025-12;2025-12
PC000671;Arrefecimento;01/01/2026;15;4605,87;Loja Norte;2026-01-01;2026-01;2026-01
PC000671;Arrefecimento;01/02/2026;16;4912,93;Loja Norte;2026-02-01;2026-02;2026-02
PC000671;Arrefecimento;01/03/2026;12;3684,7;Loja Norte;2026-03-01;2026-03;2026-03
PC000671;Arrefecimento;01/04/2026;13;3991,75;Loja Norte;2026-04-01;2026-04;2026-04
PC000671;Arrefecimento;01/05/2026;15;4605,87;Loja Norte;2026-05-01;2026-05;2026-05
PC000671;Arrefecimento;01/06/2026;15;4605,87;Loja Norte;2026-06-01;2026-06;2026-06
PC000671;Arrefecimento;01/07/2026;14;4298,81;Loja Norte;2026-07-01;2026-07;2026-07
PC000671;Arrefecimento;01/08/2026;12;3684,7;Loja Norte;2026-08-01;2026-08;2026-08
PC000673;Arrefecimento;01/09/2022;17;10991,33;Loja Norte;2022-09-01;2022-09;2022-09
PC000673;Arrefecimento;01/10/2022;17;10991,33;Loja Norte;2022-10-01;2022-10;2022-10
PC000673;Arrefecimento;01/11/2022;20;12930,98;Loja Norte;2022-11-01;2022-11;2022-11
PC000673;Arrefecimento;01/12/2022;32;20689,57;Loja Norte;2022-12-01;2022-12;2022-12
PC000673;Arrefecimento;01/01/2023;21;13577,53;Loja Norte;2023-01-01;2023-01;2023-01
PC000673;Arrefecimento;01/02/2023;22;14224,08;Loja Norte;2023-02-01;2023-02;2023-02
PC000673;Arrefecimento;01/03/2023;18;11637,88;Loja Norte;2023-03-01;2023-03;2023-03
PC000673;Arrefecimento;01/04/2023;18;11637,88;Loja Norte;2023-04-01;2023-04;2023-04
PC000673;Arrefecimento;01/05/2023;21;13577,53;Loja Norte;2023-05-01;2023-05;2023-05
PC000673;Arrefecimento;01/06/2023;19;12284,43;Loja Norte;2023-06-01;2023-06;2023-06
PC000673;Arrefecimento;01/07/2023;16;10344,78;Loja Norte;2023-07-01;2023-07;2023-07
PC000673;Arrefecimento;01/08/2023;16;10344,78;Loja Norte;2023-08-01;2023-08;2023-08
PC000673;Arrefecimento;01/09/2023;17;10991,33;Loja Norte;2023-09-01;2023-09;2023-09
PC000673;Arrefecimento;01/10/2023;17;10991,33;Loja Norte;2023-10-01;2023-10;2023-10
PC000673;Arrefecimento;01/11/2023;22;14224,08;Loja Norte;2023-11-01;2023-11;2023-11
PC000673;Arrefecimento;01/12/2023;27;17456,82;Loja Norte;2023-12-01;2023-12;2023-12
PC000673;Arrefecimento;01/01/2024;20;12930,98;Loja Norte;2024-01-01;2024-01;2024-01
PC000673;Arrefecimento;01/02/2024;21;13577,53;Loja Norte;2024-02-01;2024-02;2024-02
PC000673;Arrefecimento;01/03/2024;19;12284,43;Loja Norte;2024-03-01;2024-03;2024-03
PC000673;Arrefecimento;01/04/2024;23;14870,62;Loja Norte;2024-04-01;2024-04;2024-04
PC000673;Arrefecimento;01/05/2024;21;13577,53;Loja Norte;2024-05-01;2024-05;2024-05
PC000673;Arrefecimento;01/06/2024;20;12930,98;Loja Norte;2024-06-01;2024-06;2024-06
PC000673;Arrefecimento;01/07/2024;21;13577,53;Loja Norte;2024-07-01;2024-07;2024-07
PC000673;Arrefecimento;01/08/2024;19;12284,43;Loja Norte;2024-08-01;2024-08;2024-08
PC000673;Arrefecimento;01/09/2024;15;9698,23;Loja Norte;2024-09-01;2024-09;2024-09
PC000673;Arrefecimento;01/10/2024;16;10344,78;Loja Norte;2024-10-01;2024-10;2024-10
PC000673;Arrefecimento;01/11/2024;28;18103,37;Loja Norte;2024-11-01;2024-11;2024-11
PC000673;Arrefecimento;01/12/2024;28;18103,37;Loja Norte;2024-12-01;2024-12;2024-12
PC000673;Arrefecimento;01/01/2025;22;14224,08;Loja Norte;2025-01-01;2025-01;2025-01
PC000673;Arrefecimento;01/02/2025;22;14224,08;Loja Norte;2025-02-01;2025-02;2025-02
PC000673;Arrefecimento;01/03/2025;21;13577,53;Loja Norte;2025-03-01;2025-03;2025-03
PC000673;Arrefecimento;01/04/2025;19;12284,43;Loja Norte;2025-04-01;2025-04;2025-04
PC000673;Arrefecimento;01/05/2025;21;13577,53;Loja Norte;2025-05-01;2025-05;2025-05
PC000673;Arrefecimento;01/06/2025;18;11637,88;Loja Norte;2025-06-01;2025-06;2025-06
PC000673;Arrefecimento;01/07/2025;21;13577,53;Loja Norte;2025-07-01;2025-07;2025-07
PC000673;Arrefecimento;01/08/2025;22;14224,08;Loja Norte;2025-08-01;2025-08;2025-08
PC000673;Arrefecimento;01/09/2025;18;11637,88;Loja Norte;2025-09-01;2025-09;2025-09
PC000673;Arrefecimento;01/10/2025;19;12284,43;Loja Norte;2025-10-01;2025-10;2025-10
PC000673;Arrefecimento;01/11/2025;29;18749,92;Loja Norte;2025-11-01;2025-11;2025-11
PC000673;Arrefecimento;01/12/2025;31;20043,02;Loja Norte;2025-12-01;2025-12;2025-12
PC000673;Arrefecimento;01/01/2026;20;12930,98;Loja Norte;2026-01-01;2026-01;2026-01
PC000673;Arrefecimento;01/02/2026;23;14870,62;Loja Norte;2026-02-01;2026-02;2026-02
PC000673;Arrefecimento;01/03/2026;19;12284,43;Loja Norte;2026-03-01;2026-03;2026-03
PC000673;Arrefecimento;01/04/2026;18;11637,88;Loja Norte;2026-04-01;2026-04;2026-04
PC000673;Arrefecimento;01/05/2026;18;11637,88;Loja Norte;2026-05-01;2026-05;2026-05
PC000673;Arrefecimento;01/06/2026;20;12930,98;Loja Norte;2026-06-01;2026-06;2026-06
PC000673;Arrefecimento;01/07/2026;20;12930,98;Loja Norte;2026-07-01;2026-07;2026-07
PC000673;Arrefecimento;01/08/2026;18;11637,88;Loja Norte;2026-08-01;2026-08;2026-08
PC000677;Arrefecimento;01/09/2022;7;570,67;Loja Norte;2022-09-01;2022-09;2022-09
PC000677;Arrefecimento;01/10/2022;7;570,67;Loja Norte;2022-10-01;2022-10;2022-10
PC000677;Arrefecimento;01/11/2022;11;896,77;Loja Norte;2022-11-01;2022-11;2022-11
PC000677;Arrefecimento;01/12/2022;13;1059,82;Loja Norte;2022-12-01;2022-12;2022-12
PC000677;Arrefecimento;01/01/2023;9;733,72;Loja Norte;2023-01-01;2023-01;2023-01
PC000677;Arrefecimento;01/02/2023;9;733,72;Loja Norte;2023-02-01;2023-02;2023-02
PC000677;Arrefecimento;01/03/2023;9;733,72;Loja Norte;2023-03-01;2023-03;2023-03
PC000677;Arrefecimento;01/04/2023;8;652,2;Loja Norte;2023-04-01;2023-04;2023-04
PC000677;Arrefecimento;01/05/2023;8;652,2;Loja Norte;2023-05-01;2023-05;2023-05
PC000677;Arrefecimento;01/06/2023;7;570,67;Loja Norte;2023-06-01;2023-06;2023-06
PC000677;Arrefecimento;01/07/2023;8;652,2;Loja Norte;2023-07-01;2023-07;2023-07
PC000677;Arrefecimento;01/08/2023;7;570,67;Loja Norte;2023-08-01;2023-08;2023-08
PC000677;Arrefecimento;01/09/2023;8;652,2;Loja Norte;2023-09-01;2023-09;2023-09
PC000677;Arrefecimento;01/10/2023;7;570,67;Loja Norte;2023-10-01;2023-10;2023-10
PC000677;Arrefecimento;01/11/2023;11;896,77;Loja Norte;2023-11-01;2023-11;2023-11
PC000677;Arrefecimento;01/12/2023;13;1059,82;Loja Norte;2023-12-01;2023-12;2023-12
PC000677;Arrefecimento;01/01/2024;9;733,72;Loja Norte;2024-01-01;2024-01;2024-01
PC000677;Arrefecimento;01/02/2024;9;733,72;Loja Norte;2024-02-01;2024-02;2024-02
PC000677;Arrefecimento;01/03/2024;9;733,72;Loja Norte;2024-03-01;2024-03;2024-03
PC000677;Arrefecimento;01/04/2024;8;652,2;Loja Norte;2024-04-01;2024-04;2024-04
PC000677;Arrefecimento;01/05/2024;10;815,25;Loja Norte;2024-05-01;2024-05;2024-05
PC000677;Arrefecimento;01/06/2024;9;733,72;Loja Norte;2024-06-01;2024-06;2024-06
PC000677;Arrefecimento;01/07/2024;7;570,67;Loja Norte;2024-07-01;2024-07;2024-07
PC000677;Arrefecimento;01/08/2024;9;733,72;Loja Norte;2024-08-01;2024-08;2024-08
PC000677;Arrefecimento;01/09/2024;6;489,15;Loja Norte;2024-09-01;2024-09;2024-09
PC000677;Arrefecimento;01/10/2024;8;652,2;Loja Norte;2024-10-01;2024-10;2024-10
PC000677;Arrefecimento;01/11/2024;10;815,25;Loja Norte;2024-11-01;2024-11;2024-11
PC000677;Arrefecimento;01/12/2024;13;1059,82;Loja Norte;2024-12-01;2024-12;2024-12
PC000677;Arrefecimento;01/01/2025;9;733,72;Loja Norte;2025-01-01;2025-01;2025-01
PC000677;Arrefecimento;01/02/2025;10;815,25;Loja Norte;2025-02-01;2025-02;2025-02
PC000677;Arrefecimento;01/03/2025;9;733,72;Loja Norte;2025-03-01;2025-03;2025-03
PC000677;Arrefecimento;01/04/2025;9;733,72;Loja Norte;2025-04-01;2025-04;2025-04
PC000677;Arrefecimento;01/05/2025;8;652,2;Loja Norte;2025-05-01;2025-05;2025-05
PC000677;Arrefecimento;01/06/2025;8;652,2;Loja Norte;2025-06-01;2025-06;2025-06
PC000677;Arrefecimento;01/07/2025;7;570,67;Loja Norte;2025-07-01;2025-07;2025-07
PC000677;Arrefecimento;01/08/2025;8;652,2;Loja Norte;2025-08-01;2025-08;2025-08
PC000677;Arrefecimento;01/09/2025;8;652,2;Loja Norte;2025-09-01;2025-09;2025-09
PC000677;Arrefecimento;01/10/2025;8;652,2;Loja Norte;2025-10-01;2025-10;2025-10
PC000677;Arrefecimento;01/11/2025;12;978,3;Loja Norte;2025-11-01;2025-11;2025-11
PC000677;Arrefecimento;01/12/2025;14;1141,35;Loja Norte;2025-12-01;2025-12;2025-12
PC000677;Arrefecimento;01/01/2026;10;815,25;Loja Norte;2026-01-01;2026-01;2026-01
PC000677;Arrefecimento;01/02/2026;9;733,72;Loja Norte;2026-02-01;2026-02;2026-02
PC000677;Arrefecimento;01/03/2026;9;733,72;Loja Norte;2026-03-01;2026-03;2026-03
PC000677;Arrefecimento;01/04/2026;8;652,2;Loja Norte;2026-04-01;2026-04;2026-04
PC000677;Arrefecimento;01/05/2026;8;652,2;Loja Norte;2026-05-01;2026-05;2026-05
PC000677;Arrefecimento;01/06/2026;8;652,2;Loja Norte;2026-06-01;2026-06;2026-06
PC000677;Arrefecimento;01/07/2026;8;652,2;Loja Norte;2026-07-01;2026-07;2026-07
PC000677;Arrefecimento;01/08/2026;9;733,72;Loja Norte;2026-08-01;2026-08;2026-08
PC000683;Arrefecimento;01/09/2022;12;6515,47;Loja Norte;2022-09-01;2022-09;2022-09
PC000683;Arrefecimento;01/10/2022;11;5972,51;Loja Norte;2022-10-01;2022-10;2022-10
PC000683;Arrefecimento;01/11/2022;14;7601,38;Loja Norte;2022-11-01;2022-11;2022-11
PC000683;Arrefecimento;01/12/2022;18;9773,2;Loja Norte;2022-12-01;2022-12;2022-12
PC000683;Arrefecimento;01/01/2023;12;6515,47;Loja Norte;2023-01-01;2023-01;2023-01
PC000683;Arrefecimento;01/02/2023;15;8144,33;Loja Norte;2023-02-01;2023-02;2023-02
PC000683;Arrefecimento;01/03/2023;13;7058,42;Loja Norte;2023-03-01;2023-03;2023-03
PC000683;Arrefecimento;01/04/2023;13;7058,42;Loja Norte;2023-04-01;2023-04;2023-04
PC000683;Arrefecimento;01/05/2023;11;5972,51;Loja Norte;2023-05-01;2023-05;2023-05
PC000683;Arrefecimento;01/06/2023;13;7058,42;Loja Norte;2023-06-01;2023-06;2023-06
PC000683;Arrefecimento;01/07/2023;14;7601,38;Loja Norte;2023-07-01;2023-07;2023-07
PC000683;Arrefecimento;01/08/2023;10;5429,56;Loja Norte;2023-08-01;2023-08;2023-08
PC000683;Arrefecimento;01/09/2023;11;5972,51;Loja Norte;2023-09-01;2023-09;2023-09
PC000683;Arrefecimento;01/10/2023;12;6515,47;Loja Norte;2023-10-01;2023-10;2023-10
PC000683;Arrefecimento;01/11/2023;20;10859,11;Loja Norte;2023-11-01;2023-11;2023-11
PC000683;Arrefecimento;01/12/2023;19;10316,16;Loja Norte;2023-12-01;2023-12;2023-12
PC000683;Arrefecimento;01/01/2024;15;8144,33;Loja Norte;2024-01-01;2024-01;2024-01
PC000683;Arrefecimento;01/02/2024;13;7058,42;Loja Norte;2024-02-01;2024-02;2024-02
PC000683;Arrefecimento;01/03/2024;16;8687,29;Loja Norte;2024-03-01;2024-03;2024-03
PC000683;Arrefecimento;01/04/2024;13;7058,42;Loja Norte;2024-04-01;2024-04;2024-04
PC000683;Arrefecimento;01/05/2024;14;7601,38;Loja Norte;2024-05-01;2024-05;2024-05
PC000683;Arrefecimento;01/06/2024;14;7601,38;Loja Norte;2024-06-01;2024-06;2024-06
PC000683;Arrefecimento;01/07/2024;10;5429,56;Loja Norte;2024-07-01;2024-07;2024-07
PC000683;Arrefecimento;01/08/2024;10;5429,56;Loja Norte;2024-08-01;2024-08;2024-08
PC000683;Arrefecimento;01/09/2024;13;7058,42;Loja Norte;2024-09-01;2024-09;2024-09
PC000683;Arrefecimento;01/10/2024;14;7601,38;Loja Norte;2024-10-01;2024-10;2024-10
PC000683;Arrefecimento;01/11/2024;19;10316,16;Loja Norte;2024-11-01;2024-11;2024-11
PC000683;Arrefecimento;01/12/2024;22;11945,02;Loja Norte;2024-12-01;2024-12;2024-12
PC000683;Arrefecimento;01/01/2025;14;7601,38;Loja Norte;2025-01-01;2025-01;2025-01
PC000683;Arrefecimento;01/02/2025;14;7601,38;Loja Norte;2025-02-01;2025-02;2025-02
PC000683;Arrefecimento;01/03/2025;14;7601,38;Loja Norte;2025-03-01;2025-03;2025-03
PC000683;Arrefecimento;01/04/2025;14;7601,38;Loja Norte;2025-04-01;2025-04;2025-04
PC000683;Arrefecimento;01/05/2025;11;5972,51;Loja Norte;2025-05-01;2025-05;2025-05
PC000683;Arrefecimento;01/06/2025;13;7058,42;Loja Norte;2025-06-01;2025-06;2025-06
PC000683;Arrefecimento;01/07/2025;13;7058,42;Loja Norte;2025-07-01;2025-07;2025-07
PC000683;Arrefecimento;01/08/2025;12;6515,47;Loja Norte;2025-08-01;2025-08;2025-08
PC000683;Arrefecimento;01/09/2025;10;5429,56;Loja Norte;2025-09-01;2025-09;2025-09
PC000683;Arrefecimento;01/10/2025;13;7058,42;Loja Norte;2025-10-01;2025-10;2025-10
PC000683;Arrefecimento;01/11/2025;16;8687,29;Loja Norte;2025-11-01;2025-11;2025-11
PC000683;Arrefecimento;01/12/2025;21;11402,07;Loja Norte;2025-12-01;2025-12;2025-12
PC000683;Arrefecimento;01/01/2026;16;8687,29;Loja Norte;2026-01-01;2026-01;2026-01
PC000683;Arrefecimento;01/02/2026;14;7601,38;Loja Norte;2026-02-01;2026-02;2026-02
PC000683;Arrefecimento;01/03/2026;13;7058,42;Loja Norte;2026-03-01;2026-03;2026-03
PC000683;Arrefecimento;01/04/2026;12;6515,47;Loja Norte;2026-04-01;2026-04;2026-04
PC000683;Arrefecimento;01/05/2026;14;7601,38;Loja Norte;2026-05-01;2026-05;2026-05
PC000683;Arrefecimento;01/06/2026;13;7058,42;Loja Norte;2026-06-01;2026-06;2026-06
PC000683;Arrefecimento;01/07/2026;12;6515,47;Loja Norte;2026-07-01;2026-07;2026-07
PC000683;Arrefecimento;01/08/2026;12;6515,47;Loja Norte;2026-08-01;2026-08;2026-08
PC000690;Arrefecimento;01/09/2022;2;1126,25;Loja Norte;2022-09-01;2022-09;2022-09
PC000690;Arrefecimento;01/10/2022;2;1126,25;Loja Norte;2022-10-01;2022-10;2022-10
PC000690;Arrefecimento;01/11/2022;2;1126,25;Loja Norte;2022-11-01;2022-11;2022-11
PC000690;Arrefecimento;01/12/2022;3;1689,37;Loja Norte;2022-12-01;2022-12;2022-12
PC000690;Arrefecimento;01/01/2023;2;1126,25;Loja Norte;2023-01-01;2023-01;2023-01
PC000690;Arrefecimento;01/02/2023;2;1126,25;Loja Norte;2023-02-01;2023-02;2023-02
PC000690;Arrefecimento;01/03/2023;2;1126,25;Loja Norte;2023-03-01;2023-03;2023-03
PC000690;Arrefecimento;01/04/2023;2;1126,25;Loja Norte;2023-04-01;2023-04;2023-04
PC000690;Arrefecimento;01/05/2023;2;1126,25;Loja Norte;2023-05-01;2023-05;2023-05
PC000690;Arrefecimento;01/06/2023;2;1126,25;Loja Norte;2023-06-01;2023-06;2023-06
PC000690;Arrefecimento;01/07/2023;2;1126,25;Loja Norte;2023-07-01;2023-07;2023-07
PC000690;Arrefecimento;01/08/2023;2;1126,25;Loja Norte;2023-08-01;2023-08;2023-08
PC000690;Arrefecimento;01/09/2023;2;1126,25;Loja Norte;2023-09-01;2023-09;2023-09
PC000690;Arrefecimento;01/10/2023;2;1126,25;Loja Norte;2023-10-01;2023-10;2023-10
PC000690;Arrefecimento;01/11/2023;2;1126,25;Loja Norte;2023-11-01;2023-11;2023-11
PC000690;Arrefecimento;01/12/2023;4;2252,49;Loja Norte;2023-12-01;2023-12;2023-12
PC000690;Arrefecimento;01/01/2024;2;1126,25;Loja Norte;2024-01-01;2024-01;2024-01
PC000690;Arrefecimento;01/02/2024;2;1126,25;Loja Norte;2024-02-01;2024-02;2024-02
PC000690;Arrefecimento;01/03/2024;2;1126,25;Loja Norte;2024-03-01;2024-03;2024-03
PC000690;Arrefecimento;01/04/2024;2;1126,25;Loja Norte;2024-04-01;2024-04;2024-04
PC000690;Arrefecimento;01/05/2024;2;1126,25;Loja Norte;2024-05-01;2024-05;2024-05
PC000690;Arrefecimento;01/06/2024;2;1126,25;Loja Norte;2024-06-01;2024-06;2024-06
PC000690;Arrefecimento;01/07/2024;2;1126,25;Loja Norte;2024-07-01;2024-07;2024-07
PC000690;Arrefecimento;01/08/2024;2;1126,25;Loja Norte;2024-08-01;2024-08;2024-08
PC000690;Arrefecimento;01/09/2024;2;1126,25;Loja Norte;2024-09-01;2024-09;2024-09
PC000690;Arrefecimento;01/10/2024;2;1126,25;Loja Norte;2024-10-01;2024-10;2024-10
PC000690;Arrefecimento;01/11/2024;3;1689,37;Loja Norte;2024-11-01;2024-11;2024-11
PC000690;Arrefecimento;01/12/2024;3;1689,37;Loja Norte;2024-12-01;2024-12;2024-12
PC000690;Arrefecimento;01/01/2025;2;1126,25;Loja Norte;2025-01-01;2025-01;2025-01
PC000690;Arrefecimento;01/02/2025;2;1126,25;Loja Norte;2025-02-01;2025-02;2025-02
PC000690;Arrefecimento;01/03/2025;2;1126,25;Loja Norte;2025-03-01;2025-03;2025-03
PC000690;Arrefecimento;01/04/2025;2;1126,25;Loja Norte;2025-04-01;2025-04;2025-04
PC000690;Arrefecimento;01/05/2025;2;1126,25;Loja Norte;2025-05-01;2025-05;2025-05
PC000690;Arrefecimento;01/06/2025;2;1126,25;Loja Norte;2025-06-01;2025-06;2025-06
PC000690;Arrefecimento;01/07/2025;2;1126,25;Loja Norte;2025-07-01;2025-07;2025-07
PC000690;Arrefecimento;01/08/2025;2;1126,25;Loja Norte;2025-08-01;2025-08;2025-08
PC000690;Arrefecimento;01/09/2025;2;1126,25;Loja Norte;2025-09-01;2025-09;2025-09
PC000690;Arrefecimento;01/10/2025;2;1126,25;Loja Norte;2025-10-01;2025-10;2025-10
PC000690;Arrefecimento;01/11/2025;3;1689,37;Loja Norte;2025-11-01;2025-11;2025-11
PC000690;Arrefecimento;01/12/2025;4;2252,49;Loja Norte;2025-12-01;2025-12;2025-12
PC000690;Arrefecimento;01/01/2026;2;1126,25;Loja Norte;2026-01-01;2026-01;2026-01
PC000690;Arrefecimento;01/02/2026;2;1126,25;Loja Norte;2026-02-01;2026-02;2026-02
PC000690;Arrefecimento;01/03/2026;2;1126,25;Loja Norte;2026-03-01;2026-03;2026-03
PC000690;Arrefecimento;01/04/2026;2;1126,25;Loja Norte;2026-04-01;2026-04;2026-04
PC000690;Arrefecimento;01/05/2026;2;1126,25;Loja Norte;2026-05-01;2026-05;2026-05
PC000690;Arrefecimento;01/06/2026;2;1126,25;Loja Norte;2026-06-01;2026-06;2026-06
PC000690;Arrefecimento;01/07/2026;2;1126,25;Loja Norte;2026-07-01;2026-07;2026-07
PC000690;Arrefecimento;01/08/2026;2;1126,25;Loja Norte;2026-08-01;2026-08;2026-08
PC000695;Arrefecimento;01/09/2022;13;3456,18;Loja Norte;2022-09-01;2022-09;2022-09
PC000695;Arrefecimento;01/10/2022;16;4253,75;Loja Norte;2022-10-01;2022-10;2022-10
PC000695;Arrefecimento;01/11/2022;22;5848,91;Loja Norte;2022-11-01;2022-11;2022-11
